"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.442083538E-4,-2.743635476E-1,4.355912507E-1,7.476477884E-3
1.096820831E-2,-3.185192943E-1,4.000537694E-1,9.662932716E-3
2.099220827E-2,-3.252993822E-1,3.293631971E-1,-7.090382744E-3
3.101720847E-2,-2.911909223E-1,2.368026376E-1,-2.774479613E-2
4.104120843E-2,-2.193870544E-1,1.394097656E-1,-5.062241107E-2
5.106520839E-2,-1.295751482E-1,5.581154302E-2,-7.681380957E-2
6.108920835E-2,-4.616242275E-2,1.499301288E-3,-1.057688370E-1
7.111420855E-2,-2.348894021E-3,-2.593498677E-2,-1.276978403E-1
8.113820851E-2,-6.214947440E-3,-2.136678621E-2,-1.497234553E-1
9.116220847E-2,-4.538818449E-2,2.174757887E-3,-1.727448851E-1
1.011862084E-1,-9.759117663E-2,3.448723257E-2,-1.910134852E-1
1.112102084E-1,-1.505931318E-1,5.915103480E-2,-2.128106654E-1
1.212352086E-1,-1.844287068E-1,7.414573431E-2,-2.356399149E-1
1.312592085E-1,-2.017302066E-1,8.205558360E-2,-2.620044053E-1
1.412832085E-1,-2.027656436E-1,9.123069048E-2,-2.818647027E-1
1.513072085E-1,-2.061888725E-1,1.133229434E-1,-2.992024124E-1
1.613322087E-1,-2.157229036E-1,1.543437988E-1,-3.129421771E-1
1.713562086E-1,-2.334720641E-1,2.013102472E-1,-3.141674995E-1
1.813802086E-1,-2.454539537E-1,2.453133017E-1,-3.121744692E-1
1.914042085E-1,-2.551081777E-1,2.884991169E-1,-3.141955435E-1
2.014292083E-1,-2.526836693E-1,3.287513554E-1,-3.211652935E-1
2.114532082E-1,-2.460172474E-1,3.613124788E-1,-3.294474781E-1
2.214772087E-1,-2.496586740E-1,3.763405979E-1,-3.394922614E-1
2.315012086E-1,-2.633782029E-1,3.650093675E-1,-3.531460166E-1
2.415262084E-1,-2.934761941E-1,3.292820454E-1,-3.693587184E-1
2.515502083E-1,-3.235696256E-1,2.781522572E-1,-3.905433714E-1
2.615742083E-1,-3.376044929E-1,2.265567482E-1,-4.152225554E-1
2.715982082E-1,-3.265891075E-1,1.943825781E-1,-4.535840750E-1
2.816222087E-1,-2.990342081E-1,2.030651718E-1,-5.042024255E-1
2.916472084E-1,-2.725029886E-1,2.329048365E-1,-5.489163399E-1
3.016712083E-1,-2.689087987E-1,2.681408823E-1,-5.799275041E-1
3.116952083E-1,-3.019937873E-1,3.097333312E-1,-5.894879699E-1
3.217192083E-1,-3.582701981E-1,3.393586874E-1,-5.807301402E-1
3.317442085E-1,-4.158194959E-1,3.553802669E-1,-5.671253800E-1
3.417682084E-1,-4.510447681E-1,3.626996875E-1,-5.701367855E-1
