"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.261602879E-2,4.948438302E1,1.094257376E1,3.023430663E2,NaN,NaN,6.687150405E1,1.478919021E2
2.095663667E0,4.948401065E1,1.094138916E1,3.453196917E2,8.347241282E-1,NaN,6.201659010E1,8.578361140E1
3.095648050E0,4.948423069E1,1.094108247E1,3.074495582E2,8.347241282E-1,NaN,2.277070059E1,1.138079142E1
4.095633507E0,4.948423017E1,1.094104010E1,3.099960223E2,3.761588037E-1,NaN,1.434226090E1,8.080583291E0
5.045619726E0,4.948422635E1,1.094102965E1,3.107196364E2,3.761588037E-1,NaN,1.114073323E1,6.911247998E0
5.995605946E0,4.948423716E1,1.094103385E1,3.110026797E2,3.761588037E-1,4.862105940E1,9.829659824E0,6.840661733E0
6.945592403E0,4.948424222E1,1.094104183E1,3.110643457E2,8.754057437E-2,NaN,1.271665005E1,9.828762743E0
7.974525213E0,4.948423972E1,1.094104170E1,3.110732084E2,1.991712004E-1,NaN,1.205255960E1,1.008305643E1
8.924547791E0,4.948423504E1,1.094104013E1,3.110693006E2,9.280522913E-2,NaN,9.996414178E0,8.867157463E0
9.874554992E0,4.948423412E1,1.094104060E1,3.110968723E2,5.978296697E-2,NaN,7.310898790E0,6.758041362E0
1.082427073E1,4.948423746E1,1.094103376E1,3.110640369E2,1.450612843E-1,NaN,7.189267157E0,6.758766825E0
1.177462649E1,4.948423605E1,1.094102741E1,3.110979438E2,4.077774584E-1,2.362451893E2,1.089706895E1,1.009420620E1
1.272464764E1,4.948423936E1,1.094101622E1,3.111370982E2,1.761781722E-1,1.651260900E2,1.218697698E1,1.230199593E1
1.367469096E1,4.948423970E1,1.094102433E1,3.111837688E2,1.665702462E-1,8.157167650E1,1.229787709E1,1.317777674E1
1.465473056E1,4.948423970E1,1.094102433E1,3.111837688E2,1.665702462E-1,NaN,1.229787709E1,1.317777674E1
1.565474916E1,4.948424473E1,1.094103147E1,3.112030859E2,1.761781722E-1,NaN,1.148991514E1,1.212250076E1
1.665447366E1,4.948424295E1,1.094103733E1,3.112119535E2,1.279570311E-1,NaN,8.388186234E0,8.813283470E0
1.765449846E1,4.948424509E1,1.094104099E1,3.112045796E2,2.667188346E-1,NaN,9.762270477E0,1.017339883E1
1.865451384E1,4.948425055E1,1.094104433E1,3.111656140E2,4.020156562E-1,5.382094874E1,6.591644565E0,6.971430220E0
1.965488005E1,4.948425056E1,1.094103821E1,3.111744763E2,1.390568167E-1,NaN,6.417425212E0,7.036594043E0
2.065491807E1,4.948425192E1,1.094103927E1,3.111847920E2,1.211381629E-1,NaN,5.727848684E0,6.538612980E0
2.165493500E1,4.948425223E1,1.094104316E1,3.111503613E2,5.037677288E-2,NaN,5.509280755E0,6.494559419E0
2.265494668E1,4.948425302E1,1.094104327E1,3.111639203E2,1.525055319E-1,NaN,5.982699307E0,7.134194591E0
2.365495944E1,4.948425474E1,1.094104096E1,3.111692207E2,1.525055319E-1,NaN,8.924089418E0,1.017603489E1
2.465497339E1,4.948426220E1,1.094104228E1,3.111717856E2,3.339537680E-1,2.308978618E1,7.224058577E0,7.970902024E0
2.565498495E1,4.948426156E1,1.094103876E1,3.111658061E2,2.895627320E-1,NaN,7.082135135E0,7.525461032E0
2.665499663E1,4.948425884E1,1.094102434E1,3.111595441E2,4.143318236E-1,2.608230363E2,9.462878773E0,9.676990143E0
2.765500760E1,4.948425344E1,1.094101962E1,3.111579203E2,3.875932395E-1,2.437207501E2,1.235893068E1,1.223037934E1
2.865501893E1,4.948424670E1,1.094102387E1,3.111687230E2,3.875932395E-1,2.171534898E2,1.403191963E1,1.358205633E1
2.965502858E1,4.948424584E1,1.094101467E1,3.111842025E2,3.787671328E-1,2.562852190E2,1.149515491E1,1.130585072E1
3.065503836E1,4.948423742E1,1.094100177E1,3.112035987E2,5.011549592E-1,2.402368829E2,1.217732602E1,1.187651623E1
