id,Route7,distance,angle,Z_1
,Run7,0,248.55226367412,313.615020751953
,Run7,1,248.55226367412,313.709014892578
,Run7,2,248.55226367412,313.736022949219
,Run7,3,248.55226367412,313.736022949219
,Run7,4,248.55226367412,313.863006591797
,Run7,5,248.55226367412,313.336029052734
,Run7,6,248.55226367412,313.704010009766
,Run7,7,248.55226367412,313.065002441406
,Run7,8,248.55226367412,313.628021240234
,Run7,9,248.55226367412,313.106018066406
,Run7,10,248.55226367412,313.025024414062
,Run7,11,248.55226367412,313.511016845703
,Run7,12,248.55226367412,313.998016357422
,Run7,13,248.55226367412,313.213012695312
,Run7,14,248.55226367412,313.467010498047
,Run7,15,248.55226367412,313.956024169922
,Run7,16,248.55226367412,313.450012207031
,Run7,17,248.55226367412,313.936004638672
,Run7,18,248.55226367412,313.375
,Run7,19,248.55226367412,313.808013916016
,Run7,20,248.55226367412,313.248016357422
,Run7,21,248.55226367412,313.674011230469
,Run7,22,248.55226367412,313.185028076172
,Run7,23,244.722277762993,313.7080078125
,Run7,24,244.722277762993,313.64501953125
,Run7,25,244.722277762993,313.159027099609
,Run7,26,244.722277762993,313.560028076172
,Run7,27,244.722277762993,313.862030029297
,Run7,28,244.722277762993,313.846008300781
,Run7,29,244.722277762993,313.826019287109
,Run7,30,244.722277762993,313.804016113281
,Run7,31,244.722277762993,313.789001464844
,Run7,32,244.722277762993,313.766021728516
,Run7,33,244.722277762993,313.755004882812
,Run7,34,244.722277762993,313.740020751953
,Run7,35,244.722277762993,313.740020751953
,Run7,36,244.722277762993,313.739013671875
,Run7,37,244.722277762993,313.725006103516
,Run7,38,244.722277762993,313.713012695312
,Run7,39,281.427101595456,313.705017089844
,Run7,40,281.427101595456,313.646026611328
,Run7,41,281.427101595456,313.6240234375
,Run7,42,281.427101595456,313.601013183594
,Run7,43,281.427101595456,313.563018798828
,Run7,44,281.427101595456,313.543029785156
,Run7,45,281.427101595456,313.494018554688
,Run7,46,281.427101595456,313.444000244141
,Run7,47,281.427101595456,313.413024902344
,Run7,48,281.427101595456,313.379028320312
,Run7,49,281.427101595456,313.352020263672
,Run7,50,281.427101595456,313.294006347656
,Run7,51,281.427101595456,313.269012451172
,Run7,52,281.427101595456,313.241027832031
,Run7,53,281.427101595456,313.211029052734
,Run7,54,281.427101595456,313.197021484375
,Run7,55,281.427101595456,313.116027832031
,Run7,56,281.427101595456,313.085021972656
,Run7,57,306.689722832459,313.046020507812
,Run7,58,306.689722832459,312.9990234375
,Run7,59,306.689722832459,312.968017578125
,Run7,60,306.689722832459,312.896026611328
,Run7,61,306.689722832459,312.827026367188
,Run7,62,306.689722832459,312.736022949219
,Run7,63,306.689722832459,312.684020996094
,Run7,64,306.689722832459,312.633026123047
,Run7,65,306.689722832459,312.528015136719
,Run7,66,306.689722832459,312.508026123047
,Run7,67,306.689722832459,312.398010253906
,Run7,68,306.689722832459,312.355010986328
,Run7,69,325.81695992253,312.295013427734
,Run7,70,325.81695992253,312.190002441406
,Run7,71,325.81695992253,312.118011474609
,Run7,72,325.81695992253,312.022003173828
,Run7,73,325.81695992253,311.922027587891
,Run7,74,325.81695992253,311.914001464844
,Run7,75,325.81695992253,311.794006347656
,Run7,76,325.81695992253,311.739013671875
,Run7,77,325.81695992253,311.646026611328
,Run7,78,325.81695992253,311.586029052734
,Run7,79,325.81695992253,311.518005371094
,Run7,80,325.81695992253,311.518005371094
,Run7,81,325.81695992253,311.425018310547
,Run7,82,325.81695992253,311.366027832031
,Run7,83,345.96375653253,311.269012451172
,Run7,84,345.96375653253,311.195007324219
,Run7,85,345.96375653253,311.122009277344
,Run7,86,345.96375653253,311.047027587891
,Run7,87,345.96375653253,310.97900390625
,Run7,88,345.96375653253,310.894012451172
,Run7,89,345.96375653253,310.818023681641
,Run7,90,345.96375653253,310.759002685547
,Run7,91,345.96375653253,310.688018798828
,Run7,92,345.96375653253,310.633026123047
,Run7,93,345.96375653253,310.542022705078
,Run7,94,345.96375653253,310.47802734375
,Run7,95,345.96375653253,310.39501953125
,Run7,96,345.96375653253,310.340026855469
,Run7,97,0,310.256011962891
,Run7,98,0,310.174011230469
,Run7,99,0,310.106018066406
,Run7,100,0,310.051025390625
,Run7,101,0,309.994018554688
,Run7,102,0,309.928009033203
,Run7,103,0,309.837005615234
,Run7,104,0,309.772003173828
,Run7,105,0,309.695007324219
,Run7,106,0,309.616027832031
,Run7,107,0,309.546020507812
,Run7,108,0,309.473022460938
,Run7,109,0,309.43701171875
,Run7,110,0,309.383026123047
,Run7,111,0,309.326019287109
,Run7,112,0,309.278015136719
,Run7,113,0,309.192016601562
,Run7,114,24.3255752385575,309.14501953125
,Run7,115,24.3255752385575,309.14501953125
,Run7,116,24.3255752385575,309.047027587891
,Run7,117,24.3255752385575,309.002014160156
,Run7,118,24.3255752385575,308.904022216797
,Run7,119,24.3255752385575,308.839019775391
