"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.554991667E-2,-8.871943951E-1,-8.808679581E-1,5.410909057E-1
3.557891666E-2,-9.786540270E-1,-9.818696380E-1,6.126857400E-1
4.560691665E-2,-1.118917584E0,-1.086519957E0,6.212174892E-1
5.563591665E-2,-1.259342551E0,-9.519881606E-1,6.225383878E-1
6.566391664E-2,-1.360546231E0,-7.395151854E-1,6.422132254E-1
7.569291667E-2,-1.482688069E0,-6.209104657E-1,6.793280840E-1
8.572091666E-2,-1.651101351E0,-5.581891537E-1,7.111644745E-1
9.574991665E-2,-1.861143470E0,-5.743422508E-1,7.134867907E-1
1.057779166E-1,-2.145101547E0,-8.560269475E-1,7.167899013E-1
1.158069166E-1,-2.430865049E0,-1.266041040E0,7.041132450E-1
1.258349167E-1,-2.667765379E0,-1.632823706E0,6.400716901E-1
1.358639167E-1,-2.794566870E0,-2.148766756E0,4.857859910E-1
1.458919166E-1,-2.861738205E0,-2.886318922E0,2.995463312E-1
1.559209166E-1,-3.010655165E0,-3.328131676E0,2.590359151E-1
1.659489167E-1,-3.058262110E0,-2.945509195E0,3.952427506E-1
1.759779167E-1,-2.884780884E0,-2.007825375E0,6.479673982E-1
1.860059167E-1,-2.459191322E0,-1.155804038E0,8.782124519E-1
1.960349166E-1,-1.859282970E0,-6.018022895E-1,1.031548977E0
2.060629167E-1,-1.257703066E0,-5.313512310E-2,1.173145652E0
2.160919167E-1,-7.596285939E-1,4.284938276E-1,1.304637313E0
2.261209167E-1,-3.288652301E-1,5.612422228E-1,1.362817883E0
2.361489167E-1,4.939496517E-2,3.998227119E-1,1.341102958E0
2.461779166E-1,3.623375595E-1,2.441339940E-1,1.300926089E0
2.562059167E-1,6.345288754E-1,1.359491944E-1,1.231756330E0
2.662349167E-1,8.594315052E-1,5.118079111E-2,1.069961190E0
2.762629167E-1,1.000225544E0,-2.920619212E-2,7.527415752E-1
2.862919167E-1,1.001425982E0,-1.182903200E-1,3.014366329E-1
2.963199166E-1,8.747034073E-1,-2.085610926E-1,-2.037964612E-1
3.063489167E-1,6.784712076E-1,-3.040626645E-1,-6.706715822E-1
3.163769167E-1,4.814678133E-1,-1.484736353E-1,-1.031530499E0
3.264059167E-1,5.423475504E-1,2.599415183E-1,-1.174782157E0
3.364339166E-1,5.292969942E-1,-1.147516593E-1,-1.323821425E0
3.464629166E-1,6.799349785E-1,-3.109044433E-1,-1.338924289E0
3.564909167E-1,9.683369398E-1,-4.369225502E-1,-1.243234515E0
3.665199167E-1,1.320459604E0,-4.404009879E-1,-1.120672822E0
3.765479166E-1,1.778658152E0,-4.095043242E-1,-9.532794952E-1
3.865769166E-1,2.187048912E0,-2.591804862E-1,-8.101793528E-1
3.966049167E-1,2.422097921E0,-7.473686337E-2,-7.618216872E-1
4.066339167E-1,2.467992544E0,-1.807400882E-1,-7.570744157E-1
4.166619166E-1,2.163900137E0,-7.550009489E-1,-8.385729790E-1
4.266909166E-1,1.349715590E0,-1.589059591E0,-1.075062633E0
4.367189167E-1,3.635542095E-1,-2.068594456E0,-1.309531689E0
4.467479167E-1,-2.108075917E-1,-1.973401546E0,-1.324977994E0
4.567759167E-1,-1.333327740E-1,-1.629645228E0,-1.100050688E0
4.668049167E-1,1.553116739E-1,-1.413987756E0,-8.800538182E-1
4.768329166E-1,4.650509059E-1,-1.617277503E0,-7.113596201E-1
4.868619167E-1,7.361491919E-1,-2.169368744E0,-6.472244263E-1
4.968899167E-1,1.025066853E0,-2.909051657E0,-6.892037988E-1
5.069189167E-1,1.300016880E0,-3.641386032E0,-9.152001143E-1
5.169469166E-1,1.487803340E0,-4.231014252E0,-1.283401370E0
5.269759166E-1,1.582167387E0,-4.508003235E0,-1.629880905E0
5.370039167E-1,1.602974057E0,-4.499956608E0,-1.803444147E0
5.470329167E-1,1.538765669E0,-4.234146118E0,-1.689517379E0
5.570609166E-1,1.399796844E0,-3.906148434E0,-1.433937788E0
5.670899166E-1,1.089756250E0,-3.246172428E0,-1.317532897E0
5.771179167E-1,3.911044896E-1,-1.689174414E0,-1.205249429E0
5.871469167E-1,-2.565766871E-1,-3.402463496E-1,-1.171670198E0
5.971749166E-1,-6.908344030E-1,7.358214855E-1,-1.128795147E0
6.072039166E-1,-1.040258765E0,1.043450475E0,-1.084686995E0
6.172329166E-1,-1.242490768E0,8.958897591E-1,-1.132029176E0
6.272609167E-1,-1.235544682E0,7.306392193E-1,-1.230431199E0
6.372899167E-1,-1.127165675E0,5.430299044E-1,-1.400694728E0
6.473179166E-1,-9.937644601E-1,1.952303201E-1,-1.595691204E0
6.573469166E-1,-9.109366536E-1,-1.963166893E-1,-1.737254977E0
6.673749167E-1,-8.968405724E-1,-5.738956332E-1,-1.783061028E0
6.774039167E-1,-9.382771850E-1,-7.031583190E-1,-1.771397710E0
6.874319167E-1,-9.565302134E-1,-6.504112482E-1,-1.709670782E0
6.974609167E-1,-8.610876203E-1,-3.956293166E-1,-1.621494889E0
7.074889166E-1,-6.542440057E-1,-1.108085215E-1,-1.541043520E0
7.175179167E-1,-4.191617370E-1,7.123211771E-2,-1.455277205E0
7.275459167E-1,-1.854011714E-1,1.998394728E-1,-1.373461485E0
7.375749167E-1,3.401108831E-2,2.579419315E-1,-1.301524401E0
7.476029166E-1,2.061668634E-1,2.626824379E-1,-1.259922743E0
7.576319166E-1,2.739464641E-1,2.152222395E-1,-1.224892855E0
7.676599167E-1,2.497055531E-1,7.027319819E-2,-1.204550862E0
7.776889167E-1,2.407485396E-1,-1.061553657E-1,-1.213183522E0
7.877169166E-1,2.593925297E-1,-2.283658087E-1,-1.274447799E0
7.977459166E-1,2.832949460E-1,-3.468844891E-1,-1.372497678E0
8.077739167E-1,3.066711128E-1,-4.362139702E-1,-1.478134990E0
8.178029167E-1,3.541331589E-1,-4.723525345E-1,-1.559529424E0
8.278319167E-1,3.839656115E-1,-5.309381485E-1,-1.602401137E0
8.378599166E-1,4.117258787E-1,-6.518280506E-1,-1.654319525E0
8.478889166E-1,4.275636971E-1,-7.875207663E-1,-1.693520904E0
8.579169167E-1,4.225747883E-1,-8.385514617E-1,-1.761041045E0
8.679459167E-1,3.721997738E-1,-8.417180181E-1,-1.851842523E0
8.779739166E-1,2.483017892E-1,-8.208811879E-1,-1.916343451E0
