"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.239916656E-3,-4.871320038E0,3.844904480E0,9.362281036E0
2.429691664E-2,-4.820126495E0,3.704795837E0,1.011521530E1
3.432491666E-2,-4.989574127E0,3.711531830E0,1.056038956E1
4.435391666E-2,-4.839136963E0,3.727997589E0,1.103595062E1
5.438191665E-2,-4.400848389E0,3.467090149E0,1.176747940E1
6.441091665E-2,-3.607647858E0,3.453917542E0,1.138667130E1
7.443891666E-2,-3.089425507E0,3.442840576E0,1.145897095E1
8.446791666E-2,-2.616708527E0,3.314707031E0,1.183603683E1
9.449591665E-2,-2.833308105E0,3.009042664E0,1.139131165E1
1.045249166E-1,-2.891537018E0,2.363435211E0,1.136466705E1
1.145529167E-1,-2.981050873E0,2.216590576E0,1.222238342E1
1.245819167E-1,-3.320095825E0,2.708767090E0,1.262040573E1
1.346099167E-1,-3.453019409E0,2.916834412E0,1.294223648E1
1.446389167E-1,-3.245101776E0,2.569855957E0,1.417192932E1
1.546669166E-1,-2.070793762E0,2.088457031E0,1.525837006E1
1.646959166E-1,-8.107141113E-1,2.249222717E0,1.359188553E1
1.747239167E-1,1.408570862E-1,2.371219025E0,1.068597839E1
1.847529167E-1,1.745370483E0,1.786534882E0,8.999136200E0
1.947809166E-1,2.367776184E0,9.340576172E-1,9.121731262E0
2.048099166E-1,2.205812988E0,2.341131592E-1,8.693322144E0
2.148379167E-1,1.838327179E0,-1.098715210E-1,7.516619110E0
2.248669167E-1,1.276246033E0,-3.576063538E-1,6.872209167E0
2.348949166E-1,3.505709839E-1,-5.798941040E-1,7.187902679E0
2.449239166E-1,-8.084687805E-1,-4.662803650E-1,7.271428986E0
2.549519167E-1,-1.915117493E0,-1.761836243E-1,7.096592560E0
2.649809167E-1,-2.914439392E0,-1.646575928E-2,7.551646271E0
2.750089167E-1,-3.359763336E0,-6.107299805E-2,8.645421753E0
2.850379166E-1,-3.116818542E0,-1.844165039E-1,9.773775330E0
2.950659167E-1,-2.620899811E0,-2.317181396E-1,1.071501801E1
3.050949167E-1,-2.111509094E0,-2.371069336E-1,1.145073807E1
