"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.198208589E-3,9.171427917E-1,3.025358734E0,9.326355743E0
1.222220855E-2,8.990304565E-1,2.996917877E0,9.150321808E0
2.224620851E-2,9.452842712E-1,2.971321106E0,9.204658813E0
3.227120824E-2,1.003513184E0,2.967279510E0,9.349856873E0
4.229520867E-2,1.026864624E0,2.963836670E0,9.459878082E0
5.231920863E-2,1.065634003E0,3.001109161E0,9.498797150E0
6.234320858E-2,1.131646729E0,3.050356750E0,9.488917694E0
7.236820832E-2,1.156495056E0,3.102897491E0,9.352401581E0
8.239220828E-2,1.180594940E0,3.130140839E0,9.148525543E0
9.241620824E-2,1.161584473E0,3.144510956E0,8.966354370E0
1.024402087E-1,1.130898285E0,3.108735352E0,8.846902771E0
1.124642086E-1,1.103954315E0,3.090922394E0,8.827592926E0
1.224892084E-1,1.075513458E0,3.069367218E0,8.878636780E0
1.325132083E-1,1.050814819E0,2.977308655E0,8.952583008E0
1.425372083E-1,1.003662872E0,2.898422699E0,9.032965851E0
1.525612082E-1,9.873468018E-1,2.831511841E0,9.036857758E0
1.625862084E-1,9.867480469E-1,2.755020905E0,9.055868225E0
1.726102084E-1,9.309141541E-1,2.699187012E0,9.029223633E0
1.826342084E-1,8.885522461E-1,2.667303314E0,9.001980286E0
1.926582083E-1,8.904981995E-1,2.644999695E0,9.027427368E0
2.026832085E-1,9.256750488E-1,2.623444519E0,9.066645813E0
2.127072085E-1,8.836125183E-1,2.617157593E0,9.062005463E0
2.227312084E-1,8.309220886E-1,2.649640045E0,9.007668457E0
2.327552084E-1,8.017327881E-1,2.606679382E0,8.899443512E0
2.427802086E-1,7.201524353E-1,2.579585724E0,8.786578217E0
2.528042085E-1,7.466473389E-1,2.552791443E0,8.755143585E0
2.628282085E-1,7.258406067E-1,2.600691833E0,8.839568024E0
2.728522085E-1,8.291258240E-1,2.624941406E0,9.058712311E0
2.828762084E-1,1.039288788E0,2.553390198E0,9.295370178E0
2.929012086E-1,1.090482330E0,2.493814087E0,9.411229248E0
3.029252086E-1,1.069974976E0,2.385738831E0,9.342073059E0
3.129492085E-1,9.524693298E-1,2.325114899E0,9.206604767E0
3.229732085E-1,7.964936829E-1,2.274819489E0,9.053922272E0
3.329982082E-1,7.276368713E-1,2.227068787E0,8.954978027E0
3.430222087E-1,7.626640320E-1,2.224075012E0,8.998986511E0
3.530462086E-1,8.196954346E-1,2.249372406E0,9.147328033E0
3.630702086E-1,9.131011963E-1,2.255509644E0,9.313931580E0
3.730952083E-1,1.039737854E0,2.201771393E0,9.363478546E0
3.831192083E-1,1.040635986E0,2.153871002E0,9.151219940E0
3.931432082E-1,9.427395630E-1,2.208956451E0,8.718619537E0
4.031672087E-1,1.070723419E0,2.543510742E0,8.302035828E0
4.131922084E-1,9.758207703E-1,2.299817505E0,8.039032745E0
4.232162083E-1,6.161187744E-1,1.994602203E0,7.912994843E0
4.332402083E-1,4.706213379E-1,1.982926483E0,7.811954956E0
4.432642083E-1,4.755610657E-1,2.088756409E0,7.733817444E0
4.532892085E-1,5.978567505E-1,2.163600769E0,7.682025146E0
4.633132084E-1,6.020480347E-1,2.313139801E0,7.693251801E0
4.733372084E-1,6.477030945E-1,2.453547821E0,7.678282928E0
4.833612083E-1,8.532257080E-1,2.533331909E0,7.667804718E0
4.933862085E-1,1.141825562E0,2.615660706E0,7.736362152E0
5.034102085E-1,1.391057281E0,2.769989777E0,7.843539276E0
5.134342085E-1,1.626517639E0,2.853067017E0,8.054600372E0
5.234582084E-1,1.937121735E0,2.844684448E0,8.382418671E0
5.334822084E-1,2.159259796E0,2.778971100E0,8.819360046E0
5.435072086E-1,2.324815521E0,2.631527710E0,9.255852356E0
5.535312085E-1,2.486479340E0,2.447260895E0,9.589209137E0
5.635552085E-1,2.621648254E0,2.310744781E0,9.698930969E0
5.735802082E-1,2.964435425E0,2.193538513E0,9.483528900E0
5.836037500E-1,2.784958649E0,2.259251862E0,9.424252167E0
5.936277499E-1,1.598825226E0,2.212099915E0,9.152267761E0
6.036517499E-1,1.348845062E0,2.003882904E0,8.305628357E0
6.136767501E-1,1.299896851E0,1.794618073E0,7.918233948E0
6.237007501E-1,2.054178314E0,1.344055023E0,7.712411957E0
6.337247500E-1,3.633993073E0,7.173083496E-1,7.619305573E0
6.437487500E-1,3.640729065E0,1.139280853E0,8.153544617E0
6.537737502E-1,2.968477020E0,1.563348999E0,8.597221985E0
6.637977501E-1,2.431992645E0,1.639241180E0,8.540340271E0
6.738217501E-1,1.936373291E0,1.459315338E0,8.292755127E0
6.838457501E-1,1.839375000E0,1.677860870E0,8.087831268E0
6.938707503E-1,1.804946594E0,1.836381226E0,8.037236481E0
7.038947502E-1,1.712289276E0,1.927092590E0,8.211324463E0
7.139187502E-1,1.573527832E0,1.857637024E0,8.482261047E0
7.239427501E-1,1.369202728E0,1.430874481E0,9.080267487E0
7.339677503E-1,1.472937012E0,1.183738403E0,9.147627411E0
7.439917503E-1,2.066752167E0,1.570084991E0,9.054970093E0
