"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.877968788E-1,5.058440855E1,8.699856941E0,1.776164476E2,1.876728659E-1,NaN,4.769829668E0,3.327651119E0
1.887783647E0,5.058440381E1,8.699850296E0,1.776234166E2,2.977393681E-1,NaN,4.767671719E0,3.330742172E0
2.887769818E0,5.058438603E1,8.699811760E0,1.780314443E2,1.739180890E0,2.319627311E2,4.764872194E0,3.334745869E0
3.887756109E0,5.058436163E1,8.699772517E0,1.775493447E2,2.657492371E0,2.232487138E2,4.767498834E0,3.330989628E0
4.887741685E0,5.058434827E1,8.699748060E0,1.777809159E2,2.368116892E0,2.203811120E2,4.768478073E0,3.329587647E0
5.887728095E0,5.058433085E1,8.699720501E0,1.777309218E2,2.453883399E0,2.227808802E2,4.771541932E0,3.325195426E0
6.887714386E0,5.058431500E1,8.699685451E0,1.778612805E2,2.498836265E0,2.240307711E2,4.770208727E0,3.327107713E0
7.887700915E0,5.058430035E1,8.699664713E0,1.778525771E2,2.627740612E0,2.257063953E2,4.767890626E0,3.330428803E0
8.887687206E0,5.058428729E1,8.699644363E0,1.781468294E2,2.554253699E0,2.215978417E2,4.764924919E0,3.334670531E0
9.887672901E0,5.058427309E1,8.699613075E0,1.784212603E2,2.700054038E0,2.277443791E2,4.758336569E0,3.344064911E0
1.088765860E1,5.058425299E1,8.699591127E0,1.786860275E2,2.735880982E0,2.235407876E2,4.756788057E0,3.346267236E0
1.188764453E1,5.058423190E1,8.699565856E0,1.787278904E2,2.809960926E0,2.222374366E2,4.758894197E0,3.343271310E0
1.288763177E1,5.058420975E1,8.699537861E0,1.788803292E2,2.912736346E0,2.202676736E2,4.758265830E0,3.344165564E0
1.388761711E1,5.058419390E1,8.699511834E0,1.789060327E2,2.689018284E0,2.237776708E2,4.757062439E0,3.345877162E0
1.488760340E1,5.058417471E1,8.699481274E0,1.790659863E2,2.849329350E0,2.242362197E2,4.759110239E0,3.342963770E0
1.588758922E1,5.058416749E1,8.699468152E0,1.792755964E2,1.905443165E0,2.268643835E2,4.755632807E0,3.347908845E0
1.688757646E1,5.058414947E1,8.699449718E0,1.791063320E2,2.141192999E0,2.207088674E2,4.755518667E0,3.348070974E0
1.788756239E1,5.058413665E1,8.699426818E0,1.793600395E2,1.922145974E0,2.234801426E2,4.755345370E0,3.348317106E0
1.888754797E1,5.058411736E1,8.699402064E0,1.793799344E2,2.277759566E0,2.241963399E2,4.757267473E0,3.345585632E0
1.988753462E1,5.058410294E1,8.699381450E0,1.794166261E2,2.025596782E0,2.237562857E2,4.755064779E0,3.348715571E0
2.088752079E1,5.058408392E1,8.699359206E0,1.797994966E2,2.106213698E0,2.211648123E2,4.757704346E0,3.344964333E0
2.188750672E1,5.058407073E1,8.699334448E0,1.799118908E2,1.966076854E0,2.213491164E2,4.756674510E0,3.346428639E0
2.288910341E1,5.058405011E1,8.699311728E0,1.797907266E2,2.063264819E0,2.170687778E2,4.754689181E0,3.349248845E0
2.388902986E1,5.058402909E1,8.699298940E0,1.795321665E2,2.059382539E0,2.085870790E2,4.753374133E0,3.351114946E0
2.488897097E1,5.058400799E1,8.699279201E0,1.789895793E2,2.174806952E0,2.092222136E2,4.754439657E0,3.349603048E0
2.588898146E1,5.058398722E1,8.699261101E0,1.790452622E2,2.100223910E0,2.069028155E2,4.752446424E0,3.352430464E0
2.688899362E1,5.058396580E1,8.699251217E0,1.789746489E2,2.056596226E0,1.977418697E2,4.750865992E0,3.354669783E0
2.788898826E1,5.058394377E1,8.699242323E0,1.790126406E2,2.132681223E0,1.974527056E2,4.752126140E0,3.352884457E0
2.888901043E1,5.058392254E1,8.699235499E0,1.794373507E2,1.865750922E0,1.909126741E2,4.748942729E0,3.357391843E0
2.988901997E1,5.058389596E1,8.699236539E0,1.794194147E2,2.167032892E0,1.844903715E2,4.750809896E0,3.354749226E0
3.088900888E1,5.058387122E1,8.699236262E0,1.795930171E2,2.376307400E0,1.852078280E2,4.754830104E0,3.349048777E0
3.188901734E1,5.058384138E1,8.699239548E0,1.793891313E2,2.637706012E0,1.805058945E2,4.756039704E0,3.347330782E0
3.288902891E1,5.058381531E1,8.699245329E0,1.793098081E2,2.530603079E0,1.739515613E2,4.758215632E0,3.344236987E0
3.388901877E1,5.058378979E1,8.699255208E0,1.792656509E2,2.475981152E0,1.723874844E2,4.759707013E0,3.342114029E0
3.488902557E1,5.058376496E1,8.699264490E0,1.792177715E2,2.443352656E0,1.665906513E2,4.758629436E0,3.343648146E0
3.588903177E1,5.058373947E1,8.699281934E0,1.791406700E2,2.489383727E0,1.622544003E2,4.759202647E0,3.342832211E0
3.688901901E1,5.058371825E1,8.699297920E0,1.786528234E2,2.406292627E0,1.556489275E2,4.730962782E0,3.382680622E0
3.788900948E1,5.058369615E1,8.699328419E0,1.786246194E2,2.686391621E0,1.462560276E2,4.731775807E0,3.381543249E0
3.888899922E1,5.058367420E1,8.699345057E0,1.787833231E2,2.567888240E0,1.488531457E2,4.732066104E0,3.381137000E0
3.988898814E1,5.058365731E1,8.699367211E0,1.787839140E2,2.417006363E0,1.452852860E2,4.731702975E0,3.381645160E0
4.088897645E1,5.058363673E1,8.699395659E0,1.789383459E2,2.525176365E0,1.411665017E2,4.732380094E0,3.380697513E0
4.188896489E1,5.058362104E1,8.699424215E0,1.787204765E2,2.482861939E0,1.355614743E2,4.732785018E0,3.380130619E0
4.288895488E1,5.058360405E1,8.699448968E0,1.789346415E2,2.400792575E0,1.358470595E2,4.732876191E0,3.380002958E0
4.388894236E1,5.058358811E1,8.699487162E0,1.792039963E2,2.645761424E0,1.288766506E2,4.733151770E0,3.379617042E0
4.488893187E1,5.058357745E1,8.699514155E0,1.790028828E2,2.408207735E0,1.255193204E2,4.733793877E0,3.378717592E0
4.588891864E1,5.058356927E1,8.699549728E0,1.789547489E2,2.418166691E0,1.177658320E2,4.734592074E0,3.377598988E0
4.688890719E1,5.058356120E1,8.699589701E0,1.791609825E2,2.561947166E0,1.121260027E2,4.735649885E0,3.376115697E0
4.788889503E1,5.058355639E1,8.699619847E0,1.788990007E2,2.349109903E0,1.086862714E2,4.736195709E0,3.375349944E0
4.888888276E1,5.058354978E1,8.699655577E0,1.789608433E2,2.383588742E0,1.065455668E2,4.735624755E0,3.376150946E0
4.988887072E1,5.058354303E1,8.699692788E0,1.790794945E2,2.461804577E0,1.054721486E2,4.735650942E0,3.376114215E0
5.088885772E1,5.058354009E1,8.699727090E0,1.789481998E2,2.345622047E0,1.007668457E2,4.733593837E0,3.378997843E0
5.188884497E1,5.058353764E1,8.699766013E0,1.786312907E2,2.466153555E0,9.692605223E1,4.733622703E0,3.378957404E0
5.288883221E1,5.058353413E1,8.699799387E0,1.786970578E2,2.376726900E0,9.756487359E1,4.734529544E0,3.377686639E0
5.388882089E1,5.058353734E1,8.699835518E0,1.783000102E2,2.379052796E0,8.984149075E1,4.733850210E0,3.378638663E0
5.488880646E1,5.058353890E1,8.699874226E0,1.790304872E2,2.448115528E0,8.748652703E1,4.733429645E0,3.379227845E0
5.588879490E1,5.058354352E1,8.699907297E0,1.781529634E2,2.370991213E0,8.330235274E1,4.734158270E0,3.378206995E0
5.688878036E1,5.058354686E1,8.699934362E0,1.781078805E2,2.155930955E0,8.083567942E1,4.733342019E0,3.379350583E0
