"Time (s)","X (µT)","Y (µT)","Z (µT)"
8.159874997E-3,6.831100464E0,-3.805764771E1,-3.176779175E1
1.819187500E-2,6.863006592E0,-3.798049927E1,-3.217736816E1
2.822387501E-2,6.691467285E0,-3.786968994E1,-3.217236328E1
3.825587500E-2,6.199142456E0,-3.733082581E1,-3.299295044E1
4.828787500E-2,5.992950439E0,-3.685997009E1,-3.326562500E1
5.831987500E-2,5.973068237E0,-3.660977173E1,-3.351705933E1
6.835187500E-2,5.556838989E0,-3.617459106E1,-3.404010010E1
7.838387501E-2,4.873809814E0,-3.577772522E1,-3.480056763E1
8.841587500E-2,4.683837891E0,-3.520516968E1,-3.511132812E1
9.844787500E-2,4.356704712E0,-3.511605835E1,-3.570755005E1
1.084798750E-1,3.542694092E0,-3.417462158E1,-3.638980103E1
1.185118750E-1,2.923675537E0,-3.385620117E1,-3.672497559E1
1.285438750E-1,2.235046387E0,-3.362544250E1,-3.694467163E1
1.385758750E-1,1.538024902E0,-3.306962585E1,-3.761959839E1
1.486078750E-1,7.918395996E-1,-3.273841858E1,-3.832379150E1
1.586398750E-1,-4.066467285E-2,-3.208428955E1,-3.874395752E1
1.686718750E-1,-6.128845215E-1,-3.165585327E1,-3.889028931E1
1.787038750E-1,-1.275253296E0,-3.150025940E1,-3.933154297E1
1.887358750E-1,-2.178207397E0,-3.129096985E1,-3.953430176E1
1.987678750E-1,-3.073562622E0,-3.086358643E1,-4.007003784E1
2.087998750E-1,-3.809204102E0,-3.007130432E1,-4.034841919E1
2.188318750E-1,-4.750747681E0,-2.984933472E1,-4.066693115E1
2.288638750E-1,-5.690628052E0,-2.944654846E1,-4.099288940E1
2.388958750E-1,-6.562896729E0,-2.859440613E1,-4.132470703E1
2.489278750E-1,-7.639678955E0,-2.815882874E1,-4.145065308E1
2.589598750E-1,-8.561233521E0,-2.773173523E1,-4.189599609E1
2.689918750E-1,-9.235214233E0,-2.682594299E1,-4.177075195E1
2.790238750E-1,-9.926651001E0,-2.617898560E1,-4.171667480E1
2.890558750E-1,-1.030981445E1,-2.581408691E1,-4.178460693E1
2.990878750E-1,-1.048568726E1,-2.574972534E1,-4.239187622E1
3.091198750E-1,-1.062075806E1,-2.558247375E1,-4.234869385E1
3.191518750E-1,-1.050659180E1,-2.564453125E1,-4.265948486E1
3.291838750E-1,-1.042001343E1,-2.624836731E1,-4.229309082E1
3.392158750E-1,-1.021253967E1,-2.713531494E1,-4.196221924E1
3.492478750E-1,-1.005964661E1,-2.796992493E1,-4.110211182E1
3.592798750E-1,-9.886566162E0,-2.873570251E1,-4.043905640E1
3.693118750E-1,-9.772399902E0,-2.974232483E1,-3.956753540E1
3.793438750E-1,-9.468002319E0,-3.037944031E1,-3.934109497E1
3.893758750E-1,-9.439773560E0,-3.096987915E1,-3.878738403E1
3.994078750E-1,-9.221099854E0,-3.097937012E1,-3.842877197E1
4.094398750E-1,-9.166076660E0,-3.084982300E1,-3.889678955E1
4.194718750E-1,-8.860000610E0,-3.037341309E1,-3.919256592E1
