id,Route5,distance,angle,Z_1
,Run5,0,139.118189704014,165.629013061523
,Run5,1,139.118189704014,165.772003173828
,Run5,2,139.118189704014,165.939010620117
,Run5,3,139.118189704014,165.939010620117
,Run5,4,139.118189704014,166.177001953125
,Run5,5,139.118189704014,166.167007446289
,Run5,6,139.118189704014,165.95100402832
,Run5,7,139.118189704014,166.031005859375
,Run5,8,139.118189704014,165.881011962891
,Run5,9,139.118189704014,165.859008789062
,Run5,10,139.118189704014,165.780014038086
,Run5,11,139.118189704014,165.780014038086
,Run5,12,139.118189704014,165.754013061523
,Run5,13,139.118189704014,165.751007080078
,Run5,14,139.118189704014,165.710006713867
,Run5,15,139.118189704014,165.776000976562
,Run5,16,139.118189704014,165.844009399414
,Run5,17,139.118189704014,165.747009277344
,Run5,18,139.118189704014,165.837005615234
,Run5,19,139.118189704014,166.130004882812
,Run5,20,139.118189704014,165.908004760742
,Run5,21,139.118189704014,165.899002075195
,Run5,22,139.118189704014,165.888000488281
,Run5,23,139.118189704014,165.888000488281
,Run5,24,139.118189704014,166.029006958008
,Run5,25,139.118189704014,166.478012084961
,Run5,26,139.118189704014,166.624008178711
,Run5,27,139.118189704014,167.096008300781
,Run5,28,139.118189704014,167.709014892578
,Run5,29,139.118189704014,167.7080078125
,Run5,30,139.118189704014,168.351013183594
,Run5,31,139.118189704014,168.768005371094
,Run5,32,139.118189704014,169.094009399414
,Run5,33,139.118189704014,169.837005615234
,Run5,34,139.118189704014,169.910003662109
,Run5,35,139.118189704014,170.157012939453
,Run5,36,139.118189704014,170.31201171875
,Run5,37,139.118189704014,170.241012573242
,Run5,38,139.118189704014,170.011001586914
,Run5,39,139.118189704014,169.781005859375
,Run5,40,139.118189704014,169.781005859375
,Run5,41,139.118189704014,169.551010131836
,Run5,42,139.118189704014,169.321014404297
,Run5,43,139.118189704014,169.0830078125
,Run5,44,139.118189704014,169.091003417969
,Run5,45,139.118189704014,168.995010375977
,Run5,46,139.118189704014,168.832000732422
,Run5,47,139.118189704014,168.786010742188
,Run5,48,139.118189704014,168.743011474609
,Run5,49,139.118189704014,168.704010009766
,Run5,50,139.118189704014,168.484008789062
,Run5,51,139.118189704014,167.699005126953
,Run5,52,139.118189704014,167.699005126953
,Run5,53,139.118189704014,166.189010620117
,Run5,54,139.118189704014,166.161010742188
,Run5,55,139.118189704014,166.196014404297
,Run5,56,139.118189704014,166.182006835938
,Run5,57,139.118189704014,166.188003540039
,Run5,58,139.118189704014,166.219009399414
,Run5,59,139.118189704014,166.247009277344
