"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.159874997E-3,-3.739174306E-1,-5.525324345E-1,9.084906429E-3
1.819187500E-2,-6.517508626E-1,-6.069253683E-1,3.956584632E-2
2.822387501E-2,-8.879284263E-1,-6.662709117E-1,6.581214070E-2
3.825587500E-2,-1.071308374E0,-6.864119172E-1,8.208484948E-2
4.828787500E-2,-1.204326868E0,-7.762615681E-1,1.288091242E-1
5.831987500E-2,-1.329509497E0,-8.671163917E-1,2.106038630E-1
6.835187500E-2,-1.429404140E0,-9.340512156E-1,2.494948655E-1
7.838387501E-2,-1.495130420E0,-1.059844375E0,3.051770627E-1
8.841587500E-2,-1.510119557E0,-1.216351390E0,3.394307494E-1
9.844787500E-2,-1.456732273E0,-1.495052814E0,3.713508844E-1
1.084798750E-1,-1.394193053E0,-1.714814663E0,2.988038659E-1
1.185118750E-1,-1.335978270E0,-1.787785292E0,2.200981230E-1
1.285438750E-1,-1.282390237E0,-1.765264153E0,2.032140344E-1
1.385758750E-1,-1.234110117E0,-1.805500507E0,2.310483307E-1
1.486078750E-1,-1.199038267E0,-1.771911621E0,2.689796686E-1
1.586398750E-1,-1.150689363E0,-1.613700390E0,3.689408898E-1
1.686718750E-1,-1.095360398E0,-1.471412301E0,4.661031067E-1
1.787038750E-1,-1.047796130E0,-1.428567648E0,4.803227782E-1
1.887358750E-1,-1.031689763E0,-1.453922272E0,4.428322613E-1
1.987678750E-1,-1.088035345E0,-1.637648582E0,4.937042296E-1
2.087998750E-1,-1.208477139E0,-1.820790291E0,6.886742115E-1
2.188318750E-1,-1.305875301E0,-1.880568385E0,8.862022161E-1
2.288638750E-1,-1.367392659E0,-1.824558973E0,9.716708064E-1
2.388958750E-1,-1.434903264E0,-1.700232506E0,9.551102519E-1
2.489278750E-1,-1.434188366E0,-1.359495997E0,8.780978918E-1
2.589598750E-1,-1.320922017E0,-1.021382451E0,7.597686052E-1
2.689918750E-1,-1.113722920E0,-7.360892892E-1,6.433241367E-1
2.790238750E-1,-9.049441814E-1,-4.431959093E-1,5.149698853E-1
2.890558750E-1,-7.905877829E-1,-2.720154524E-1,2.359094769E-1
2.990878750E-1,-3.606332242E-1,-1.663843393E-1,-7.487078011E-2
3.091198750E-1,4.523245692E-1,-7.456447184E-2,-4.317515492E-1
3.191518750E-1,1.368573189E0,-2.257079184E-1,-7.498216629E-1
3.291838750E-1,2.132673502E0,-3.729381561E-1,-8.835633397E-1
3.392158750E-1,2.598566771E0,-4.369360507E-1,-8.703450561E-1
3.492478750E-1,2.444823980E0,-2.472909540E-2,-7.707850337E-1
3.592798750E-1,2.038614035E0,-9.902463108E-2,-6.065667868E-1
3.693118750E-1,1.525944591E0,-1.094202250E-1,-3.322605491E-1
3.793438750E-1,9.049791098E-1,2.503968179E-1,-7.998596877E-2
3.893758750E-1,2.529444993E-1,6.189146638E-1,1.554067284E-1
3.994078750E-1,-3.603577912E-1,8.851357102E-1,3.759481609E-1
4.094398750E-1,-9.668325186E-1,1.134488702E0,5.390114188E-1
4.194718750E-1,-1.465591192E0,1.160859823E0,5.777952671E-1
4.295038750E-1,-1.620721817E0,9.687944651E-1,4.962921441E-1
4.395358750E-1,-1.361852407E0,6.494915485E-1,2.909517884E-1
4.495678750E-1,-8.260656595E-1,2.374878675E-1,7.588012516E-2
4.595998750E-1,-1.898210347E-1,-1.699065417E-1,-5.157051235E-2
4.696318750E-1,3.422569335E-1,-2.659306824E-1,-7.222411782E-2
4.796638750E-1,6.019598246E-1,2.024109662E-1,7.788415253E-2
4.896958750E-1,6.196072102E-1,5.592959523E-1,2.068404108E-1
4.997268750E-1,4.921201468E-1,5.405750275E-1,1.908888668E-1
5.097598750E-1,3.627058566E-1,2.120435983E-1,1.528398544E-1
5.197918750E-1,2.897618711E-1,-2.494009882E-1,1.401339173E-1
5.298228750E-1,2.944616675E-1,-5.788014531E-1,3.465434313E-1
5.398548750E-1,3.586784601E-1,-6.807869673E-1,6.604111195E-1
5.498868750E-1,3.437058330E-1,-4.801149964E-1,8.806009293E-1
5.599188750E-1,1.697193980E-1,-1.471396983E-1,8.519636989E-1
5.699508750E-1,-7.380427420E-2,8.106017858E-2,6.461741328E-1
5.799828750E-1,-2.688009143E-1,9.495308995E-2,4.816043377E-1
5.900148750E-1,-3.109536171E-1,-1.333967000E-1,4.793432951E-1
6.000468750E-1,-1.934525222E-1,-4.962167144E-1,5.696607232E-1
6.100788750E-1,6.642116606E-2,-7.389732003E-1,6.436557174E-1
6.201108750E-1,4.134379625E-1,-8.652001023E-1,6.751281619E-1
6.301428750E-1,8.045720458E-1,-7.962778807E-1,5.936796069E-1
6.401748750E-1,1.101239443E0,-4.614053667E-1,3.050824106E-1
