"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.566833472E-3,4.293935373E-2,-5.823921040E-2,-3.321218491E-2
2.661783341E-2,5.276577547E-2,-4.240721464E-2,-2.911562659E-2
3.664283338E-2,5.122327432E-2,-2.469719015E-2,-2.075646073E-2
4.666783335E-2,5.033510923E-2,-1.156034973E-2,-1.916974969E-2
5.669283331E-2,4.573538527E-2,-7.009691559E-3,-2.516898140E-2
6.671783351E-2,3.388671577E-2,-1.368330792E-2,-2.759991400E-2
7.674283348E-2,2.522619255E-2,-1.001488138E-2,-3.082232736E-2
8.676783345E-2,2.663553692E-2,1.123523340E-3,-2.930006385E-2
9.679283341E-2,3.292185068E-2,1.214163192E-2,-3.028917499E-2
1.068178334E-1,3.314609081E-2,2.290746011E-2,-2.647765912E-2
1.168438334E-1,2.919072658E-2,2.072130889E-2,-2.235790528E-2
1.268688333E-1,3.016730770E-2,9.491291828E-3,-4.693157971E-3
1.368938333E-1,3.162320703E-2,-2.477372531E-3,1.504867524E-2
1.469188335E-1,3.000693582E-2,-1.367729716E-2,2.717458084E-2
1.569438335E-1,2.806881070E-2,-1.960994303E-2,2.581819333E-2
1.669688334E-1,2.515291609E-2,-1.894282177E-2,1.988973096E-2
1.769938334E-1,2.183663286E-2,-1.220810600E-2,1.778695919E-2
1.870188334E-1,1.104870066E-2,-7.756100036E-3,6.279973779E-3
1.970438333E-1,2.997073170E-4,-4.501738586E-4,-8.844682015E-3
2.070698333E-1,-1.393062714E-2,-6.443085149E-3,-1.832473464E-2
2.170948335E-1,-2.354396507E-2,-1.271970011E-2,-2.680473402E-2
2.271198335E-1,-2.717252076E-2,-2.207884565E-2,-2.870489843E-2
2.371448334E-1,-2.085046284E-2,-3.049162030E-2,-2.282578312E-2
2.471698334E-1,-6.663269829E-3,-3.473270312E-2,-6.264384370E-3
2.571948334E-1,1.044042408E-2,-4.125832394E-2,9.425410070E-3
2.672198333E-1,1.774734072E-2,-4.199495539E-2,1.397728547E-2
2.772448333E-1,1.345923357E-2,-4.126775637E-2,1.182375848E-2
2.872708335E-1,-6.816477980E-3,-4.137881100E-2,4.867848009E-3
2.972958335E-1,-2.704424225E-2,-3.613299504E-2,9.111118503E-3
3.073208334E-1,-4.035259038E-2,-3.973279148E-2,1.939917542E-2
3.173458334E-1,-5.842226371E-2,-5.109630525E-2,1.627958752E-2
3.273708334E-1,-8.151985705E-2,-6.311382353E-2,8.845107630E-3
3.373958333E-1,-1.196200103E-1,-8.279001713E-2,1.321145240E-2
3.474208333E-1,-1.636183709E-1,-1.233560890E-1,2.157670818E-2
3.574458335E-1,-2.132796794E-1,-2.042330205E-1,2.538607270E-2
3.674708335E-1,-2.638134360E-1,-3.038802445E-1,3.356383741E-2
3.774968334E-1,-3.332683146E-1,-3.864005208E-1,5.743926018E-2
3.875218334E-1,-4.165959656E-1,-4.517813921E-1,9.541620314E-2
3.975468334E-1,-5.075536966E-1,-4.897540808E-1,1.128745601E-1
4.075718333E-1,-5.909063816E-1,-4.971739054E-1,7.869448513E-2
4.175968333E-1,-6.353014708E-1,-4.375283122E-1,1.155973785E-2
4.276218335E-1,-6.298571825E-1,-3.245508969E-1,-7.905165106E-2
4.376468335E-1,-5.973719954E-1,-1.920888424E-1,-1.795120239E-1
4.476718334E-1,-6.194988489E-1,-7.521389425E-2,-2.796535194E-1
4.576978334E-1,-7.385316491E-1,-8.341388777E-3,-3.811743259E-1
4.677228334E-1,-9.165069461E-1,-5.379968509E-2,-4.904068112E-1
4.777478334E-1,-1.123424292E0,-1.829187870E-1,-6.248234510E-1
4.877728333E-1,-1.347246170E0,-3.957117498E-1,-7.682083249E-1
4.977978333E-1,-1.647948265E0,-6.873725057E-1,-8.588039279E-1
5.078228335E-1,-1.835537076E0,-1.345913649E0,-8.287392259E-1
5.178478335E-1,-1.887873054E0,-2.295187712E0,-6.318798661E-1
5.278734583E-1,-1.773813367E0,-3.614909410E0,-3.083146513E-1
5.378984583E-1,-1.628272772E0,-4.449314594E0,-7.975910604E-2
5.479244585E-1,-1.503213882E0,-4.534058571E0,1.219371893E-2
5.579494585E-1,-1.423909545E0,-4.211557388E0,3.505645692E-1
5.679744584E-1,-1.404269457E0,-3.442574263E0,4.351705313E-1
5.779994584E-1,-1.454172373E0,-2.701690674E0,3.766668737E-1
5.880244584E-1,-1.589450002E0,-2.148652077E0,4.143708348E-1
5.980494583E-1,-1.838619471E0,-1.670284390E0,6.181620955E-1
6.080744583E-1,-2.113384962E0,-1.486641526E0,9.395529032E-1
6.181004583E-1,-2.381501913E0,-1.501674056E0,1.287832260E0
6.281254585E-1,-2.618274689E0,-1.635992408E0,1.604778767E0
6.381504585E-1,-2.901299238E0,-2.114386559E0,1.852378011E0
6.481754584E-1,-3.137956142E0,-2.536798716E0,1.976117015E0
6.582004584E-1,-3.028419018E0,-2.427945137E0,1.984761357E0
6.682254584E-1,-2.779670715E0,-2.187751532E0,1.899055481E0
6.782504583E-1,-2.278849363E0,-1.805530310E0,1.855010509E0
6.882754583E-1,-1.539671898E0,-1.757958889E0,1.794450998E0
6.983004585E-1,-7.192772031E-1,-1.742244005E0,1.704451919E0
7.083264585E-1,1.086808816E-1,-1.642207146E0,1.554742336E0
7.183514584E-1,8.431615829E-1,-1.356255651E0,1.357131481E0
7.283764584E-1,1.334161162E0,-8.525216579E-1,1.159840584E0
7.384014584E-1,1.558891177E0,-2.126444131E-1,1.005058646E0
7.484264583E-1,1.492623568E0,3.434334695E-1,9.278070331E-1
7.584514583E-1,1.181221724E0,6.166217923E-1,1.176849604E0
7.684764585E-1,8.085681796E-1,7.668488026E-1,1.417132735E0
7.785014585E-1,5.030791759E-1,7.724505663E-1,1.499276757E0
7.885274584E-1,4.093162417E-1,6.136241555E-1,1.504943728E0
7.985524584E-1,5.850537419E-1,2.525923252E-1,1.497507215E0
8.085774584E-1,9.738531113E-1,-2.732400298E-1,1.487830400E0
8.186024583E-1,1.453962922E0,-8.410270810E-1,1.434544802E0
8.286274583E-1,1.833429456E0,-1.365214705E0,1.378552914E0
8.386524585E-1,2.024497032E0,-1.662508011E0,1.364415407E0
8.486774585E-1,9.857969284E-1,-4.546799660E-1,1.413278461E0
8.587024584E-1,-2.736521065E-1,1.133219361E0,9.503480792E-1
8.687284584E-1,-1.359313130E0,1.770563722E0,7.274212241E-1
8.787534584E-1,-1.855303645E0,1.484693289E0,7.662310600E-1
8.887784583E-1,-2.039969683E0,9.943973422E-1,1.026580691E0
8.988034583E-1,-1.523642898E0,2.764634490E-1,1.153321028E0
9.088284585E-1,-2.940196097E-1,-7.782042623E-1,8.648415208E-1
9.188534585E-1,9.175071716E-1,-1.889772415E0,2.398094535E-1
9.288784584E-1,1.141619921E0,-1.497549295E0,-3.601906300E-1
