"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.651958334E-3,-1.576006413E-1,-3.240492344E-1,-1.874485635E-3
1.667995832E-2,-1.456557065E-1,-3.390219510E-1,-1.356225810E-3
2.670895835E-2,-1.697831452E-1,-3.527321517E-1,-1.108501945E-2
3.673695834E-2,-2.159200609E-1,-3.771706820E-1,-1.009612251E-2
4.676495833E-2,-2.733362317E-1,-3.960873783E-1,-1.909334585E-2
5.679395833E-2,-3.231870532E-1,-4.204429686E-1,-2.763407677E-2
6.682195835E-2,-3.588832617E-1,-4.582327008E-1,-3.449517861E-2
7.685095834E-2,-3.648303449E-1,-4.946450293E-1,-3.878311813E-2
8.687895833E-2,-3.625687659E-1,-5.229927301E-1,-2.984954230E-2
9.690795833E-2,-3.729152381E-1,-5.335294008E-1,-9.678554721E-3
1.069359583E-1,-3.646306694E-1,-5.463243127E-1,-2.545325644E-2
1.169649583E-1,-3.502512276E-1,-5.524655581E-1,-3.310305998E-2
1.269929583E-1,-3.367455602E-1,-5.583548546E-1,-4.109760374E-2
1.370219583E-1,-3.207903802E-1,-5.461121202E-1,-4.457598552E-2
1.470499584E-1,-2.940093577E-1,-5.468916297E-1,-4.395839944E-2
1.570789583E-1,-2.733219266E-1,-5.766013265E-1,-4.909723625E-2
1.671069583E-1,-2.784418464E-1,-6.192736626E-1,-3.953222558E-2
1.771349583E-1,-2.959052622E-1,-6.419747472E-1,-2.769165114E-2
1.871639583E-1,-3.210561574E-1,-6.348444223E-1,-3.648727015E-2
1.971919583E-1,-3.333320320E-1,-6.190854907E-1,-4.584054649E-2
2.072209583E-1,-3.305311799E-1,-6.290632486E-1,-4.716173932E-2
2.172489583E-1,-3.105061948E-1,-6.433302164E-1,-4.443920031E-2
2.272779583E-1,-2.837507427E-1,-6.437067986E-1,-4.124846682E-2
2.373059583E-1,-2.592654526E-1,-6.270961165E-1,-4.353152588E-2
2.473349583E-1,-2.395473868E-1,-6.116713881E-1,-4.434565455E-2
2.573629583E-1,-2.301541120E-1,-5.958798528E-1,-3.922167420E-2
2.673919583E-1,-2.250991613E-1,-5.672157407E-1,-3.985896707E-2
2.774199584E-1,-2.079215497E-1,-4.988987446E-1,-6.178536266E-2
2.874489583E-1,-1.811514497E-1,-4.161969423E-1,-7.237675786E-2
2.974769583E-1,-1.224927381E-1,-3.284277618E-1,-8.342921734E-2
3.075059583E-1,-7.432866842E-2,-2.774391472E-1,-1.108344793E-1
3.175339583E-1,-7.218498737E-2,-2.857598662E-1,-1.189975366E-1
3.275619583E-1,-1.112003028E-1,-3.227008283E-1,-9.638170898E-2
3.375909583E-1,-1.550373286E-1,-3.684444129E-1,-6.826066226E-2
3.476189583E-1,-1.704839319E-1,-3.918557167E-1,-4.337316006E-2
3.576479583E-1,-1.524648964E-1,-3.588763773E-1,-3.466390818E-2
3.676759583E-1,-1.432048380E-1,-3.183001876E-1,-3.738645837E-2
3.777049583E-1,-1.590255350E-1,-2.989474833E-1,-4.973929375E-2
3.877329583E-1,-1.916031837E-1,-2.713129222E-1,-9.955532104E-2
3.977619583E-1,-2.369446158E-1,-2.172041833E-1,-1.225544661E-1
4.077899583E-1,-2.576986253E-1,-1.803886443E-1,-1.140589863E-1
4.178189583E-1,-2.470913231E-1,-1.634496897E-1,-1.418976188E-1
4.278469583E-1,-2.555628419E-1,-1.602938324E-1,-1.755858064E-1
4.378759583E-1,-3.099087775E-1,-1.893067062E-1,-1.783754677E-1
4.479039583E-1,-3.821502030E-1,-2.323295325E-1,-1.594102979E-1
4.579329584E-1,-4.472300112E-1,-2.751796842E-1,-1.779100597E-1
4.679609583E-1,-5.098539591E-1,-3.330991566E-1,-1.803846657E-1
4.779899583E-1,-5.562952161E-1,-3.658205867E-1,-1.670659930E-1
4.880179583E-1,-5.682075620E-1,-3.860414624E-1,-2.245199680E-1
4.980469583E-1,-5.438159108E-1,-4.258642197E-1,-2.696164250E-1
5.080749583E-1,-5.231995583E-1,-4.755689502E-1,-3.080911338E-1
5.181039583E-1,-5.520653129E-1,-5.751589537E-1,-4.356594086E-1
5.281319583E-1,-5.929536223E-1,-6.143817306E-1,-6.214945316E-1
5.381609583E-1,-6.126538515E-1,-6.756956577E-1,-8.138831854E-1
