"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.122206450E-1,5.058442946E1,8.699866758E0,1.764440954E2,0.000000000E0,2.046164088E2,1.305121485E1,9.292976785E0
1.612204671E0,5.058442840E1,8.699865989E0,1.763584842E2,9.064856093E-2,2.046164082E2,1.320878448E1,9.373843113E0
2.612187266E0,5.058442920E1,8.699867946E0,1.764746095E2,2.651920295E-2,2.046164088E2,1.323557092E1,9.489031708E0
3.612170458E0,5.058442854E1,8.699863487E0,1.761433695E2,1.731353357E-1,2.046164080E2,1.301481495E1,9.597426935E0
4.612154126E0,5.058442888E1,8.699864481E0,1.762978470E2,0.000000000E0,2.046164082E2,1.308084488E1,9.801782624E0
5.612137198E0,5.058442479E1,8.699865825E0,1.762674619E2,1.832327173E-1,2.046164065E2,1.329486410E1,9.299252550E0
6.612120986E0,5.058442425E1,8.699865398E0,1.766806644E2,9.456603938E-2,2.046164061E2,1.305950400E1,9.370998525E0
7.612103701E0,5.058441819E1,8.699867194E0,1.766964269E2,2.348724568E-1,2.046164035E2,1.284812905E1,9.512897918E0
8.612087727E0,5.058439967E1,8.699846225E0,1.767339381E2,1.429423425E0,2.142026300E2,1.261857278E1,9.586057476E0
9.612070799E0,5.058437437E1,8.699813429E0,1.768142777E2,2.428322593E0,2.166346349E2,1.285510196E1,1.003057643E1
1.061205339E1,5.058436066E1,8.699780402E0,1.766625094E2,2.542684399E0,2.239536967E2,1.285718655E1,1.000928840E1
1.161203742E1,5.058434150E1,8.699743600E0,1.771134284E2,2.810173254E0,2.283066904E2,1.299681726E1,1.006905631E1
1.261202013E1,5.058431859E1,8.699711312E0,1.764418939E2,3.009684750E0,2.243739444E2,1.289306394E1,1.001077690E1
1.361200368E1,5.058429765E1,8.699681440E0,1.764745436E2,2.985427556E0,2.219594557E2,1.276767918E1,1.010682832E1
1.461198723E1,5.058427523E1,8.699651993E0,1.762871553E2,3.053494684E0,2.208332261E2,1.230435526E1,9.970900806E0
1.561197066E1,5.058425483E1,8.699623082E0,1.762160456E2,3.075647784E0,2.209059661E2,1.186698893E1,9.813956380E0
1.661195421E1,5.058422958E1,8.699595964E0,1.765127828E2,3.053679367E0,2.183744476E2,1.154920230E1,9.656268058E0
1.761193788E1,5.058420998E1,8.699565842E0,1.758316429E2,3.111813982E0,2.189820029E2,1.114204324E1,9.405943139E0
1.861192131E1,5.058419304E1,8.699538885E0,1.762731746E2,2.899829051E0,2.221237430E2,1.076218666E1,9.123629071E0
1.961190438E1,5.058416915E1,8.699510858E0,1.769415255E2,3.015233177E0,2.187826150E2,1.046248283E1,8.865875592E0
2.061188817E1,5.058414860E1,8.699485044E0,1.772491023E2,2.945413768E0,2.168806695E2,1.021505861E1,8.686738351E0
2.161187148E1,5.058412958E1,8.699451542E0,1.773339534E2,3.028902773E0,2.222330945E2,9.947967740E0,8.553675372E0
2.261185563E1,5.058411644E1,8.699418956E0,1.766057664E2,2.847739304E0,2.298344856E2,9.741115941E0,8.592168682E0
