"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.599183333E-2,-9.517532587E-1,-7.573407888E-1,3.721000850E-1
3.602083334E-2,-1.080079436E0,-8.079648614E-1,3.596838713E-1
4.604983333E-2,-1.133959532E0,-8.088183999E-1,3.413887620E-1
5.607883334E-2,-1.070849776E0,-7.959089279E-1,3.122047186E-1
6.610783334E-2,-8.856687546E-1,-7.228293419E-1,2.288709581E-1
7.613783333E-2,-6.607968211E-1,-5.952895284E-1,9.440486878E-2
8.616683334E-2,-4.730788767E-1,-4.575982988E-1,-2.476252988E-2
9.619583334E-2,-3.553631306E-1,-3.840548098E-1,-8.520685881E-2
1.062248333E-1,-3.132601380E-1,-3.858148754E-1,-8.016709238E-2
1.162538333E-1,-3.339037299E-1,-3.488005698E-1,-6.870935112E-2
1.262828333E-1,-3.723600209E-1,-3.381804228E-1,-4.835001379E-2
1.363118333E-1,-4.470088184E-1,-4.351534545E-1,-1.475468744E-4
1.463418333E-1,-5.779281855E-1,-5.585499406E-1,8.001679927E-2
1.563708333E-1,-6.477276683E-1,-5.312553048E-1,1.777418256E-1
1.663998333E-1,-7.346002460E-1,-5.500944853E-1,2.105618268E-1
1.764288333E-1,-8.315727711E-1,-6.110489964E-1,1.237787902E-1
1.864578333E-1,-8.580379486E-1,-5.857915878E-1,2.034081146E-2
1.964868333E-1,-7.994455695E-1,-5.120666623E-1,-2.032988006E-3
2.065158333E-1,-6.997227073E-1,-4.586700201E-1,4.656996578E-2
2.165448333E-1,-5.875871181E-1,-4.973155260E-1,1.140715480E-1
2.265748333E-1,-4.876645207E-1,-6.178488731E-1,1.595396847E-1
2.366038333E-1,-4.242166877E-1,-7.567093968E-1,1.692497432E-1
2.466328333E-1,-4.058973491E-1,-8.804616928E-1,1.527525187E-1
2.566655000E-1,-4.384681284E-1,-9.093903303E-1,1.308362633E-1
2.666945000E-1,-5.152686238E-1,-7.988462448E-1,1.407722533E-1
2.767235000E-1,-5.489321351E-1,-6.272882223E-1,2.117699087E-1
2.867525000E-1,-5.614841580E-1,-4.730539322E-1,2.907155752E-1
2.967825000E-1,-5.315873623E-1,-4.267934561E-1,3.160998523E-1
3.068115000E-1,-4.667577446E-1,-4.207075834E-1,2.775519192E-1
3.168405000E-1,-3.748836517E-1,-4.511719644E-1,2.722945809E-1
3.268695000E-1,-3.048305213E-1,-4.752386808E-1,5.354505777E-1
3.368985000E-1,-2.890512943E-1,-5.862295628E-1,5.142440796E-1
3.469275000E-1,-2.069905102E-1,-6.129296422E-1,3.276832402E-1
3.569565000E-1,-4.799814895E-2,-4.336716235E-1,4.418061674E-2
3.669855000E-1,3.960493580E-2,-1.659259647E-1,-1.866733730E-1
3.770155000E-1,2.317282557E-2,5.214359984E-2,-2.480808496E-1
3.870445000E-1,-2.521867491E-2,2.584983706E-1,-1.089479923E-1
3.970735000E-1,-8.908294886E-2,3.028439879E-1,1.722894907E-1
4.071025000E-1,-9.227048606E-2,1.014376357E-1,1.931308657E-1
4.171315000E-1,-7.210350782E-2,-1.148690805E-1,1.749065965E-1
4.271605000E-1,-1.735486388E-1,-4.165221453E-1,2.768036425E-1
4.371895000E-1,-2.761098444E-1,-7.561243176E-1,2.611173093E-1
4.472195000E-1,-4.082985222E-1,-1.056416154E0,2.978361547E-1
4.572485000E-1,-5.145685077E-1,-1.388198733E0,2.315182537E-1
4.672775000E-1,-6.134272218E-1,-1.555695772E0,1.465836465E-1
4.773065000E-1,-6.814874411E-1,-1.535891652E0,1.326428503E-1
4.873355000E-1,-6.918742657E-1,-1.288193941E0,1.865260601E-1
4.973645000E-1,-5.574576259E-1,-6.849730015E-1,3.608362079E-1
5.073935000E-1,-3.689899743E-1,-5.146862268E-1,4.896312058E-1
5.174225000E-1,-1.430645883E-1,-5.610350966E-1,4.924609959E-1
5.274525000E-1,8.779765666E-2,-5.795381665E-1,5.084199905E-1
5.374815000E-1,4.311599731E-1,-9.356843829E-1,6.013076901E-1
5.475105000E-1,8.313353658E-1,-9.816939831E-1,5.420076251E-1
5.575395000E-1,1.234026790E0,-8.336634040E-1,4.814461768E-1
5.675685000E-1,1.597405553E0,-7.401286364E-1,4.015193880E-1
5.775975000E-1,1.781605482E0,-7.028489709E-1,3.290070295E-1
5.876265000E-1,1.632893205E0,-7.289444804E-1,2.496642470E-1
5.976555000E-1,1.211173058E0,-9.043900371E-1,2.284077257E-1
6.076855000E-1,7.389998436E-1,-1.100049615E0,1.791624129E-1
6.177145000E-1,5.232495666E-1,-1.118110299E0,1.890610009E-1
6.277435000E-1,4.446420968E-1,-9.033396840E-1,1.477247477E-1
6.377725000E-1,4.064169228E-1,-6.743357182E-1,9.676272422E-2
6.478015000E-1,3.841837943E-1,-5.099483728E-1,6.773266941E-2
6.578305000E-1,3.902507126E-1,-3.178150952E-1,6.870086491E-2
6.678595000E-1,4.002058804E-1,-2.171236277E-1,3.409574926E-2
6.778895000E-1,4.339154065E-1,-2.806268334E-1,6.824669242E-2
6.879185000E-1,4.618554413E-1,-5.479443073E-1,4.290644825E-2
6.979475000E-1,5.573098063E-1,-6.318162084E-1,7.345318794E-2
7.079765000E-1,3.924026489E-1,-2.184046507E-1,4.820375517E-2
7.180055000E-1,2.032530159E-1,2.225704193E-1,6.715924293E-2
7.280345000E-1,1.292003542E-1,2.177487612E-1,2.788515389E-1
7.380635000E-1,4.294111580E-2,4.518695548E-2,2.713148594E-1
7.480925000E-1,4.143296927E-2,-3.269719332E-2,2.850868404E-1
7.581225000E-1,1.209643111E-1,-9.896920621E-2,3.610597849E-1
7.681515000E-1,2.052437812E-1,-3.027375042E-1,4.950327575E-1
7.781805000E-1,2.526184022E-1,-4.817182124E-1,5.413054228E-1
7.882095000E-1,2.428816110E-1,-3.446050882E-1,3.866502941E-1
7.982385000E-1,2.162945122E-1,8.646877110E-2,1.485521048E-1
8.082675000E-1,1.219088882E-1,3.467866480E-1,2.855619416E-2
8.182965000E-1,-4.349911585E-3,2.931480110E-1,8.166658133E-2
8.283255000E-1,-6.126406044E-2,2.002577484E-1,9.981895238E-2
8.383555000E-1,-5.251109228E-2,9.522234648E-2,9.779129177E-2
8.483845000E-1,4.111552984E-2,3.880700469E-2,5.908038467E-2
8.584135000E-1,1.308435351E-1,1.918043494E-1,-2.923966013E-2
8.684425000E-1,1.541211605E-1,3.241339028E-1,-1.008035913E-1
8.784715000E-1,1.155412048E-1,4.916166961E-1,-9.061894566E-2
8.885005000E-1,6.281061471E-2,5.832014680E-1,-3.925801814E-2
8.985295000E-1,2.331582084E-2,6.698128581E-1,3.734443337E-2
9.085585000E-1,-4.633010179E-2,6.690511703E-1,7.623270899E-2
