"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.348583334E-2,-4.482578430E0,3.788471832E0,8.504265289E0
3.351483333E-2,-4.258494415E0,3.629203033E0,8.398734741E0
4.354383334E-2,-3.918102264E0,3.490142212E0,8.542435913E0
5.357283333E-2,-3.569776611E0,3.368445282E0,8.871751099E0
6.360183334E-2,-3.131787415E0,3.333567810E0,9.187893677E0
7.363183334E-2,-2.891387329E0,3.260370026E0,9.143585815E0
8.366083333E-2,-2.794688416E0,3.127446442E0,9.148375854E0
9.368983334E-2,-2.639311523E0,3.114722900E0,9.207802277E0
1.037188333E-1,-2.550097046E0,3.128943329E0,9.184600525E0
1.137478333E-1,-2.897374878E0,3.166664886E0,9.240284729E0
1.237768333E-1,-3.384911041E0,3.063828735E0,9.213640137E0
1.338058333E-1,-3.172951813E0,2.909349976E0,9.107510834E0
1.438358333E-1,-2.787203979E0,2.397115173E0,9.147178345E0
1.538648333E-1,-3.176244965E0,2.625540161E0,9.122330017E0
1.638938333E-1,-3.264561310E0,3.539988556E0,8.469537506E0
1.739228333E-1,-3.112327881E0,3.262765045E0,8.833131409E0
1.839518333E-1,-3.440445557E0,2.704725494E0,9.504635010E0
1.939808333E-1,-3.005899200E0,2.588716736E0,9.394913177E0
2.040098333E-1,-2.339035950E0,2.568508759E0,9.295220490E0
2.140388333E-1,-1.931882629E0,2.448009338E0,9.148525543E0
2.240688333E-1,-1.931134186E0,2.368524628E0,9.022787018E0
2.340978333E-1,-2.299368439E0,2.514321442E0,8.940308533E0
2.441268333E-1,-2.704426117E0,2.786006470E0,8.901090088E0
2.541595000E-1,-2.952909393E0,2.891986084E0,8.861422577E0
2.641885000E-1,-3.010090485E0,2.808010712E0,8.888965302E0
2.742175000E-1,-2.777474213E0,2.675236816E0,9.047335968E0
2.842465000E-1,-2.088007965E0,2.556234283E0,9.055718536E0
2.942765000E-1,-1.727108459E0,2.288291473E0,9.275162201E0
3.043055000E-1,-1.753154297E0,2.141746216E0,9.405092010E0
3.143345000E-1,-1.929188232E0,2.167193298E0,9.388925629E0
3.243635000E-1,-1.305435333E0,3.287313995E0,9.264833679E0
3.343925000E-1,3.535647583E-1,5.450316010E0,9.249266052E0
3.444215000E-1,-1.436263275E0,2.904709625E0,9.745184784E0
3.544505000E-1,-1.566642151E0,2.622247009E0,8.948391724E0
3.644795000E-1,-1.456022186E0,2.267933807E0,8.459658051E0
3.745095000E-1,-1.073417816E0,2.192490692E0,9.060957642E0
3.845385000E-1,-9.566606140E-1,2.407593384E0,9.655221863E0
3.945675000E-1,-7.670050049E-1,2.808609467E0,9.812245331E0
4.045965000E-1,-3.182382202E-1,2.933599548E0,1.009770172E1
4.146255000E-1,-1.974394226E0,1.903142395E0,1.002480331E1
4.246545000E-1,-1.916913757E0,2.408042450E0,9.727521515E0
4.346835000E-1,-1.787133636E0,2.929108887E0,1.041953247E1
4.447135000E-1,-2.448159027E0,2.319875793E0,1.068193680E1
4.547425000E-1,-1.669178925E0,2.136357422E0,1.058628571E1
4.647715000E-1,-1.634600830E0,1.557810516E0,1.020981857E1
4.748005000E-1,-1.709744568E0,1.452579346E0,9.760303345E0
4.848295000E-1,-1.667083282E0,1.494941254E0,9.352401581E0
4.948585000E-1,-1.700164490E0,1.350791016E0,8.960366821E0
5.048875000E-1,-1.253343658E0,1.659748535E0,8.423433380E0
5.149165000E-1,-8.090675354E-1,1.928888855E0,8.502768402E0
5.249465000E-1,-7.794291687E-1,2.070793762E0,8.555907898E0
5.349755000E-1,-4.192781067E-1,2.267185364E0,8.409512329E0
5.450045000E-1,2.191442871E-1,2.095492401E0,8.171656952E0
5.550335000E-1,-4.293072510E-1,1.568588104E0,7.803123322E0
5.650625000E-1,-6.122268677E-2,1.560355225E0,7.966882782E0
5.750915000E-1,1.859133911E-1,1.180145874E0,8.784332886E0
5.851205000E-1,4.595443726E-2,9.714797974E-1,9.025631104E0
5.951495000E-1,-9.177415466E-1,5.319937134E-1,9.938732300E0
6.051795000E-1,-5.670208740E-1,2.046244812E0,1.124850861E1
6.152085000E-1,-3.155438232E-1,3.315904541E0,1.157258469E1
6.252375000E-1,4.481680298E-1,3.758085022E0,1.016266663E1
6.352665000E-1,1.240919495E-1,2.679727478E0,9.214089203E0
6.452955000E-1,1.887574768E-1,2.347119141E0,9.128916321E0
6.553245000E-1,5.125341797E-1,2.536026306E0,9.099876709E0
6.653535000E-1,4.581971741E-1,2.552342377E0,8.383017426E0
6.753835000E-1,-1.905537415E-1,2.256557465E0,8.722960510E0
6.854125000E-1,7.149133301E-1,2.765499115E0,9.329798584E0
6.954415000E-1,1.168769531E0,2.360142059E0,9.329050140E0
7.054705000E-1,4.767585754E-1,3.124752045E0,8.624465332E0
7.154995000E-1,2.857557678E-1,3.386407928E0,9.364077301E0
7.255285000E-1,8.458909607E-1,3.692371674E0,9.075477448E0
7.355575000E-1,2.420316925E0,3.845802612E0,9.587861938E0
7.455865000E-1,6.262976074E-1,2.913840637E0,9.715696106E0
7.556165000E-1,4.743635559E-1,3.309767303E0,8.826844482E0
7.656455000E-1,8.134085083E-1,3.522924042E0,8.529562683E0
7.756745000E-1,1.490600281E0,3.387455750E0,8.913963318E0
7.857035000E-1,9.861492920E-1,3.177741852E0,8.988657990E0
7.957325000E-1,-2.686912537E-1,2.623893585E0,8.623716888E0
8.057615000E-1,-6.517446899E-1,2.574496307E0,8.299042053E0
8.157905000E-1,-1.242416382E-2,3.237617340E0,9.236542511E0
8.258195000E-1,8.340655518E-1,3.538192291E0,9.772128754E0
8.358495000E-1,5.020559692E-1,3.209176483E0,9.451794891E0
8.458785000E-1,6.803352356E-1,3.272794189E0,9.375303955E0
8.559075000E-1,7.921527100E-1,3.278332672E0,9.244775391E0
8.659365000E-1,2.297721863E-1,2.879561920E0,8.507857819E0
8.759655000E-1,3.327580261E-1,3.024610291E0,8.957822113E0
8.859945000E-1,3.176394653E-1,3.130739594E0,8.824150085E0
8.960235000E-1,3.691323853E-1,3.217708740E0,8.945547638E0
9.060525000E-1,2.633024597E-1,3.060236206E0,8.707093506E0
9.160825000E-1,2.911445618E-1,3.092269592E0,8.849746857E0
9.261115000E-1,3.138972473E-1,3.100203094E0,9.009614410E0
9.361405000E-1,2.689906311E-1,3.049608307E0,9.057215424E0
9.461695000E-1,4.056564331E-2,3.240162048E0,9.236392822E0
9.561985000E-1,1.134640503E-1,3.107986908E0,9.272168427E0
9.662275000E-1,1.094224548E-1,3.234174500E0,9.300459595E0
9.762565000E-1,3.442840576E-3,3.215613098E0,9.246721344E0
9.862865000E-1,-1.002914429E-2,3.094814301E0,9.230704651E0
9.963155000E-1,1.056802368E-1,3.163820801E0,9.352551270E0
1.006344500E0,1.996847534E-1,3.271896057E0,9.474996643E0
1.016373500E0,1.927990723E-1,3.153941345E0,9.490564270E0
1.026402500E0,1.463955688E-1,3.169059906E0,9.401649170E0
1.036431500E0,1.857637024E-1,3.168760529E0,9.300609283E0
1.046460500E0,3.447331238E-1,3.163671112E0,9.131311340E0
1.056489500E0,3.962260437E-1,3.254232788E0,8.923094330E0
1.066519500E0,4.614903259E-1,3.331023102E0,8.930279388E0
1.076548500E0,5.037025452E-1,3.292253723E0,8.880433044E0
1.086577500E0,6.893165588E-1,3.298241272E0,9.191635895E0
1.096606500E0,5.831872559E-1,2.797233124E0,8.762927399E0
1.106635500E0,7.614665222E-1,2.682870941E0,8.904832306E0
1.116664500E0,1.044378204E0,3.010988617E0,9.326206055E0
1.126693500E0,6.143225098E-1,2.646496582E0,8.597371674E0
1.136722500E0,5.225633240E-1,2.845582581E0,8.681796112E0
1.146752500E0,5.065466309E-1,3.090772705E0,9.012907562E0
1.156781500E0,4.445755005E-1,2.741698608E0,8.779093781E0
