"Time (s)","X (hPa)"
-5.228586667E-1,9.714075470E2
4.777203333E-1,9.714083862E2
1.478292333E0,9.714075470E2
2.478875333E0,9.714067078E2
3.479446333E0,9.714067078E2
4.480022333E0,9.714124298E2
5.030970333E0,9.714222717E2
6.031549333E0,9.714264679E2
7.032125333E0,9.714398193E2
8.032703333E0,9.714549255E2
9.033276333E0,9.714653778E2
1.003385333E1,9.714793396E2
1.103442933E1,9.714891815E2
1.203500633E1,9.715010071E2
1.303558433E1,9.715127563E2
1.403616333E1,9.715277100E2
1.503673833E1,9.715399170E2
1.603731233E1,9.715592957E2
1.703788933E1,9.715724182E2
1.803846733E1,9.715832520E2
1.903904233E1,9.715861511E2
2.003962133E1,9.715873718E2
2.104019833E1,9.715873718E2
2.204077633E1,9.715872192E2
2.304135433E1,9.715872192E2
2.404192833E1,9.715947723E2
2.504250833E1,9.716023254E2
2.604308133E1,9.716171265E2
2.704365833E1,9.716301727E2
2.804423733E1,9.716358948E2
2.904481433E1,9.716475677E2
3.004539033E1,9.716481018E2
3.104597033E1,9.716502380E2
3.204654633E1,9.716568756E2
3.304712133E1,9.716675568E2
3.404769833E1,9.716777039E2
3.504827633E1,9.716936493E2
3.604885133E1,9.717101288E2
3.704942933E1,9.717269897E2
3.805000433E1,9.717404175E2
3.905058333E1,9.717555237E2
4.005115733E1,9.717721558E2
4.105173633E1,9.717771149E2
4.205231433E1,9.717884064E2
4.305289333E1,9.718013763E2
4.405346533E1,9.718159485E2
4.505404533E1,9.718376923E2
4.605462133E1,9.718615723E2
4.705519733E1,9.718817902E2
4.805577033E1,9.719011688E2
4.905634933E1,9.719190979E2
5.005692833E1,9.719265747E2
5.105750333E1,9.719409180E2
5.205808033E1,9.719506073E2
5.305865533E1,9.719629669E2
5.405923133E1,9.719766998E2
5.505981133E1,9.719915771E2
5.606038833E1,9.720040894E2
5.706096733E1,9.720211792E2
5.806153933E1,9.720378113E2
5.906212033E1,9.720610809E2
6.006269733E1,9.720793152E2
6.106327033E1,9.721003723E2
6.206384733E1,9.721266174E2
6.306442633E1,9.721419525E2
6.406500033E1,9.721511078E2
6.506557933E1,9.721681976E2
6.606615433E1,9.721794128E2
6.706673633E1,9.721955109E2
6.806731233E1,9.722171021E2
6.906788333E1,9.722356415E2
7.006846033E1,9.722543335E2
7.106903933E1,9.722764587E2
7.206961733E1,9.722856140E2
7.307019233E1,9.722986603E2
7.407076633E1,9.723164368E2
7.507134633E1,9.723281097E2
7.607192033E1,9.723384857E2
7.707250533E1,9.723574066E2
7.807307733E1,9.723712921E2
7.907365233E1,9.723888397E2
8.007422933E1,9.724093628E2
8.107480533E1,9.724290466E2
8.207538433E1,9.724446869E2
8.307595833E1,9.724672699E2
8.407653433E1,9.724816895E2
8.507711133E1,9.724983215E2
8.607768833E1,9.725174713E2
8.707826333E1,9.725382996E2
8.807883933E1,9.725613403E2
8.907941633E1,9.725830841E2
9.007999633E1,9.726011658E2
9.108057133E1,9.726247406E2
9.208115233E1,9.726460266E2
9.308172533E1,9.726674652E2
9.408229833E1,9.726898956E2
9.508288133E1,9.727113342E2
9.608345633E1,9.727162933E2
9.708403333E1,9.727270508E2
9.808461333E1,9.727304840E2
9.908519033E1,9.727320099E2
1.000857673E2,9.727462006E2
1.010863413E2,9.727587128E2
1.020869183E2,9.727719116E2
1.030874903E2,9.727942657E2
1.040880673E2,9.728092194E2
1.050886443E2,9.728236389E2
1.060892203E2,9.728392029E2
1.070901403E2,9.728508759E2
1.080903753E2,9.728602600E2
1.090909543E2,9.728660583E2
1.100915283E2,9.728750610E2
1.110921063E2,9.728791809E2
1.120926863E2,9.728907013E2
1.130932573E2,9.729061127E2
1.140938383E2,9.729262543E2
1.150944123E2,9.729399872E2
1.160949923E2,9.729611206E2
1.170955683E2,9.729834747E2
1.180961413E2,9.729998016E2
1.190967243E2,9.730146790E2
1.200977463E2,9.730290222E2
1.210978723E2,9.730455780E2
1.220984493E2,9.730588531E2
1.230990283E2,9.730689240E2
1.240997543E2,9.730817413E2
1.251001813E2,9.730876160E2
1.261007543E2,9.730876160E2
1.271013323E2,9.730820465E2
1.281019113E2,9.730711365E2
1.291024863E2,9.730595398E2
1.301030643E2,9.730472565E2
1.311036453E2,9.730321503E2
1.321042163E2,9.730177307E2
1.331050583E2,9.730034637E2
1.341053713E2,9.729953003E2
1.351059463E2,9.729777527E2
1.361065223E2,9.729615021E2
1.371071003E2,9.729555511E2
1.381076773E2,9.729370880E2
1.391082553E2,9.729199982E2
1.401088303E2,9.729045868E2
1.411094053E2,9.728863525E2
1.421099823E2,9.728704071E2
1.431105583E2,9.728584290E2
1.441111353E2,9.728463745E2
1.451117133E2,9.728374481E2
1.461122913E2,9.728264618E2
1.471128713E2,9.728160858E2
1.481134483E2,9.728004456E2
1.491140203E2,9.727822113E2
1.501146013E2,9.727706146E2
1.511151743E2,9.727537537E2
1.521157553E2,9.727413177E2
1.531163353E2,9.727343750E2
1.541172023E2,9.727210999E2
1.551174813E2,9.727028656E2
1.561180593E2,9.726909637E2
1.571186343E2,9.726686096E2
1.581192103E2,9.726483154E2
1.591197883E2,9.726321411E2
1.601203633E2,9.726165771E2
1.611209363E2,9.726045227E2
1.621215193E2,9.725939178E2
1.631220923E2,9.725787354E2
1.641226753E2,9.725683594E2
1.651232493E2,9.725560760E2
1.661238233E2,9.725402832E2
1.671245633E2,9.725255585E2
1.681249793E2,9.725124359E2
1.691255523E2,9.724986267E2
