"Time (s)","X (hPa)"
-5.302087500E-1,9.952577209E2
4.703672500E-1,9.952542114E2
1.470942250E0,9.952512360E2
2.471520250E0,9.952506256E2
3.472101250E0,9.952494812E2
4.472671250E0,9.952494812E2
5.023622250E0,9.952557373E2
6.024201250E0,9.952574158E2
7.024775250E0,9.952630615E2
8.025351250E0,9.952690887E2
9.025929250E0,9.952754974E2
1.002650525E1,9.952797699E2
1.102708025E1,9.952817535E2
1.202766225E1,9.952818298E2
1.302823425E1,9.952824402E2
1.402881025E1,9.952828979E2
1.502938525E1,9.952836609E2
1.602996825E1,9.952870178E2
1.703054525E1,9.952902222E2
1.803111925E1,9.952930450E2
1.903169125E1,9.952940369E2
2.003226925E1,9.952940369E2
2.103284325E1,9.952939606E2
2.203342025E1,9.952854156E2
2.303400125E1,9.952853394E2
2.403457225E1,9.952839661E2
2.503515025E1,9.952835083E2
2.603572825E1,9.952830505E2
2.703630425E1,9.952830505E2
2.803688125E1,9.952830505E2
2.903745325E1,9.952807617E2
3.003803125E1,9.952807617E2
3.103861025E1,9.952810669E2
3.203918425E1,9.952810669E2
3.303975925E1,9.952805328E2
3.404033525E1,9.952802277E2
3.504091325E1,9.952802277E2
3.604148925E1,9.952787781E2
3.704206625E1,9.952784729E2
3.804264525E1,9.952784729E2
3.904321825E1,9.952793884E2
4.004379525E1,9.952840424E2
4.104437125E1,9.952842712E2
4.204494925E1,9.952962494E2
4.304552525E1,9.953004456E2
4.404610125E1,9.953060150E2
4.504667625E1,9.953163147E2
4.604725425E1,9.953319550E2
4.704784125E1,9.953347778E2
4.804840625E1,9.953516388E2
4.904898225E1,9.953582764E2
5.004956225E1,9.953688812E2
5.105013725E1,9.953717804E2
5.205071625E1,9.953833008E2
5.305128925E1,9.953881073E2
5.405217325E1,9.953905487E2
5.505244625E1,9.954000092E2
5.605301425E1,9.954031372E2
5.705359425E1,9.954250336E2
5.805417225E1,9.954315186E2
5.905475025E1,9.954436493E2
6.005532525E1,9.954528809E2
6.105590125E1,9.954577637E2
6.205648025E1,9.954619598E2
6.305705525E1,9.954646301E2
6.405763025E1,9.954646301E2
6.505821025E1,9.954673767E2
6.605878825E1,9.954700470E2
6.705936125E1,9.954737854E2
6.805993725E1,9.954779053E2
6.906051325E1,9.954781342E2
7.006109025E1,9.954807281E2
7.106166625E1,9.954856873E2
7.206224525E1,9.954943085E2
7.306316825E1,9.955024719E2
7.406340125E1,9.955104828E2
7.506397425E1,9.955223846E2
7.606455025E1,9.955326080E2
7.706513125E1,9.955368042E2
7.806570525E1,9.955418396E2
7.906628125E1,9.955422211E2
8.006685525E1,9.955455780E2
8.106743525E1,9.955506897E2
8.206801525E1,9.955532074E2
8.306858725E1,9.955599213E2
8.406916325E1,9.955714417E2
8.506973725E1,9.955770874E2
8.607079325E1,9.955903625E2
8.707089125E1,9.955937958E2
8.807146525E1,9.955954742E2
8.907204425E1,9.956006622E2
9.007262225E1,9.956013489E2
9.107319825E1,9.956051636E2
9.207377825E1,9.956111145E2
9.307435225E1,9.956166077E2
9.407492925E1,9.956184387E2
9.507550325E1,9.956253815E2
9.607608225E1,9.956300354E2
9.707665625E1,9.956339264E2
9.807723525E1,9.956359100E2
9.907806525E1,9.956414795E2
1.000783902E2,9.956423187E2
1.010789692E2,9.956443787E2
1.020795442E2,9.956510162E2
1.030801182E2,9.956600189E2
1.040806952E2,9.956636047E2
1.050812712E2,9.956666565E2
1.060818502E2,9.956636047E2
1.070824242E2,9.956529999E2
1.080829992E2,9.956378937E2
1.090835772E2,9.956281281E2
1.100841552E2,9.956189728E2
1.110847342E2,9.956117249E2
1.120853072E2,9.956013489E2
1.130858802E2,9.955886078E2
1.140864612E2,9.955783844E2
1.150872142E2,9.955622864E2
1.160876162E2,9.955576324E2
1.170881912E2,9.955399323E2
1.180887672E2,9.955288696E2
1.190893422E2,9.955254364E2
1.200899182E2,9.955177307E2
1.210905002E2,9.955066681E2
1.220910722E2,9.955017853E2
1.230916492E2,9.954935455E2
1.240922262E2,9.954922485E2
1.250928032E2,9.954760742E2
1.260933772E2,9.954682922E2
1.270939562E2,9.954636383E2
1.280945302E2,9.954606628E2
1.290951102E2,9.954565430E2
1.300956812E2,9.954510498E2
1.310962622E2,9.954498291E2
1.320968422E2,9.954460907E2
1.330974132E2,9.954425049E2
1.340979902E2,9.954382324E2
1.350988392E2,9.954325104E2
1.360991432E2,9.954232025E2
1.370997212E2,9.954155731E2
1.381003002E2,9.953978729E2
1.391008732E2,9.953815460E2
1.401014462E2,9.953739929E2
1.411020252E2,9.953623962E2
1.421026032E2,9.953533173E2
1.431031812E2,9.953408813E2
1.441037552E2,9.953334045E2
1.451043322E2,9.953218842E2
1.461049072E2,9.953113556E2
1.471054892E2,9.952997589E2
1.481060652E2,9.952947235E2
1.491066392E2,9.952806854E2
1.501072182E2,9.952765656E2
1.511078412E2,9.952634430E2
1.521083722E2,9.952539825E2
1.531089442E2,9.952455139E2
1.541095242E2,9.952384186E2
1.551100982E2,9.952320862E2
1.561106782E2,9.952215576E2
1.571112532E2,9.952162170E2
1.581118292E2,9.952053070E2
1.591124032E2,9.951957703E2
1.601129812E2,9.951949310E2
1.611136842E2,9.951799774E2
1.621141322E2,9.951794434E2
1.631147092E2,9.951717377E2
1.641152862E2,9.951706696E2
1.651158682E2,9.951654053E2
1.661164462E2,9.951629639E2
1.671170192E2,9.951585388E2
1.681175952E2,9.951474762E2
1.691181722E2,9.951424408E2
1.701187522E2,9.951270294E2
1.711193272E2,9.951225281E2
1.721198992E2,9.951058960E2
1.731204752E2,9.951052094E2
1.741210542E2,9.950954437E2
1.751216262E2,9.950892639E2
1.761222052E2,9.950869751E2
1.771227802E2,9.950756836E2
1.781233592E2,9.950623322E2
1.791239382E2,9.950499725E2
1.801245122E2,9.950309753E2
1.811250902E2,9.950223541E2
1.821256662E2,9.950090790E2
1.831262422E2,9.950062561E2
1.841269622E2,9.949921417E2
1.851273972E2,9.949841309E2
1.861279722E2,9.949722290E2
1.871285502E2,9.949571228E2
1.881291232E2,9.949512482E2
1.891297002E2,9.949343109E2
1.901302812E2,9.949310303E2
1.911308502E2,9.949197388E2
1.921314302E2,9.949071503E2
1.931320082E2,9.949005127E2
1.941325812E2,9.948934174E2
1.951331582E2,9.948867035E2
1.961337342E2,9.948834991E2
1.971343122E2,9.948793793E2
1.981348922E2,9.948789978E2
1.991354642E2,9.948703766E2
2.001360422E2,9.948617554E2
2.011366222E2,9.948539734E2
2.021371922E2,9.948454285E2
2.031377722E2,9.948372650E2
2.041383482E2,9.948325348E2
2.051389242E2,9.948302460E2
2.061395012E2,9.948253632E2
2.071400772E2,9.948143768E2
2.081406552E2,9.948044586E2
2.091412292E2,9.948006439E2
2.101418082E2,9.947859955E2
2.111423852E2,9.947795868E2
2.121429632E2,9.947761536E2
2.131435333E2,9.947694397E2
2.141445722E2,9.947600555E2
2.151446902E2,9.947526550E2
2.161452642E2,9.947451782E2
2.171458902E2,9.947387695E2
2.181464182E2,9.947286987E2
2.191469992E2,9.947204590E2
2.201475712E2,9.947118378E2
2.211481543E2,9.947063446E2
2.221487282E2,9.946965790E2
2.231493032E2,9.946850586E2
2.241498802E2,9.946777344E2
2.251504602E2,9.946717072E2
2.261510352E2,9.946558380E2
2.271516102E2,9.946439362E2
2.281521822E2,9.946325684E2
2.291527572E2,9.946225739E2
2.301533412E2,9.946074677E2
2.311539133E2,9.945994568E2
2.321544882E2,9.945881653E2
2.331550652E2,9.945732117E2
2.341556412E2,9.945631409E2
2.351562162E2,9.945524597E2
2.361567972E2,9.945445251E2
2.371573743E2,9.945364380E2
2.381579512E2,9.945249176E2
2.391585282E2,9.945161438E2
2.401591022E2,9.945024109E2
2.411596802E2,9.944940948E2
2.421602562E2,9.944857025E2
2.431608302E2,9.944776154E2
2.441614112E2,9.944688416E2
2.451619822E2,9.944650269E2
2.461625602E2,9.944548798E2
2.471631353E2,9.944513702E2
2.481637122E2,9.944490814E2
2.491642872E2,9.944462585E2
2.501648642E2,9.944400024E2
2.511654422E2,9.944350433E2
2.521660182E2,9.944271088E2
2.531665962E2,9.944150543E2
2.541671702E2,9.944041443E2
2.551677522E2,9.943971252E2
2.561687722E2,9.943850708E2
2.571688992E2,9.943754578E2
2.581694812E2,9.943690491E2
2.591700562E2,9.943585205E2
2.601706292E2,9.943486023E2
2.611712072E2,9.943399811E2
2.621717792E2,9.943309021E2
2.631723582E2,9.943207550E2
2.641729353E2,9.943070221E2
2.651735122E2,9.942945099E2
2.661740882E2,9.942862701E2
2.671746642E2,9.942658997E2
2.681752402E2,9.942599487E2
2.691758162E2,9.942478180E2
2.701764022E2,9.942356873E2
2.711769772E2,9.942241669E2
2.721775492E2,9.942158508E2
2.731781262E2,9.942089081E2
2.741787022E2,9.941945648E2
2.751792743E2,9.941797638E2
2.761798532E2,9.941760254E2
