beta,acc_thresh,gyro_thresh,score,zupt_ratio
0.05,0.1,0.0349065850398866,566.997159980443,0
0.05,0.1,0.0523598775598299,566.997159980443,0
0.05,0.1,0.0698131700797732,566.997159980443,0
0.05,0.15,0.0349065850398866,566.997159980443,0
0.05,0.15,0.0523598775598299,566.997159980443,0
0.05,0.15,0.0698131700797732,566.997159980443,0
0.05,0.2,0.0349065850398866,566.997159980443,0
0.05,0.2,0.0523598775598299,566.997159980443,0
0.05,0.2,0.0698131700797732,566.997159980443,0
0.1,0.1,0.0349065850398866,952.578785328918,0
0.1,0.1,0.0523598775598299,952.578785328918,0
0.1,0.1,0.0698131700797732,952.578785328918,0
0.1,0.15,0.0349065850398866,952.578785328918,0
0.1,0.15,0.0523598775598299,952.578785328918,0
0.1,0.15,0.0698131700797732,952.578785328918,0
0.1,0.2,0.0349065850398866,952.578785328918,0
0.1,0.2,0.0523598775598299,952.578785328918,0
0.1,0.2,0.0698131700797732,952.578785328918,0
0.2,0.1,0.0349065850398866,1546.19026017934,0
0.2,0.1,0.0523598775598299,1546.19026017934,0
0.2,0.1,0.0698131700797732,1546.19026017934,0
0.2,0.15,0.0349065850398866,1546.19026017934,0
0.2,0.15,0.0523598775598299,1546.19026017934,0
0.2,0.15,0.0698131700797732,1546.19026017934,0
0.2,0.2,0.0349065850398866,1546.19026017934,0
0.2,0.2,0.0523598775598299,1546.19026017934,0
0.2,0.2,0.0698131700797732,1546.19026017934,0
0.3,0.1,0.0349065850398866,1562.300794553,0
0.3,0.1,0.0523598775598299,1562.300794553,0
0.3,0.1,0.0698131700797732,1562.300794553,0
0.3,0.15,0.0349065850398866,1562.300794553,0
0.3,0.15,0.0523598775598299,1562.300794553,0
0.3,0.15,0.0698131700797732,1562.300794553,0
0.3,0.2,0.0349065850398866,1562.300794553,0
0.3,0.2,0.0523598775598299,1562.300794553,0
0.3,0.2,0.0698131700797732,1562.300794553,0
