"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.584601402E-2,5.058242949E1,8.684313829E0,1.698359285E2,NaN,NaN,1.898094169E1,3.000000000E1
1.625394821E-2,5.058242083E1,8.684307051E0,1.699115473E2,NaN,NaN,2.659501400E1,3.178711731E1
1.914501190E-2,5.058238099E1,8.684242376E0,1.673190447E2,NaN,NaN,2.199780030E1,3.000000000E1
3.529703617E-2,5.058238129E1,8.684242391E0,1.673182665E2,NaN,NaN,2.199540333E1,3.000004853E1
3.620839119E0,5.058236753E1,8.684274447E0,1.660099562E2,3.922592998E-1,NaN,2.230574624E1,2.522871517E1
4.620834827E0,5.058237353E1,8.684302161E0,1.667272035E2,7.617255449E-1,NaN,2.169575918E1,7.072770099E0
5.620830297E0,5.058237579E1,8.684351790E0,1.667508166E2,7.327961326E-1,NaN,1.986434801E1,7.138502338E0
6.620825171E0,5.058242139E1,8.684409660E0,1.687062541E2,7.327961326E-1,NaN,1.430606300E1,3.000000000E1
7.620821357E0,5.058241466E1,8.684410255E0,1.669062184E2,7.327961326E-1,1.387693870E2,1.331381309E1,7.010755106E0
8.620816827E0,5.058241621E1,8.684410346E0,1.668848991E2,7.832318544E-1,NaN,1.241180163E1,6.929003755E0
9.620771646E0,5.058242702E1,8.684419481E0,1.668440583E2,8.916085958E-1,NaN,1.259885804E1,6.909870929E0
1.062109303E1,5.058243072E1,8.684429331E0,1.668228602E2,8.343612552E-1,NaN,1.130183819E1,6.901693645E0
1.162108850E1,5.058242153E1,8.684455203E0,1.668396382E2,8.343612552E-1,NaN,1.136143359E1,6.806187683E0
1.257057583E1,5.058241621E1,8.684465456E0,1.668714466E2,2.486348599E-1,NaN,1.143207853E1,6.770323457E0
1.352288651E1,5.058241966E1,8.684474142E0,1.668774708E2,1.109712243E0,5.209385185E1,1.162808005E1,6.791160921E0
1.447568130E1,5.058242007E1,8.684482882E0,1.668879918E2,1.109712243E0,6.167818838E1,1.175351593E1,7.019660335E0
1.542871058E1,5.058242306E1,8.684498965E0,1.669024464E2,7.326127887E-1,2.050381226E1,1.090305677E1,1.473322140E1
1.638128090E1,5.058242759E1,8.684501678E0,1.669024464E2,7.326127887E-1,NaN,1.114839383E1,1.473322140E1
1.733373308E1,5.058242295E1,8.684504600E0,1.669170547E2,5.830552578E-1,NaN,1.023626352E1,9.803788907E0
1.828566408E1,5.058241357E1,8.684506447E0,1.669261873E2,5.830552578E-1,NaN,8.630361342E0,6.887918368E0
1.923778546E1,5.058241050E1,8.684497423E0,1.669305453E2,1.066327572E0,1.546303580E2,8.062338584E0,6.737907706E0
2.018980789E1,5.058240128E1,8.684502011E0,1.669515613E2,1.829975694E-1,NaN,7.170029805E0,8.641687600E0
2.114174902E1,5.058240013E1,8.684496329E0,1.669538735E2,2.983048260E-1,NaN,6.898606921E0,6.741929384E0
2.210350537E1,5.058239695E1,8.684491064E0,1.669120591E2,2.983048260E-1,NaN,7.281800385E0,6.682437112E0
2.310513544E1,5.058239726E1,8.684483868E0,1.669290161E2,5.082855821E-1,NaN,7.778850562E0,6.685585367E0
2.410670841E1,5.058237768E1,8.684442533E0,1.669224699E2,4.051813185E-1,NaN,1.424177939E1,9.814012808E0
2.510816932E1,5.058236364E1,8.684414843E0,1.668997836E2,1.079340801E-1,NaN,1.235263616E1,9.306646839E0
2.610954249E1,5.058235465E1,8.684393505E0,1.667906363E2,1.111606285E-1,1.343390556E2,1.597129021E1,1.323008802E1
2.711082768E1,5.058235610E1,8.684387062E0,1.666507532E2,8.303207159E-2,4.076192165E1,1.250913105E1,1.088272219E1
2.811203504E1,5.058235191E1,8.684383649E0,1.666672976E2,4.597062618E-2,NaN,1.456547771E1,1.292650248E1
