Run_Name,Distance_m,Elevation_Gain,Elevation_Loss,Min_Pace,Max_Pace,Avg_Pace,GT_Dist,GT_Ele_Gain,GT_Ele_drop
Run1_ELE1,645.809462004874,11.836616519907,11.7589577597457,0.238644387152763,96.6495393252175,6.55662944328521,NaN,13.2,13.2
Run1_ELE2,1473.14491672829,26.6457861201646,26.2939367276658,0.171484351993486,100.113923081116,6.12001342453773,NaN,25.8,25.8
Run2_ELE1,566.680439312114,9.59492410470119,9.92011394870315,0.137698477454617,62.2064390302805,6.59395738311094,NaN,13.2,13.2
Run2_ELE2,1434.16587501645,26.2875022855469,26.2308181862059,0.124838781665572,165.577290223098,8.07217180035085,NaN,25.8,25.8
Run3_ELE1,666.473247045995,11.6298292234844,12.1034760982839,0.106816318623459,111.990477739075,6.43436679917834,NaN,13.2,13.2
Run3_ELE2,1531.10377958902,27.2679728550374,25.9862035884934,0.0976375505375654,92.3904972002352,5.8342441919457,NaN,25.8,25.8
Run1_Dist1200,1215.75666252686,1.15773894890032,1.97723634001483,0.459797904318768,92.6399701662068,5.78514891188426,1200,NaN,NaN
Run1_Dist1600,1602.95357672323,0.531026780995944,1.51624038141347,0.235923619506078,15.6654776681367,7.11363915893502,1600,NaN,NaN
Run1_Dist800,808.844205609666,0.430937850985231,0.530613516343578,0.185643061401026,18.2803143048632,6.64384228268385,800,NaN,NaN
Run2_Dist1200,1215.75666252686,1.15773894890032,1.97723634001483,0.459797904318768,92.6399701662068,5.78514891188426,1200,NaN,NaN
Run2_Dist800,821.274257898652,0.292474531969788,0.800650877271607,0.497167990462523,166.362506453126,5.57527925573722,800,NaN,NaN
Run2_Dist1600,1621.9062104916,0.478561892869152,1.05575495164061,0.572580471845564,165.454320376651,5.12914985230775,1600,NaN,NaN
