"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.380258333E-2,2.979546356E1,-2.872163391E1,-4.841073608E1
2.383058333E-2,2.960640717E1,-2.863905334E1,-4.871615601E1
3.385958333E-2,2.916709900E1,-2.851264191E1,-4.908065796E1
4.388758333E-2,2.825444794E1,-2.863324738E1,-4.971517944E1
5.391558333E-2,2.750862122E1,-2.830053711E1,-5.008111572E1
6.394458333E-2,2.731871033E1,-2.818367767E1,-5.090249634E1
7.397258333E-2,2.696191406E1,-2.803511810E1,-5.134301758E1
8.400158333E-2,2.686556244E1,-2.743936920E1,-5.171929932E1
9.402958333E-2,2.663688660E1,-2.746964264E1,-5.159579468E1
1.040575833E-1,2.678256226E1,-2.734772491E1,-5.185354614E1
1.140865833E-1,2.681648254E1,-2.712784576E1,-5.203640747E1
1.241145833E-1,2.674012756E1,-2.670954132E1,-5.183245850E1
1.341425833E-1,2.717464447E1,-2.672742462E1,-5.189276123E1
1.441715833E-1,2.705822754E1,-2.649351501E1,-5.160281372E1
1.541995833E-1,2.738346100E1,-2.678218079E1,-5.200109863E1
1.642285833E-1,2.760258484E1,-2.652203369E1,-5.165093994E1
1.742565833E-1,2.730969238E1,-2.650564575E1,-5.136254883E1
1.842845833E-1,2.754843903E1,-2.643088531E1,-5.126226807E1
1.943135833E-1,2.788401031E1,-2.661459351E1,-5.155932617E1
2.043415833E-1,2.777954102E1,-2.647779083E1,-5.126461792E1
2.143695833E-1,2.775032806E1,-2.643845367E1,-5.147164917E1
2.243985833E-1,2.775301361E1,-2.636592102E1,-5.165832520E1
2.344265833E-1,2.801449585E1,-2.621412659E1,-5.186837769E1
2.444545833E-1,2.844062805E1,-2.626716614E1,-5.138729858E1
2.544835833E-1,2.839656830E1,-2.640431213E1,-5.144525146E1
2.645115833E-1,2.851333618E1,-2.624076080E1,-5.106362915E1
2.745405833E-1,2.855219269E1,-2.601509857E1,-5.137503052E1
2.845685833E-1,2.865086365E1,-2.612397766E1,-5.180657959E1
2.945965833E-1,2.856013489E1,-2.586916351E1,-5.200457764E1
3.046255833E-1,2.847450256E1,-2.583609772E1,-5.175326538E1
3.146535833E-1,2.844561005E1,-2.570516205E1,-5.170074463E1
3.246815833E-1,2.824800873E1,-2.588552094E1,-5.174942017E1
3.347105833E-1,2.830890656E1,-2.609095764E1,-5.190499878E1
3.447385833E-1,2.808728790E1,-2.596118927E1,-5.202923584E1
3.547675833E-1,2.780200195E1,-2.606084442E1,-5.197634888E1
3.647955833E-1,2.773968506E1,-2.588961792E1,-5.243911743E1
3.748235833E-1,2.793380737E1,-2.584395599E1,-5.254614258E1
3.848525833E-1,2.786038971E1,-2.582826233E1,-5.258123779E1
