Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°),DGM_Height_m
0.01186203957,50.58429442,8.699665186,177.5600515,0.0,,32.995014,35.92116825,162.3300018310547
0.02884602547,50.58429482,8.699666785,177.4836889,,,34.93745241,44.79653712,162.35501098632812
0.4334660769,50.58415127,8.699538784,178.2369933,,,30.627018,30.16994795,163.1420135498047
2.576875687,50.5842276,8.699587141,177.5560269,1.534401059,220.8540234,25.8538055,17.47576007,162.68301391601562
3.526863456,50.58426993,8.699659236,177.587281,1.534401059,205.3218495,17.16776805,6.653021107,162.5070037841797
4.476851344,50.58432784,8.699683355,177.5543791,0.2210554183,7.657568035,14.0,6.27608871,162.22500610351562
5.426838994,50.58434453,8.699679264,177.5657952,0.2615159154,23.08516549,16.23469474,9.722209372,162.2310028076172
6.376826525,50.58435619,8.699680681,177.5836457,0.2109008133,299.8699891,20.79517915,13.83007274,162.1820068359375
7.326813817,50.58436827,8.699683268,177.6128268,0.3239946365,238.8564124,14.0,10.25756136,162.1800079345703
8.276801348,50.58438612,8.699689778,177.6293711,0.1265427172,,14.0,10.95680723,162.1540069580078
9.226788759,50.58438764,8.699705763,177.6532064,0.2838785946,,14.66516211,11.89142206,162.09600830078125
10.17677677,50.58438179,8.699722114,177.657512,0.1707002223,,14.0,11.30689428,162.06201171875
11.12676358,50.58437989,8.699726895,177.6590098,0.2838785946,,14.0,10.91270995,162.09300231933594
12.07575142,50.58438947,8.699743797,177.6539883,0.5461556911,92.03070502,14.15939432,12.61369191,162.1230010986328
13.02573943,50.5843895,8.699746775,177.6432166,0.5461556911,121.6021825,14.50531181,12.91577948,162.1230010986328
13.97572577,50.58438833,8.699739926,177.6297941,0.193631798,224.7335533,15.3580804,13.62411577,162.19500732421875
14.9257139,50.58438833,8.699739926,177.6297941,0.193631798,,15.3580804,13.62411577,162.19500732421875
15.87570155,50.58439265,8.699733745,177.6300436,0.1797267646,,12.30991214,11.28879388,162.0810089111328
16.82568944,50.58439795,8.69971831,177.6410492,0.193631798,,8.267955969,7.872729216,162.06800842285156
17.77567625,50.58441103,8.699693126,177.6597742,0.2108897716,,10.0904222,10.44463024,162.09400939941406
18.7266649,50.58439986,8.699692833,177.7070076,0.2864497304,197.6604213,7.723174656,8.334690674,162.114013671875
19.69165182,50.58440036,8.699698601,177.7484613,0.1303841323,,18.84227543,20.57817015,162.0500030517578
20.69063807,50.58439035,8.699701241,177.7644166,0.2864497304,237.8494804,17.96994591,19.92006473,162.09300231933594
21.69062495,50.58437935,8.69971005,177.7299211,0.3863514662,220.5716716,7.933898363,9.487389547,162.09500122070312
22.69061208,50.58436794,8.699705766,177.7101694,0.9452716708,216.9254503,15.51439452,18.91463002,162.1070098876953
23.69059896,50.58435231,8.699666663,177.7019069,1.926347375,236.8805613,13.04055375,16.02993053,162.24301147460938
24.69058585,50.5843383,8.69964093,177.7009402,1.926347375,237.3605601,12.9715251,15.01281577,162.281005859375
25.69057238,50.58431393,8.699622725,177.6875024,2.207081079,220.6241799,17.10059697,19.08523203,162.4040069580078
26.69055951,50.58429739,8.699591936,177.7093087,2.252376556,225.1054763,14.37621761,15.41596482,162.47100830078125
27.69054651,50.58428005,8.699564065,177.7452088,2.607978582,225.9071918,9.044549598,9.557256463,162.52200317382812
28.69053233,50.58425987,8.699539693,177.7631833,2.663096905,222.3021826,6.653403952,7.033186676,162.8610076904297
29.69052005,50.58423941,8.699513885,177.7757029,2.663096905,223.8252621,6.69763479,7.044959624,162.92300415039062
30.69050634,50.5842209,8.6994893,177.7995011,2.69546032,224.402322,6.800145183,7.034106551,163.0260009765625
31.6894933,50.58420024,8.699459885,177.8306842,2.715550184,224.7269629,6.839392813,7.026794949,163.0260009765625
32.68948019,50.58417597,8.699428869,177.8653826,2.800911427,225.199939,6.946478714,7.034369745,163.01100158691406
33.68946981,50.58415348,8.699402135,177.8731306,2.800911427,222.0863382,7.01893804,7.033762643,163.1590118408203
34.68945384,50.58413506,8.699366837,177.9295047,2.784012079,228.8340202,7.022337963,7.040230048,163.281005859375
35.68944061,50.5841175,8.699339663,178.0430132,2.641297579,233.0535462,7.008322396,7.047648014,163.38400268554688
36.68942738,50.58410389,8.699316372,178.0709798,2.636749506,229.4685788,7.070754411,7.059976662,163.4080047607422
