"Time (s)","X (µT)","Y (µT)","Z (µT)"
6.651958334E-3,2.485070801E1,-4.130745316E1,-2.133072662E1
1.667995832E-2,2.481494141E1,-4.119151688E1,-2.144398499E1
2.670895835E-2,2.456661987E1,-4.128727722E1,-2.131211090E1
3.673695834E-2,2.459837341E1,-4.118141174E1,-2.173323822E1
4.676495833E-2,2.439947510E1,-4.108967590E1,-2.173351288E1
5.679395833E-2,2.433319092E1,-4.098548126E1,-2.174810791E1
6.682195835E-2,2.429933167E1,-4.097797394E1,-2.229824829E1
7.685095834E-2,2.423776245E1,-4.094818115E1,-2.256770325E1
8.687895833E-2,2.411831665E1,-4.085564423E1,-2.283282471E1
9.690795833E-2,2.399789429E1,-4.092286682E1,-2.311904907E1
1.069359583E-1,2.390866089E1,-4.077066803E1,-2.345394897E1
1.169649583E-1,2.376289368E1,-4.065213013E1,-2.361424255E1
1.269929583E-1,2.358375549E1,-4.063472748E1,-2.387168121E1
1.370219583E-1,2.355940247E1,-4.043798828E1,-2.413678741E1
1.470499584E-1,2.343258667E1,-4.044608307E1,-2.455745697E1
1.570789583E-1,2.328555298E1,-4.026948547E1,-2.475201416E1
1.671069583E-1,2.319534302E1,-4.026073456E1,-2.499567413E1
1.771349583E-1,2.309690857E1,-4.015793610E1,-2.541324615E1
1.871639583E-1,2.306190491E1,-3.998983765E1,-2.560658264E1
1.971919583E-1,2.270472717E1,-3.995843506E1,-2.582003021E1
2.072209583E-1,2.245739746E1,-3.984674072E1,-2.607987976E1
2.172489583E-1,2.238825989E1,-3.975990295E1,-2.653587341E1
2.272779583E-1,2.230775452E1,-3.974436569E1,-2.681730652E1
2.373059583E-1,2.212294006E1,-3.970513535E1,-2.702687073E1
2.473349583E-1,2.198522949E1,-3.962870407E1,-2.726494598E1
2.573629583E-1,2.172448730E1,-3.956964493E1,-2.750024414E1
2.673919583E-1,2.158894348E1,-3.948952866E1,-2.771423340E1
2.774199584E-1,2.165565491E1,-3.924844742E1,-2.785610962E1
2.874489583E-1,2.138970947E1,-3.913792038E1,-2.800802612E1
2.974769583E-1,2.129516602E1,-3.915532303E1,-2.829280853E1
3.075059583E-1,2.112760925E1,-3.934440994E1,-2.840749359E1
3.175339583E-1,2.129190063E1,-3.919252396E1,-2.847834015E1
3.275619583E-1,2.124806213E1,-3.902177811E1,-2.842107391E1
3.375909583E-1,2.104383850E1,-3.900781631E1,-2.855945587E1
3.476189583E-1,2.101080322E1,-3.899079514E1,-2.872275543E1
3.576479583E-1,2.089117432E1,-3.885512924E1,-2.887593842E1
3.676759583E-1,2.091416931E1,-3.884421158E1,-2.911364746E1
3.777049583E-1,2.083705139E1,-3.874722672E1,-2.939184570E1
3.877329583E-1,2.071249390E1,-3.866669083E1,-2.929919434E1
3.977619583E-1,2.070724487E1,-3.868466568E1,-2.941849518E1
4.077899583E-1,2.082125854E1,-3.850516129E1,-2.971182251E1
4.178189583E-1,2.062020874E1,-3.848543167E1,-2.999316406E1
4.278469583E-1,2.060452271E1,-3.844490433E1,-2.992166138E1
4.378759583E-1,2.062664795E1,-3.828933334E1,-2.984380341E1
4.479039583E-1,2.075114441E1,-3.816089249E1,-3.007106018E1
4.579329584E-1,2.073724365E1,-3.806843185E1,-3.032050323E1
4.679609583E-1,2.054444885E1,-3.775683212E1,-3.058755493E1
