"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.079607010E-2,5.058446367E1,8.699741718E0,1.797857400E2,NaN,NaN,7.029501400E1,2.200515200E2
3.941404819E-2,5.058446415E1,8.699746241E0,1.797097627E2,NaN,NaN,7.146053315E1,2.284143163E2
4.350560904E-1,5.058389557E1,8.699522612E0,1.771123046E2,NaN,NaN,4.359539045E1,3.247584000E1
1.578605175E0,5.058387889E1,8.699509598E0,1.764981406E2,NaN,NaN,4.259490027E1,8.786103671E1
2.130435109E0,5.058387069E1,8.699511045E0,1.771123084E2,NaN,NaN,4.226122897E1,3.099033600E1
2.578613400E0,5.058395293E1,8.699554365E0,1.770699551E2,4.828546047E-1,NaN,3.254250782E1,1.602528995E1
2.888087874E0,5.058394250E1,8.699550226E0,1.771123084E2,4.828546047E-1,NaN,3.378583683E1,3.039613440E1
4.960656291E0,5.058400741E1,8.699405462E0,1.772656032E2,7.170897126E-1,NaN,3.046743054E1,2.424928852E1
5.910663610E0,5.058387605E1,8.699362593E0,1.774180819E2,8.726593256E-1,NaN,2.533020552E1,1.445031290E1
6.860670811E0,5.058393611E1,8.699375262E0,1.775112977E2,8.632774353E-1,NaN,2.112779281E1,9.295797214E0
7.810676938E0,5.058399625E1,8.699402700E0,1.776089609E2,8.726593256E-1,2.198011282E2,1.819218190E1,8.419359537E0
8.760684496E0,5.058402162E1,8.699409065E0,1.776775836E2,2.173190355E0,2.230874658E2,1.557169209E1,1.301755260E1
9.716690904E0,5.058402433E1,8.699409772E0,1.777334895E2,3.289422035E0,2.269099547E2,1.573383077E1,1.529886139E1
1.071708501E1,5.058406209E1,8.699441594E0,1.777482602E2,3.898201466E0,2.265490340E2,1.246740529E1,1.030199968E1
1.171696890E1,5.058406699E1,8.699444536E0,1.777565771E2,3.898201466E0,2.229908369E2,1.146042818E1,1.010542218E1
1.271697593E1,5.058407879E1,8.699446293E0,1.777649385E2,4.131556511E0,2.238423424E2,9.526646707E0,1.295530704E1
1.371684445E1,5.058406510E1,8.699420307E0,1.777595158E2,4.218139648E0,2.208989393E2,9.747905947E0,1.013859051E1
1.471716488E1,5.058404440E1,8.699389033E0,1.777665899E2,4.218139648E0,2.262240452E2,1.022844645E1,1.071500694E1
1.571717203E1,5.058401846E1,8.699350308E0,1.778705666E2,4.165949821E0,2.229353704E2,1.046890915E1,7.072834369E0
1.671706057E1,5.058393948E1,8.699238581E0,1.779907862E2,4.165949821E0,2.194927669E2,2.328310961E1,1.612553601E1
