beta,acc_thresh,gyro_thresh,score,zupt_ratio
0.05,0.1,0.0349065850398866,261.775604718669,0
0.05,0.1,0.0523598775598299,261.775604718669,0
0.05,0.1,0.0698131700797732,261.775604718669,0
0.05,0.15,0.0349065850398866,261.775604718669,0
0.05,0.15,0.0523598775598299,261.775604718669,0
0.05,0.15,0.0698131700797732,261.775604718669,0
0.05,0.2,0.0349065850398866,261.775604718669,0
0.05,0.2,0.0523598775598299,261.775604718669,0
0.05,0.2,0.0698131700797732,261.775604718669,0
0.1,0.1,0.0349065850398866,702.232491443117,0
0.1,0.1,0.0523598775598299,702.232491443117,0
0.1,0.1,0.0698131700797732,702.232491443117,0
0.1,0.15,0.0349065850398866,702.232491443117,0
0.1,0.15,0.0523598775598299,702.232491443117,0
0.1,0.15,0.0698131700797732,702.232491443117,0
0.1,0.2,0.0349065850398866,702.232491443117,0
0.1,0.2,0.0523598775598299,702.232491443117,0
0.1,0.2,0.0698131700797732,702.232491443117,0
0.2,0.1,0.0349065850398866,739.114964718576,0
0.2,0.1,0.0523598775598299,739.114964718576,0
0.2,0.1,0.0698131700797732,739.114964718576,0
0.2,0.15,0.0349065850398866,739.114964718576,0
0.2,0.15,0.0523598775598299,739.114964718576,0
0.2,0.15,0.0698131700797732,739.114964718576,0
0.2,0.2,0.0349065850398866,739.114964718576,0
0.2,0.2,0.0523598775598299,739.114964718576,0
0.2,0.2,0.0698131700797732,739.114964718576,0
0.3,0.1,0.0349065850398866,781.862282405146,0
0.3,0.1,0.0523598775598299,781.862282405146,0
0.3,0.1,0.0698131700797732,781.862282405146,0
0.3,0.15,0.0349065850398866,781.862282405146,0
0.3,0.15,0.0523598775598299,781.862282405146,0
0.3,0.15,0.0698131700797732,781.862282405146,0
0.3,0.2,0.0349065850398866,781.862282405146,0
0.3,0.2,0.0523598775598299,781.862282405146,0
0.3,0.2,0.0698131700797732,781.862282405146,0
