"Time (s)","X (hPa)"
-5.764617917E-1,9.941149139E2
4.241142083E-1,9.941113281E2
2.297038792E0,9.941133118E2
3.297615792E0,9.941127777E2
4.298190792E0,9.941122437E2
5.298765792E0,9.941069031E2
6.299339792E0,9.940995026E2
7.299921792E0,9.940753937E2
7.850864792E0,9.940725708E2
8.851447792E0,9.940695190E2
9.852021792E0,9.940646362E2
1.085259379E1,9.940512085E2
1.185317179E1,9.940487671E2
1.285374979E1,9.940419769E2
1.385433079E1,9.940377808E2
1.485490279E1,9.940357208E2
1.585547879E1,9.940357208E2
1.685605579E1,9.940385437E2
1.785663079E1,9.940399170E2
1.885720879E1,9.940385437E2
1.985779679E1,9.940387726E2
2.085836179E1,9.940348816E2
2.185893779E1,9.940298462E2
2.285951579E1,9.940234375E2
2.386012979E1,9.940144348E2
2.486066679E1,9.940019989E2
2.586124679E1,9.940006256E2
2.686182279E1,9.939982605E2
2.786239379E1,9.939969635E2
2.886297079E1,9.939982605E2
2.986354479E1,9.940039825E2
3.086412879E1,9.940116119E2
3.186470079E1,9.940116119E2
3.286527479E1,9.940098572E2
3.386585279E1,9.940090179E2
3.486643279E1,9.940084076E2
3.586701079E1,9.940075684E2
3.686758079E1,9.940075684E2
3.786815679E1,9.940132904E2
3.886873679E1,9.940177917E2
3.986931179E1,9.940198517E2
4.086988679E1,9.940198517E2
4.187046179E1,9.940156555E2
4.287104279E1,9.940044403E2
4.387161879E1,9.940043640E2
4.487219479E1,9.939984894E2
4.587278079E1,9.939984894E2
4.687334579E1,9.939995575E2
4.787391779E1,9.940045166E2
4.887449779E1,9.940105438E2
4.987507179E1,9.940126801E2
5.087564979E1,9.940105438E2
5.187622279E1,9.940069580E2
5.287679879E1,9.940010834E2
5.387737679E1,9.940069580E2
5.487795079E1,9.940085602E2
5.587852879E1,9.940086365E2
5.687910379E1,9.940106201E2
5.787967879E1,9.940106201E2
5.888035679E1,9.940068817E2
5.988083379E1,9.940068817E2
6.088141079E1,9.940075684E2
6.188198079E1,9.940084839E2
6.288255779E1,9.940084839E2
6.388313079E1,9.940050507E2
6.488371079E1,9.940013885E2
6.588428679E1,9.939919281E2
6.688486179E1,9.939868164E2
6.788543779E1,9.939795685E2
6.888601279E1,9.939779663E2
6.988659179E1,9.939772034E2
7.088716579E1,9.939752960E2
7.188774479E1,9.939744568E2
7.288831779E1,9.939744568E2
7.388889679E1,9.939752960E2
7.488947579E1,9.939775848E2
7.589004979E1,9.939792633E2
7.689062579E1,9.939775848E2
7.789119479E1,9.939767456E2
7.889177879E1,9.939708710E2
7.989235279E1,9.939675903E2
8.089292479E1,9.939604187E2
8.189350279E1,9.939578247E2
8.289408079E1,9.939556122E2
8.389464979E1,9.939521027E2
8.489522779E1,9.939515686E2
8.589580479E1,9.939515686E2
8.689638279E1,9.939524078E2
8.789695679E1,9.939538574E2
8.889800579E1,9.939576721E2
8.989810979E1,9.939639282E2
9.089868479E1,9.939684296E2
9.189925979E1,9.939801788E2
9.289983479E1,9.939947510E2
9.390041579E1,9.939958191E2
9.490098979E1,9.940060425E2
9.590156279E1,9.940094757E2
9.690213979E1,9.940094757E2
9.790271479E1,9.940065765E2
9.890329379E1,9.940039062E2
9.990387079E1,9.940025330E2
1.009044408E2,9.939990997E2
1.019050188E2,9.939980316E2
1.029055958E2,9.939980316E2
1.039061708E2,9.939997864E2
1.049067478E2,9.940031433E2
1.059073228E2,9.940037537E2
1.069078998E2,9.940037537E2
1.079084748E2,9.940006256E2
1.089090558E2,9.940006256E2
1.099096318E2,9.940076447E2
1.109102088E2,9.940077209E2
1.119107838E2,9.940077209E2
1.129113578E2,9.940076447E2
1.139119338E2,9.940054321E2
