"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.550166664E-3,-4.109404449E0,5.869893494E0,6.251000977E0
1.157816667E-2,-3.900738373E0,5.755681000E0,6.662345581E0
2.160616667E-2,-3.622317352E0,5.527854767E0,6.998995514E0
3.163416666E-2,-3.522025909E0,5.294490051E0,7.167844391E0
4.166316666E-2,-3.551664276E0,5.093757477E0,7.206314392E0
5.169116666E-2,-3.553909607E0,4.890779572E0,7.228468323E0
6.171916667E-2,-3.601660309E0,4.759203186E0,7.281607819E0
7.174716667E-2,-3.601510620E0,4.663552094E0,7.565717010E0
8.177616667E-2,-3.501069489E0,4.625381470E0,7.923173676E0
9.180416666E-2,-3.324586487E0,4.581372986E0,8.236921234E0
1.018321667E-1,-3.109034729E0,4.416116638E0,8.692124634E0
1.118601667E-1,-2.905607758E0,4.011807404E0,9.145831146E0
1.218881667E-1,-2.634521484E0,3.379971313E0,9.353898468E0
1.319171667E-1,-2.372416534E0,2.358345795E0,9.498048706E0
1.419451667E-1,-2.369273071E0,1.608405304E0,9.707912292E0
1.519731667E-1,-2.875370636E0,2.049088898E0,9.442214813E0
1.620011667E-1,-3.376977539E0,2.758613434E0,9.073830872E0
1.720291667E-1,-3.552113342E0,3.520529022E0,8.999136200E0
1.820581667E-1,-3.241808624E0,4.028722229E0,9.095386047E0
1.920861667E-1,-2.632276154E0,4.104913788E0,9.108408966E0
2.021141667E-1,-2.112856293E0,4.021237793E0,9.075327759E0
2.121421667E-1,-1.908680878E0,3.955823822E0,9.001082153E0
2.221711667E-1,-1.869761810E0,4.198319550E0,9.000333710E0
2.321991667E-1,-1.963616638E0,4.523892517E0,9.026529236E0
2.422271667E-1,-2.036814423E0,4.914430389E0,9.002728729E0
2.522551667E-1,-2.186503143E0,5.288502502E0,9.012009430E0
2.622831667E-1,-2.165546722E0,5.452561340E0,8.966204681E0
2.723121667E-1,-2.013912048E0,5.423521729E0,8.981023865E0
2.823401667E-1,-1.935325470E0,5.210963745E0,9.040001221E0
2.923681667E-1,-2.190095673E0,5.068310394E0,8.983119507E0
3.023961667E-1,-2.790796509E0,5.115162964E0,8.836424561E0
3.124251667E-1,-3.378175049E0,5.251230011E0,8.511899414E0
3.224531667E-1,-3.584146729E0,5.343587952E0,8.089627533E0
3.324811667E-1,-3.297343140E0,5.265151062E0,8.140521698E0
3.425091667E-1,-2.887345734E0,5.229225769E0,8.116122437E0
3.525371667E-1,-2.432890778E0,4.832850037E0,7.907755737E0
3.625661667E-1,-1.404080200E0,3.241958313E0,6.834637299E0
3.725941667E-1,-1.268013153E0,3.767814789E0,7.288942566E0
3.826221667E-1,-1.278491364E0,4.044439545E0,7.159611511E0
3.926501667E-1,-1.361418915E0,3.993844757E0,6.832691345E0
4.026781667E-1,-2.063159637E0,4.130809937E0,7.541018372E0
4.127071667E-1,-3.400328979E0,4.330494690E0,9.193731537E0
4.227351667E-1,-4.146227875E0,4.198469238E0,1.014156052E1
4.327631667E-1,-4.264332275E0,3.698808289E0,1.054886353E1
4.427911667E-1,-4.009711761E0,3.233126678E0,1.083806213E1
4.528201667E-1,-3.541934509E0,2.595452728E0,1.083252365E1
4.628481667E-1,-3.254083099E0,1.864672394E0,1.070708450E1
4.728761667E-1,-3.151845703E0,1.662891998E0,1.079180832E1
4.829041667E-1,-3.227887573E0,1.563498688E0,1.034663406E1
4.929321667E-1,-3.490740967E0,1.166673889E0,9.430539093E0
5.029611667E-1,-3.668870544E0,9.569599915E-1,8.457562408E0
5.129891667E-1,-3.789369965E0,7.467970276E-1,7.903714142E0
5.230171667E-1,-4.041595459E0,2.516267395E-1,7.717052307E0
5.330451667E-1,-4.214036865E0,6.900650024E-2,7.651338959E0
5.430741667E-1,-3.929927673E0,4.236190796E-2,7.106472015E0
5.531021667E-1,-2.874921570E0,1.576222229E-1,6.260431366E0
5.631301667E-1,-2.439626770E0,3.884422302E-1,5.435646515E0
5.731581667E-1,-3.887715454E0,1.478924561E-1,4.522994385E0
5.831871667E-1,-5.773493958E0,-1.332229614E-2,3.943399658E0
5.932151667E-1,-6.932533722E0,4.014651489E-1,3.920497284E0
6.032431667E-1,-6.622827759E0,1.104253693E0,4.610711975E0
6.132711667E-1,-5.361849976E0,1.664837952E0,5.719156952E0
6.232991667E-1,-3.804937592E0,1.898502045E0,6.447093201E0
6.333281667E-1,-3.285517731E0,2.096989288E0,6.916217651E0
6.433561667E-1,-3.172053680E0,2.355651398E0,7.206164703E0
6.533841667E-1,-2.971919861E0,2.979553986E0,9.617649994E0
6.634121667E-1,-3.176394653E0,3.248694305E0,9.056317291E0
6.734411667E-1,-3.010090485E0,2.931503906E0,8.225993958E0
6.834691667E-1,-2.702330475E0,2.335443420E0,8.493637390E0
6.934971667E-1,-2.476749573E0,1.671723633E0,7.654332733E0
7.035251667E-1,-2.418071594E0,1.395398254E0,7.602989502E0
7.135531667E-1,-2.344724121E0,1.479673004E0,7.391030273E0
7.235821667E-1,-1.909579010E0,1.882934418E0,7.461533661E0
7.336101667E-1,-1.130299530E0,2.389630737E0,7.828121338E0
7.436381667E-1,-3.132984924E-1,2.639161835E0,8.309520264E0
7.536661667E-1,2.489323425E-1,2.407294006E0,8.724607086E0
7.636951667E-1,5.126838684E-1,1.954335938E0,8.808432770E0
7.737231667E-1,5.328918457E-1,1.617835693E0,8.796008606E0
7.837511667E-1,4.016148376E-1,1.471589813E0,8.710985413E0
7.937791667E-1,3.460803223E-1,1.448238373E0,8.968150635E0
8.038074583E-1,1.296304321E-1,1.481768646E0,9.273665314E0
8.138364583E-1,-2.862048340E-1,1.462309113E0,9.767937469E0
8.238644583E-1,-2.677931213E-1,1.468895416E0,1.034079620E1
8.338924583E-1,-1.522334290E-1,1.518292694E0,1.075678116E1
8.439204583E-1,-5.119354248E-2,1.525777130E0,1.102966370E1
8.539494583E-1,4.849914551E-2,1.449435883E0,1.104223755E1
8.639774583E-1,4.610412598E-2,1.338965607E0,1.084120560E1
8.740054583E-1,-1.173559570E-1,1.288969574E0,1.056248520E1
8.840334583E-1,-2.835104370E-1,1.268761597E0,1.026714935E1
8.940614583E-1,-3.034190369E-1,1.313069458E0,1.003213806E1
9.040904583E-1,-1.184037781E-1,1.484612732E0,1.008408005E1
9.141184583E-1,2.071691895E-1,1.749262390E0,1.022897873E1
9.241464583E-1,5.385800171E-1,1.948797455E0,1.024858795E1
9.341744583E-1,6.782395935E-1,2.000739441E0,1.019559814E1
9.442034583E-1,6.858737183E-1,1.907333679E0,1.010069550E1
9.542314583E-1,5.840853882E-1,1.673968964E0,1.007839188E1
9.642594583E-1,4.553530884E-1,1.435065765E0,1.016356476E1
9.742874583E-1,4.029620361E-1,1.279239807E0,1.016371445E1
9.843154583E-1,4.137396240E-1,1.324296112E0,1.024619293E1
9.943444583E-1,5.782475281E-1,1.524130554E0,1.036025574E1
1.004372458E0,9.937834167E-1,1.752256165E0,1.033346146E1
1.014400458E0,1.665736084E0,1.998793488E0,1.024619293E1
1.024428458E0,2.974165192E0,2.296524353E0,1.017209702E1
1.034457458E0,2.947670288E0,2.376757507E0,1.029678772E1
1.044485458E0,1.897454224E0,2.286944275E0,1.015997223E1
1.054513458E0,1.202449493E0,2.403551788E0,1.003857468E1
1.064541458E0,1.034049683E0,2.561323700E0,9.637408905E0
1.074569458E0,1.159638519E0,2.844834137E0,9.139693909E0
1.084598458E0,1.117426300E0,3.023861847E0,8.855285339E0
1.094626458E0,1.071172485E0,3.347189484E0,8.760382690E0
1.104654458E0,1.241069183E0,3.761527863E0,8.743916931E0
1.114682458E0,1.329684906E0,4.215384064E0,8.726553040E0
1.124711458E0,1.238374786E0,4.527934113E0,8.770711212E0
1.134739458E0,1.305884399E0,4.633464661E0,8.691974945E0
1.144767458E0,1.519939270E0,4.887187042E0,8.671617279E0
1.154795458E0,1.792971497E0,5.104385376E0,8.774004364E0
1.164824458E0,2.167492676E0,4.996310120E0,8.683742065E0
1.174852458E0,2.728526001E0,4.710404663E0,8.281977539E0
1.184880458E0,3.165018311E0,4.582869873E0,7.858059082E0
1.194908458E0,3.435805206E0,4.730612640E0,7.503745880E0
1.204936458E0,3.373834076E0,4.931045837E0,7.170239410E0
1.214965458E0,3.114124146E0,5.072501678E0,6.829398193E0
1.224993458E0,3.087329865E0,5.166506195E0,6.465355225E0
1.235021458E0,3.204835510E0,5.297783203E0,6.266568604E0
1.245049458E0,3.365451508E0,5.293292542E0,6.441854095E0
1.255078458E0,3.730841675E0,5.137915649E0,6.739435272E0
1.265106458E0,3.921844482E0,5.001698914E0,6.968758392E0
1.275134458E0,3.929328918E0,4.820276184E0,7.101532288E0
1.285162458E0,4.035158844E0,4.637805634E0,7.032226410E0
1.295190458E0,3.934268646E0,4.646637268E0,6.848408661E0
1.305219458E0,3.471431122E0,4.538711700E0,6.317313080E0
1.315247458E0,2.905757446E0,4.161945190E0,5.070256348E0
1.325275458E0,2.563269653E0,3.871249695E0,3.888613586E0
1.335303458E0,1.835782471E0,4.000880127E0,3.448379059E0
1.345332458E0,1.261277161E0,4.436324615E0,3.728746033E0
1.355360458E0,2.245330811E0,4.654720459E0,5.147495728E0
