"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.032416667E-2,3.184060669E1,-3.482821655E1,-2.783935547E1
2.035216667E-2,3.171890259E1,-3.454806519E1,-2.832394409E1
3.038016666E-2,3.140917969E1,-3.427496338E1,-2.895326233E1
4.040916667E-2,3.132705688E1,-3.374276733E1,-2.944154358E1
5.043716666E-2,3.128198242E1,-3.341375732E1,-3.002743530E1
6.046516667E-2,3.115319824E1,-3.292587280E1,-3.082153320E1
7.049316667E-2,3.101629639E1,-3.263305664E1,-3.154226685E1
8.052216667E-2,3.083486938E1,-3.214123535E1,-3.226741028E1
9.055016667E-2,3.061660767E1,-3.164468384E1,-3.295498657E1
1.005781667E-1,3.032769775E1,-3.128250122E1,-3.371632385E1
1.106061667E-1,3.008221436E1,-3.057577515E1,-3.456732178E1
1.206341667E-1,2.979205322E1,-3.022155762E1,-3.539372253E1
1.306631667E-1,2.954733276E1,-2.990179443E1,-3.604066467E1
1.406911667E-1,2.922665405E1,-2.951571655E1,-3.657841492E1
1.507191667E-1,2.897018433E1,-2.939871216E1,-3.678846741E1
1.607471667E-1,2.876362610E1,-2.919143677E1,-3.709738159E1
1.707751667E-1,2.847911072E1,-2.918057251E1,-3.717713928E1
1.808041667E-1,2.834254456E1,-2.907916260E1,-3.735174561E1
1.908321667E-1,2.818403625E1,-2.945767212E1,-3.748684692E1
2.008601667E-1,2.823423767E1,-2.958505249E1,-3.727427673E1
2.108881667E-1,2.802064514E1,-2.966574097E1,-3.707823181E1
2.209171667E-1,2.788790894E1,-2.997659302E1,-3.699458313E1
2.309451667E-1,2.794195557E1,-3.011517334E1,-3.685821533E1
2.409731667E-1,2.757510376E1,-3.053573608E1,-3.674705505E1
2.510011667E-1,2.762713623E1,-3.070223999E1,-3.672042847E1
2.610291667E-1,2.752508545E1,-3.090670776E1,-3.651736450E1
2.710581667E-1,2.738253784E1,-3.118920898E1,-3.653529358E1
2.810861667E-1,2.742504883E1,-3.117691040E1,-3.634271240E1
2.911141667E-1,2.760351562E1,-3.112402344E1,-3.605181885E1
3.011421667E-1,2.774688721E1,-3.110302734E1,-3.596101379E1
3.111711667E-1,2.788497925E1,-3.110882568E1,-3.586093140E1
3.211991667E-1,2.792666626E1,-3.118847656E1,-3.600811768E1
3.312271667E-1,2.805871582E1,-3.103417969E1,-3.595225525E1
3.412551667E-1,2.828863525E1,-3.094912720E1,-3.595658875E1
3.512831667E-1,2.860995483E1,-3.062008667E1,-3.604812622E1
3.613121667E-1,2.884811401E1,-3.021231079E1,-3.594642639E1
3.713401667E-1,2.926443481E1,-2.960018921E1,-3.616673279E1
3.813681667E-1,2.982647705E1,-2.884863281E1,-3.633178711E1
3.913961667E-1,3.066525269E1,-2.789682007E1,-3.653437805E1
4.014241667E-1,3.149649048E1,-2.683480835E1,-3.673828125E1
4.114531667E-1,3.210304260E1,-2.558096313E1,-3.741152954E1
4.214811667E-1,3.241288757E1,-2.429171753E1,-3.816969299E1
4.315091667E-1,3.274052429E1,-2.297903442E1,-3.877850342E1
4.415371667E-1,3.292457581E1,-2.169049072E1,-3.938859558E1
4.515661667E-1,3.318626404E1,-2.073010254E1,-3.964328003E1
4.615941667E-1,3.375242615E1,-1.989901733E1,-3.953727722E1
4.716221667E-1,3.448745728E1,-1.898641968E1,-3.939042664E1
4.816501667E-1,3.650521851E1,-1.718032837E1,-3.868923950E1
4.916781667E-1,3.776559448E1,-1.634262085E1,-3.764257812E1
5.017071667E-1,3.917083740E1,-1.551397705E1,-3.679527283E1
5.117351667E-1,3.917741394E1,-1.551721191E1,-3.680581665E1
5.217631667E-1,4.181651306E1,-1.398718262E1,-3.443209839E1
5.317911667E-1,4.291300964E1,-1.346707153E1,-3.337672424E1
5.418201667E-1,4.390303040E1,-1.290902710E1,-3.238688660E1
