"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.032416667E-2,-4.197075367E-1,-8.606086373E-1,-1.528350264E-1
2.035216667E-2,-5.958972573E-1,-8.915399909E-1,-2.490994185E-1
3.038016666E-2,-7.726272941E-1,-9.243301749E-1,-3.297548592E-1
4.040916667E-2,-9.382084608E-1,-9.439914227E-1,-3.769054413E-1
5.043716666E-2,-1.077489138E0,-9.632306099E-1,-3.813963234E-1
6.046516667E-2,-1.177133918E0,-1.003386021E0,-3.646257222E-1
7.049316667E-2,-1.243969917E0,-1.047623038E0,-3.325799108E-1
8.052216667E-2,-1.274082184E0,-1.065971494E0,-2.848176658E-1
9.055016667E-2,-1.271149158E0,-1.059519172E0,-2.345251888E-1
1.005781667E-1,-1.234550953E0,-1.029266715E0,-1.826800555E-1
1.106061667E-1,-1.163876057E0,-9.356278181E-1,-1.258029193E-1
1.206341667E-1,-1.074676037E0,-7.945942283E-1,-6.026343629E-2
1.306631667E-1,-9.684715867E-1,-7.295366526E-1,-1.268446725E-2
1.406911667E-1,-8.492209911E-1,-6.575306058E-1,7.492194325E-2
1.507191667E-1,-7.381916642E-1,-4.460042417E-1,2.599847317E-1
1.607471667E-1,-6.303521991E-1,-1.355135739E-1,5.006623268E-1
1.707751667E-1,-4.995539486E-1,1.789863110E-1,7.323408127E-1
1.808041667E-1,-3.491201699E-1,4.148463309E-1,8.680549264E-1
1.908321667E-1,-1.962584257E-1,5.345706344E-1,8.706434965E-1
2.008601667E-1,-5.139978230E-2,5.138916373E-1,7.793908119E-1
2.108881667E-1,8.796823025E-2,3.311372995E-1,6.679164767E-1
2.209171667E-1,2.196795046E-1,1.629263163E-1,5.350835323E-1
2.309451667E-1,3.351384401E-1,5.803851038E-2,3.861584663E-1
2.409731667E-1,4.350848794E-1,-7.716874033E-2,2.305430472E-1
2.510011667E-1,5.078262091E-1,-2.248905599E-1,5.080471933E-2
2.610291667E-1,5.637855530E-1,-3.110902011E-1,-1.495264918E-1
2.710581667E-1,6.007110476E-1,-3.073716462E-1,-3.651951253E-1
2.810861667E-1,6.063815951E-1,-2.374275923E-1,-5.654997826E-1
2.911141667E-1,5.864675045E-1,-1.851848960E-1,-7.042235732E-1
3.011421667E-1,5.571402311E-1,-2.205381542E-1,-7.479776740E-1
3.111711667E-1,4.366904795E-1,-3.678844571E-1,-7.123906612E-1
3.211991667E-1,1.814500839E-1,-2.797906995E-1,-6.889217496E-1
3.312271667E-1,-4.030894488E-2,-5.615787208E-2,-6.241294146E-1
3.412551667E-1,-2.846666574E-1,1.277907640E-1,-5.940279365E-1
3.512831667E-1,-5.806549191E-1,1.262890100E-1,-6.705288291E-1
3.613121667E-1,-9.641826749E-1,3.109738231E-1,-8.582571149E-1
3.713401667E-1,-1.266529560E0,7.677698731E-1,-1.112519979E0
3.813681667E-1,-1.538945198E0,1.164748430E0,-1.377534032E0
3.913961667E-1,-1.760644317E0,1.015613437E0,-1.643887877E0
4.014241667E-1,-1.863680720E0,8.631625772E-2,-1.906616092E0
4.114531667E-1,-1.851397157E0,-8.858647943E-1,-2.109965086E0
4.214811667E-1,-1.754421234E0,-1.014763832E0,-2.171805620E0
4.315091667E-1,-1.532714367E0,-6.870517135E-1,-1.999644756E0
4.415371667E-1,-1.283059001E0,1.056032628E-2,-1.744428039E0
4.515661667E-1,-1.088952661E0,7.648631334E-1,-1.516692638E0
4.615941667E-1,-9.648706317E-1,1.230740190E0,-1.408419371E0
4.716221667E-1,-8.888821006E-1,1.612727761E0,-1.397722006E0
4.816501667E-1,-8.692826033E-1,2.152395725E0,-1.397171140E0
4.916781667E-1,-9.303856492E-1,2.682364702E0,-1.360766172E0
5.017071667E-1,-1.031773806E0,3.063452482E0,-1.255879879E0
5.117351667E-1,-1.148059487E0,3.342056513E0,-1.036055326E0
5.217631667E-1,-1.264480233E0,3.455495358E0,-7.205363512E-1
5.317911667E-1,-1.335428238E0,3.326795101E0,-4.324198365E-1
5.418201667E-1,-1.279153466E0,2.695310831E0,-1.483532190E-1
5.518481667E-1,-1.154030442E0,1.739156723E0,1.151085123E-1
5.618761667E-1,-1.015149951E0,6.835548282E-1,2.917586267E-1
5.719041667E-1,-8.635327816E-1,-2.570262849E-1,4.533682764E-1
5.819331667E-1,-7.078519464E-1,-1.183701992E0,6.513425112E-1
5.919611667E-1,-5.616569519E-1,-2.155726194E0,8.343789577E-1
6.019891667E-1,-3.583530784E-1,-2.922720671E0,9.370585680E-1
6.120171667E-1,-4.162653163E-2,-3.476088762E0,9.213110209E-1
6.220451667E-1,3.281893730E-1,-4.047680378E0,8.276933432E-1
6.320741667E-1,7.656351328E-1,-4.721733093E0,6.542560458E-1
6.421021667E-1,1.187079787E0,-5.373250008E0,2.879576981E-1
6.521301667E-1,1.406709790E0,-5.075124741E0,-3.239538968E-1
6.621581667E-1,1.276250958E0,-5.232277870E0,-9.224659204E-1
6.721871667E-1,1.123390079E0,-4.999288559E0,-1.217828631E0
6.822151667E-1,9.880689383E-1,-4.598405838E0,-1.167841792E0
6.922431667E-1,7.625676394E-1,-4.015248775E0,-8.927010894E-1
7.022711667E-1,4.558096528E-1,-3.243622303E0,-5.191021562E-1
7.122991667E-1,1.480659395E-1,-2.448614597E0,-2.030342370E-1
7.223281667E-1,-1.534605771E-1,-1.691524625E0,-4.631095566E-3
7.323561667E-1,-4.246406555E-1,-1.194354534E0,9.922312945E-2
7.423841667E-1,-6.731504202E-1,-8.119159341E-1,9.385110438E-2
7.524121667E-1,-8.763509393E-1,-4.710166752E-1,4.238045216E-2
7.624411667E-1,-1.064854026E0,-1.467214674E-1,-4.644483328E-3
7.724691667E-1,-1.242640615E0,1.667533517E-1,-3.214108944E-2
7.824971667E-1,-1.393934727E0,3.854729831E-1,-3.851959854E-2
7.925251667E-1,-1.471937060E0,4.009323716E-1,-4.339318350E-2
8.025534583E-1,-1.452129245E0,2.711189687E-1,-4.259806871E-2
8.125824583E-1,-1.305804610E0,1.084759757E-1,-4.496082664E-2
