"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.804496527E-1,5.058407783E1,8.699337929E0,1.802529433E2,1.282237054E-1,2.171002361E2,4.743181881E0,3.365525617E0
1.380302668E0,5.058408003E1,8.699339989E0,1.802608331E2,2.528342763E-2,2.171002377E2,4.744801649E0,3.363241643E0
2.380163074E0,5.058407441E1,8.699321201E0,1.799257705E2,7.959094870E-1,2.611090939E2,4.744228306E0,3.364050358E0
3.380031347E0,5.058404816E1,8.699294779E0,1.802617332E2,1.952315947E0,2.258537880E2,4.742558949E0,3.366403369E0
4.379907966E0,5.058402324E1,8.699270718E0,1.804003870E2,2.804038825E0,2.176430920E2,4.743600615E0,3.364935399E0
5.379791737E0,5.058400291E1,8.699251316E0,1.800823775E2,2.851077646E0,2.152492470E2,4.744141420E0,3.364172888E0
6.379681230E0,5.058398348E1,8.699246080E0,1.799526322E2,2.419664082E0,2.070090622E2,4.743774752E0,3.364689902E0
7.379577875E0,5.058396700E1,8.699222859E0,1.801241870E2,2.258711277E0,2.150261063E2,4.743833335E0,3.364607305E0
8.379479289E0,5.058392958E1,8.699221943E0,1.802558555E2,2.742621474E0,1.972138462E2,4.739812893E0,3.370268649E0
9.379385591E0,5.058390211E1,8.699208293E0,1.801329739E2,2.897889026E0,1.976899554E2,4.741713350E0,3.367594325E0
1.037929857E1,5.058387543E1,8.699218139E0,1.807882435E2,2.801479325E0,1.821028126E2,4.742079858E0,3.367078207E0
1.137921441E1,5.058384812E1,8.699205395E0,1.798889279E2,2.925868488E0,1.881168620E2,4.738864919E0,3.371601446E0
1.237913597E1,5.058383046E1,8.699209890E0,1.803513860E2,2.461718138E0,1.824420029E2,4.739368721E0,3.370893229E0
1.337906170E1,5.058380185E1,8.699206164E0,1.785047548E2,2.736983189E0,1.839580487E2,4.747432961E0,3.359526352E0
1.437899172E1,5.058377994E1,8.699223126E0,1.803023398E2,2.651593896E0,1.724422624E2,4.738757116E0,3.371752961E0
1.537892365E1,5.058375423E1,8.699230588E0,1.787186885E2,2.834302080E0,1.702830026E2,4.738286082E0,3.372414867E0
1.637886012E1,5.058373636E1,8.699253330E0,1.798431492E2,2.626744825E0,1.583680571E2,4.740685650E0,3.369040902E0
1.737879920E1,5.058370797E1,8.699264272E0,1.782712797E2,2.880040225E0,1.587474110E2,4.740346310E0,3.369518347E0
1.837874138E1,5.058368390E1,8.699289636E0,1.793104589E2,2.810650862E0,1.513841345E2,4.738051472E0,3.372744474E0
1.937868726E1,5.058366405E1,8.699311270E0,1.788404465E2,2.752556716E0,1.496281071E2,4.739956294E0,3.370066968E0
2.037863445E1,5.058363930E1,8.699333764E0,1.792822190E2,2.909768517E0,1.508607692E2,4.739371702E0,3.370889037E0
2.137858498E1,5.058361800E1,8.699360701E0,1.791671669E2,2.924926596E0,1.466785875E2,4.741424215E0,3.368001402E0
2.237853777E1,5.058359835E1,8.699386749E0,1.800970367E2,2.876640717E0,1.431767924E2,4.740007967E0,3.369994289E0
2.337849367E1,5.058358546E1,8.699424151E0,1.794721804E2,2.857510064E0,1.331444662E2,4.738938054E0,3.371498651E0
2.437845039E1,5.058357276E1,8.699462865E0,1.795005064E2,2.815215983E0,1.245618401E2,4.736869828E0,3.374403838E0
2.537840986E1,5.058356632E1,8.699497837E0,1.788967799E2,2.645517545E0,1.155026048E2,4.734996318E0,3.377032263E0
2.637836933E1,5.058355339E1,8.699540406E0,1.790555555E2,2.900577055E0,1.170918084E2,4.735867012E0,3.375811114E0
2.737833214E1,5.058354978E1,8.699582987E0,1.786256617E2,2.924948051E0,1.074828957E2,4.737938426E0,3.372903276E0
2.837829661E1,5.058353472E1,8.699627927E0,1.786592621E2,3.195913315E0,1.104855395E2,4.741469929E0,3.367937046E0
2.937826169E1,5.058353454E1,8.699665174E0,1.786709195E2,2.968440334E0,1.006425834E2,4.729371054E0,3.384905681E0
3.037822843E1,5.058352869E1,8.699706394E0,1.786346803E2,2.839201122E0,1.016385261E2,4.732354456E0,3.380733401E0
3.137819695E1,5.058352583E1,8.699749027E0,1.790847834E2,2.932422104E0,9.650779128E1,4.731221827E0,3.382318296E0
3.237816644E1,5.058352325E1,8.699788403E0,1.792672955E2,2.825840876E0,9.496200584E1,4.734993452E0,3.377036280E0
3.337813687E1,5.058352559E1,8.699825545E0,1.791057089E2,2.689133693E0,8.928604441E1,4.733103023E0,3.379685312E0
3.437810838E1,5.058352485E1,8.699870847E0,1.784884538E2,2.840662410E0,8.777856327E1,4.734284019E0,3.378030766E0
3.537808073E1,5.058353332E1,8.699912113E0,1.784782546E2,2.887095965E0,8.089367252E1,4.734754159E0,3.377371773E0
3.637805343E1,5.058353906E1,8.699944368E0,1.786405749E2,2.605460403E0,7.514218276E1,4.733561101E0,3.379043701E0
3.737802851E1,5.058354906E1,8.699976237E0,1.786631836E2,2.698976604E0,7.050567449E1,4.728647835E0,3.385915930E0
3.837800288E1,5.058356100E1,8.700007473E0,1.788109663E2,2.719470916E0,6.667025168E1,4.726486360E0,3.388932534E0
3.937797964E1,5.058357474E1,8.700047743E0,1.784565600E2,2.902097365E0,6.199662978E1,4.728373075E0,3.386299618E0
4.037795627E1,5.058359219E1,8.700080551E0,1.791438324E2,2.925888380E0,5.679213808E1,4.723555165E0,3.393016893E0
4.137793398E1,5.058361142E1,8.700114738E0,1.791757318E2,3.068414360E0,5.299812440E1,4.725034326E0,3.390956746E0
4.237791133E1,5.058362757E1,8.700137160E0,1.792224113E2,2.776003009E0,4.769058989E1,4.724180666E0,3.392145938E0
4.337788963E1,5.058364530E1,8.700168577E0,1.783706989E2,2.870091651E0,4.949168400E1,4.729471790E0,3.384764929E0
4.437786925E1,5.058366981E1,8.700190552E0,1.790026882E2,2.895891791E0,4.127182539E1,4.731855277E0,3.381432044E0
4.537784910E1,5.058369040E1,8.700219413E0,1.779309294E2,2.827134036E0,4.043440272E1,4.729188770E0,3.385160352E0
4.637782884E1,5.058370906E1,8.700247185E0,1.786131318E2,2.915966847E0,4.198712992E1,4.729455969E0,3.384787035E0
4.737780964E1,5.058372540E1,8.700276037E0,1.778230519E2,2.948837172E0,4.289374082E1,4.728833478E0,3.385656653E0
4.837779129E1,5.058374814E1,8.700302030E0,1.785876481E2,2.988334922E0,4.085529549E1,4.730898713E0,3.382770225E0
4.937777257E1,5.058376101E1,8.700326441E0,1.781355394E2,2.620309234E0,4.394922061E1,4.728925248E0,3.385528472E0
5.037775481E1,5.058377890E1,8.700360901E0,1.790069204E2,2.858071991E0,4.635804338E1,4.726455329E0,3.388975812E0
5.137773979E1,5.058379393E1,8.700384491E0,1.787623696E2,2.725537139E0,4.385030107E1,4.731830334E0,3.381466948E0
5.237771952E1,5.058381763E1,8.700419233E0,1.795796098E2,3.123069546E0,4.448227351E1,4.731273147E0,3.382246508E0
5.337770283E1,5.058383481E1,8.700443008E0,1.782258783E2,2.924037368E0,4.383903216E1,4.736041401E0,3.375566454E0
5.437768567E1,5.058385345E1,8.700465922E0,1.788074363E2,2.822555815E0,4.177226186E1,4.735651691E0,3.376113163E0
5.537766862E1,5.058387211E1,8.700499827E0,1.781861819E2,2.863612515E0,4.450690841E1,4.734709547E0,3.377434312E0
5.637765300E1,5.058388471E1,8.700530270E0,1.788387330E2,2.777970123E0,5.094834908E1,4.732622352E0,3.380358369E0
5.737763703E1,5.058390904E1,8.700555314E0,1.784877315E2,3.023005672E0,4.307643025E1,4.730936746E0,3.382717035E0
5.837762105E1,5.058392572E1,8.700581505E0,1.788994929E2,2.939681650E0,4.417212912E1,4.732709553E0,3.380236282E0
5.937760460E1,5.058394539E1,8.700607348E0,1.784977903E2,2.859473849E0,4.177969207E1,4.732199672E0,3.380950058E0
6.037759030E1,5.058396131E1,8.700631151E0,1.795237082E2,2.760721425E0,4.281160854E1,4.732717543E0,3.380225095E0
6.137757373E1,5.058398282E1,8.700657253E0,1.788892608E2,2.912779094E0,4.060875678E1,4.732213205E0,3.380931117E0
6.237755930E1,5.058399964E1,8.700688860E0,1.795666692E2,2.898506935E0,4.422675742E1,4.735538573E0,3.376271828E0
6.337754476E1,5.058402190E1,8.700717266E0,1.791198920E2,2.958897691E0,4.307846406E1,4.731761241E0,3.381563632E0
6.437752938E1,5.058404290E1,8.700743173E0,1.796483500E2,2.907606921E0,3.930892474E1,4.730742014E0,3.382989362E0
6.537751484E1,5.058405626E1,8.700770506E0,1.787087302E2,2.652264288E0,4.282609079E1,4.730111017E0,3.383871569E0
6.637750053E1,5.058407537E1,8.700802528E0,1.789836163E2,2.867702406E0,4.451712466E1,4.729382770E0,3.384889311E0
6.737748682E1,5.058409557E1,8.700830480E0,1.786575833E2,2.974673265E0,4.216129839E1,4.730732664E0,3.383002437E0
6.837747312E1,5.058411515E1,8.700856271E0,1.784177024E2,2.872171025E0,4.243392059E1,4.729391035E0,3.384877763E0
6.937745881E1,5.058413575E1,8.700881410E0,1.787341744E2,2.952438578E0,4.026601796E1,4.732314132E0,3.380789847E0
7.037744462E1,5.058415888E1,8.700911416E0,1.780701025E2,3.182026733E0,3.843618232E1,4.726573822E0,3.388810548E0
7.137743032E1,5.058416877E1,8.700937997E0,1.784497371E2,2.717500330E0,4.773045223E1,4.728543186E0,3.386062074E0
