"Time (s)","X (hPa)"
-5.569993333E-1,9.988076019E2
4.441266667E-1,9.988055420E2
1.445310667E0,9.988034821E2
2.446460667E0,9.987930298E2
3.447602667E0,9.987834167E2
3.804456667E0,9.987689209E2
4.872365667E0,9.987678528E2
5.940224667E0,9.987539673E2
7.008089667E0,9.987483215E2
8.075958667E0,9.987483215E2
9.143828667E0,9.987532043E2
1.021168867E1,9.987608337E2
1.127953467E1,9.987738800E2
1.234736767E1,9.987834167E2
1.341517567E1,9.987903595E2
1.448291967E1,9.987947845E2
1.555065767E1,9.987986755E2
1.661837067E1,9.988020325E2
1.768607667E1,9.988049316E2
1.875380667E1,9.988056183E2
1.982154967E1,9.988105774E2
2.088928067E1,9.988124084E2
2.195701267E1,9.988135529E2
2.302476067E1,9.988135529E2
2.409251267E1,9.988135529E2
2.516025167E1,9.988105011E2
2.622803967E1,9.988092041E2
2.729574767E1,9.988090515E2
2.836357067E1,9.988092041E2
2.943135767E1,9.988146973E2
3.049913167E1,9.988166809E2
3.156691467E1,9.988181305E2
3.263467767E1,9.988191223E2
3.370239767E1,9.988181305E2
3.477014067E1,9.988164520E2
3.583788567E1,9.988159943E2
3.690567267E1,9.988156891E2
3.797338967E1,9.988150787E2
3.904105167E1,9.988145447E2
4.010875967E1,9.988142395E2
4.117644567E1,9.988130188E2
4.224416967E1,9.988119507E2
4.331187167E1,9.988084412E2
4.437955767E1,9.988059235E2
4.544725067E1,9.988038635E2
4.651491767E1,9.988027191E2
4.758262467E1,9.988017273E2
4.865031367E1,9.988013458E2
4.971798767E1,9.988013458E2
5.078566167E1,9.988006592E2
5.185340367E1,9.987998199E2
5.292110067E1,9.987991333E2
5.398874967E1,9.987982178E2
5.505638767E1,9.987966919E2
5.612406467E1,9.987954712E2
5.719174467E1,9.987936401E2
5.825936067E1,9.987905121E2
5.932705967E1,9.987881470E2
6.039473067E1,9.987863922E2
6.146236467E1,9.987845612E2
6.253001767E1,9.987840271E2
6.359772167E1,9.987840271E2
6.466538067E1,9.987840271E2
6.573301467E1,9.987864685E2
6.680063567E1,9.987873840E2
6.786828267E1,9.987882996E2
6.893591767E1,9.987911224E2
7.000356167E1,9.987917328E2
7.107122567E1,9.987937164E2
7.213891767E1,9.987937164E2
