"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
-4.475000023E-4,3.437630534E-1,6.053940207E-2,3.667500988E-2
9.577500008E-3,3.343961835E-1,4.172097519E-2,2.789989300E-2
1.960350000E-2,2.718908787E-1,3.474035487E-2,7.784772199E-3
2.962850001E-2,1.823671311E-1,4.961171374E-2,-1.558126975E-2
3.965350000E-2,7.933236659E-2,9.478344768E-2,-3.856115416E-2
4.967950001E-2,-1.437389106E-2,1.709413230E-1,-7.479905337E-2
5.970450000E-2,-7.766476274E-2,2.818813324E-1,-1.203189567E-1
6.972950000E-2,-1.020654440E-1,4.219982326E-1,-1.681338847E-1
7.975550000E-2,-9.607860446E-2,5.440678596E-1,-2.253215164E-1
8.978050000E-2,-7.655790448E-2,6.795844436E-1,-2.753548622E-1
9.980550001E-2,-7.362908870E-2,8.733258843E-1,-3.148263395E-1
1.098315000E-1,-1.011701673E-1,1.176643491E0,-3.355185688E-1
1.198565000E-1,-1.442616284E-1,1.602329373E0,-3.241966963E-1
1.298825000E-1,-2.242794931E-1,2.237356901E0,-3.072680533E-1
1.399075000E-1,-3.949881196E-1,3.013857603E0,-3.274850547E-1
1.499325000E-1,-6.449044943E-1,3.733191967E0,-3.618984222E-1
1.599585000E-1,-9.191231132E-1,4.226184368E0,-4.080251753E-1
1.699835000E-1,-1.146439910E0,4.386508942E0,-4.659001827E-1
1.800085000E-1,-1.277768135E0,4.164059162E0,-4.994106591E-1
1.900345000E-1,-1.301185250E0,3.737361193E0,-4.726189971E-1
2.000595000E-1,-1.218269110E0,3.322668552E0,-3.799504936E-1
2.100855000E-1,-1.065105915E0,3.002485991E0,-2.485533208E-1
2.201105000E-1,-8.550749421E-1,2.777265549E0,-1.184080169E-1
2.301355000E-1,-6.012629271E-1,2.595467567E0,-2.842885628E-2
2.401615000E-1,-4.023488164E-1,2.097642422E0,-5.769903958E-2
2.501865000E-1,-1.803682148E-1,1.690224051E0,1.930626296E-2
2.602115000E-1,9.205997735E-2,1.556864500E0,2.061185390E-1
2.702375000E-1,3.969626129E-1,1.619249225E0,4.269228280E-1
