"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.564500006E-3,7.105723572E-1,3.218307495E0,9.438622284E0
1.459050001E-2,7.599696350E-1,3.264411621E0,9.063202972E0
2.461550001E-2,8.457412720E-1,3.280578003E0,8.804091797E0
3.464150001E-2,8.625064087E-1,3.344944153E0,8.708440704E0
4.466650001E-2,9.241781616E-1,3.477418671E0,8.748407593E0
5.469150000E-2,9.716294861E-1,3.591331787E0,8.859925690E0
6.471750000E-2,9.958790588E-1,3.691323853E0,9.063502350E0
7.474250000E-2,1.035097504E0,3.759432220E0,9.247320099E0
8.476750000E-2,9.845027161E-1,3.740721130E0,9.369017029E0
9.479350000E-2,8.683442688E-1,3.702999573E0,9.504185944E0
1.048185000E-1,6.930587769E-1,3.717669067E0,9.701775055E0
1.148445000E-1,4.652325439E-1,3.660637665E0,1.005788452E1
1.248695000E-1,2.953358459E-1,3.627107391E0,1.044677582E1
1.348945000E-1,1.760339355E-1,3.558699646E0,1.079719711E1
1.449205000E-1,1.243913269E-1,3.608246613E0,1.107681564E1
1.549455000E-1,-6.331832886E-2,3.676205292E0,1.110480743E1
1.649705000E-1,-3.552113342E-1,3.550017700E0,1.078073135E1
1.749965000E-1,-7.963439941E-1,3.210823059E0,1.016296600E1
1.850215000E-1,-1.418150940E0,2.808010712E0,9.508975983E0
1.950475000E-1,-2.062860260E0,2.590662689E0,9.195527802E0
2.050725000E-1,-2.658172302E0,2.527194672E0,9.270671539E0
2.150975000E-1,-2.991828461E0,2.434836731E0,9.423204346E0
2.251235000E-1,-3.138972473E0,2.366578674E0,9.643546143E0
2.351485000E-1,-3.112327881E0,2.250270538E0,9.693691864E0
2.451735000E-1,-2.611469421E0,1.551822968E0,9.004225616E0
2.551995000E-1,-3.309168549E0,1.656455383E0,8.471782837E0
2.652245000E-1,-4.197870483E0,2.080074463E0,8.466394043E0
2.752495000E-1,-4.439019012E0,2.363584900E0,8.442593536E0
2.852755000E-1,-4.659660187E0,2.411634979E0,8.519383850E0
2.953005000E-1,-4.766687622E0,2.403252411E0,8.524622955E0
3.053265000E-1,-4.701722717E0,2.344275055E0,8.440797272E0
3.153515000E-1,-4.616849213E0,2.280956726E0,8.153245239E0
3.253765000E-1,-4.489314423E0,2.335443420E0,7.789801025E0
3.354025000E-1,-4.473297729E0,2.653831329E0,7.474406891E0
3.454275000E-1,-4.526736603E0,3.113675079E0,6.976691895E0
3.554525000E-1,-4.623585205E0,3.737427979E0,6.460415497E0
3.654785000E-1,-4.880151672E0,4.522844696E0,6.007457428E0
3.755035000E-1,-4.492308197E0,4.975054321E0,5.562432861E0
3.855295000E-1,-2.869532776E0,3.934867401E0,4.681664429E0
3.955545000E-1,-2.636168060E0,4.198319550E0,4.190086670E0
4.055795000E-1,-2.990930328E0,5.604495392E0,4.378544769E0
4.156055000E-1,-3.427871704E0,7.143594818E0,4.791685638E0
4.256305000E-1,-3.916605377E0,7.266788635E0,3.130739594E0
4.356555000E-1,-3.809577942E0,7.453300781E0,4.118685150E0
4.456815000E-1,-3.313359833E0,7.291786652E0,4.436174927E0
4.557065000E-1,-2.941533051E0,7.045997772E0,5.208868103E0
4.657325000E-1,-2.555336151E0,6.848408661E0,6.344855804E0
4.757575000E-1,-2.220931549E0,6.257287903E0,7.032376099E0
4.857825000E-1,-2.342778168E0,5.411846008E0,7.253466339E0
4.958085000E-1,-2.639610901E0,5.014721832E0,7.198380890E0
5.058335000E-1,-3.188369751E0,5.059029694E0,7.312443695E0
5.158585000E-1,-3.649860077E0,5.500611420E0,7.699987793E0
5.258845000E-1,-3.939058685E0,5.763464813E0,8.199798431E0
5.359095000E-1,-4.129013672E0,5.378465424E0,8.249944153E0
5.459345000E-1,-4.194876709E0,4.880600739E0,8.134683838E0
5.559605000E-1,-4.176315308E0,4.570445709E0,7.846083984E0
5.659855000E-1,-4.183500366E0,4.426894226E0,7.193890228E0
5.760115000E-1,-4.287084961E0,4.459676056E0,6.490053864E0
5.860365000E-1,-4.471501465E0,4.632117462E0,6.274801483E0
5.960615000E-1,-4.457430725E0,4.738695831E0,6.340365143E0
6.060875000E-1,-4.071682892E0,4.605023804E0,6.574927368E0
6.161125000E-1,-3.426075439E0,4.299658813E0,7.281907196E0
6.261375000E-1,-2.557431793E0,3.357368317E0,6.549929352E0
6.361635000E-1,-3.202889557E0,3.122656403E0,6.771318970E0
6.461885000E-1,-3.939807129E0,3.688030701E0,7.664361877E0
6.562147500E-1,-4.145180054E0,4.165537720E0,8.098309479E0
6.662397500E-1,-3.900738373E0,4.518653412E0,8.550369415E0
6.762647500E-1,-3.201841736E0,4.702022095E0,9.083410950E0
6.862907500E-1,-2.347568207E0,4.613855438E0,9.371561737E0
6.963157500E-1,-1.413959656E0,4.688849487E0,9.127868500E0
7.063407500E-1,-6.026467896E-1,4.919968872E0,8.408763885E0
7.163667500E-1,-4.251159668E-2,5.457052002E0,8.165070648E0
7.263917500E-1,2.146536255E-1,5.446124725E0,8.158484344E0
7.364177500E-1,3.441343689E-1,5.096451874E0,8.280031586E0
7.464427500E-1,4.429289246E-1,4.767585754E0,8.272696838E0
7.564677500E-1,6.520440674E-1,4.741839294E0,7.962841187E0
7.664937500E-1,8.181985474E-1,5.205425262E0,7.415579224E0
7.765187500E-1,5.655239868E-1,5.773943024E0,6.840175781E0
7.865437500E-1,-2.380050659E-2,5.722599792E0,6.592890015E0
7.965697500E-1,-5.539979553E-1,5.375621338E0,6.886429596E0
8.065947500E-1,-7.655081177E-1,5.097050629E0,7.298073578E0
8.166207500E-1,-7.692503357E-1,4.910987549E0,7.446265411E0
8.266457500E-1,-6.626719666E-1,5.100942535E0,7.316036224E0
8.366707500E-1,-4.120930481E-1,5.411396942E0,7.120692444E0
8.466967500E-1,-9.789642334E-2,5.575306091E0,6.831493835E0
8.567217500E-1,2.883004761E-1,5.450465698E0,6.581513672E0
8.667467500E-1,5.788462830E-1,5.338797913E0,6.437812500E0
8.767727500E-1,9.062155151E-1,5.235961761E0,6.174959106E0
8.867977500E-1,1.384770355E0,5.322182465E0,5.857619019E0
8.968237500E-1,1.806742859E0,5.338648224E0,5.514682159E0
9.068487500E-1,1.928888855E0,5.072501678E0,5.299130402E0
9.168737500E-1,2.050136719E0,4.547693024E0,5.328619080E0
9.268997500E-1,2.266736298E0,4.207899628E0,5.515879669E0
9.369247500E-1,2.499951324E0,3.893553314E0,5.719156952E0
9.469507500E-1,2.627037048E0,3.723955994E0,5.951773224E0
9.569757500E-1,2.400857391E0,3.954626312E0,6.721921692E0
9.670007500E-1,2.237696686E0,3.982468414E0,7.209757233E0
9.770267500E-1,1.946252747E0,4.020040283E0,7.360344086E0
9.870517500E-1,2.109563141E0,3.925437012E0,7.029831390E0
9.970767500E-1,2.273621979E0,3.779340820E0,6.992708588E0
1.007102750E0,2.479443970E0,3.629951477E0,7.116800537E0
1.017127750E0,2.880909119E0,3.527714081E0,6.956184540E0
1.027153750E0,3.355871429E0,3.518283691E0,6.830146637E0
1.037178750E0,3.664379883E0,3.467239838E0,6.919061737E0
1.047203750E0,3.757186890E0,3.327580261E0,6.963519287E0
1.057229750E0,3.828738098E0,3.410507812E0,7.209308167E0
1.067254750E0,4.019890594E0,3.192261658E0,7.640860748E0
1.077279750E0,4.816683655E0,1.776655426E0,7.765551453E0
1.087305750E0,5.478008423E0,8.770262146E-1,7.654183044E0
1.097330750E0,5.815257111E0,5.617817688E-1,7.504344635E0
1.107356750E0,6.266119537E0,4.318519592E-1,7.578590240E0
1.117381750E0,6.615642700E0,2.644999695E-1,7.991431732E0
1.127406750E0,6.588848419E0,1.119671631E-1,8.144263916E0
1.137432750E0,6.339167633E0,3.158432007E-2,8.153694305E0
1.147457750E0,5.894292755E0,-1.513352966E-1,7.996221771E0
1.157482750E0,5.347030792E0,-4.397854614E-1,7.788453827E0
1.167508750E0,4.934189301E0,-5.932164001E-1,7.799231415E0
1.177533750E0,5.196743317E0,-5.700146484E-1,7.607180786E0
1.187559750E0,5.856571198E0,-5.764512634E-1,7.528594208E0
1.197584750E0,5.984105988E0,-7.490423584E-1,7.580087128E0
1.207609750E0,6.156248016E0,-1.132095795E0,7.465425568E0
1.217635750E0,5.681285706E0,-2.356250153E0,9.288334808E0
1.227660750E0,5.219196625E0,-3.090173950E0,1.029244675E1
1.237685750E0,5.357209625E0,-2.771935730E0,1.087024521E1
1.247711750E0,5.337750092E0,-2.250120850E0,1.132634674E1
1.257736750E0,5.601950684E0,-1.913620605E0,1.141720779E1
1.267762750E0,5.773194580E0,-2.137405243E0,1.181014069E1
1.277787750E0,6.015839996E0,-2.657274170E0,1.238958572E1
1.287812750E0,6.670428772E0,-2.825075226E0,1.271740402E1
1.297838750E0,7.170838165E0,-2.682870941E0,1.303219940E1
1.307863750E0,6.852001190E0,-2.569107513E0,1.330568069E1
