"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.026275000E-2,-5.913450718E-1,-3.531767726E-1,-3.197673559E-1
2.029075002E-2,-4.979737699E-1,-3.634774089E-1,-2.413893193E-1
3.031975002E-2,-3.786844015E-1,-3.425870240E-1,-1.751714200E-1
4.034775001E-2,-2.942268848E-1,-3.231230974E-1,-1.370714456E-1
5.037575000E-2,-2.516165674E-1,-3.048562109E-1,-1.136718318E-1
6.040474999E-2,-2.385149896E-1,-3.039499223E-1,-1.144154966E-1
7.043275001E-2,-2.663793862E-1,-3.177975714E-1,-1.407831907E-1
8.046075000E-2,-3.210408688E-1,-3.503945470E-1,-1.770863682E-1
9.048975000E-2,-4.000890851E-1,-3.903345168E-1,-2.145778090E-1
1.005177500E-1,-4.908162951E-1,-4.150399268E-1,-2.297933698E-1
1.105467500E-1,-5.903480053E-1,-4.372421801E-1,-2.412897050E-1
1.205747500E-1,-6.861156821E-1,-4.359358251E-1,-2.354928404E-1
1.306027500E-1,-7.528569102E-1,-4.256587029E-1,-2.118679434E-1
1.406317500E-1,-7.836522460E-1,-4.243470430E-1,-1.874886155E-1
1.506597500E-1,-7.848328352E-1,-4.234404564E-1,-1.634141654E-1
1.606887500E-1,-7.598819137E-1,-4.098024964E-1,-1.504092216E-1
1.707167500E-1,-7.348673344E-1,-3.977165222E-1,-1.430114806E-1
1.807447500E-1,-7.138813734E-1,-3.995332718E-1,-1.360517740E-1
1.907737500E-1,-6.847221851E-1,-4.039445221E-1,-1.304314435E-1
2.008017500E-1,-6.662200093E-1,-4.275930822E-1,-1.292077154E-1
2.108307500E-1,-6.626846790E-1,-4.746932089E-1,-1.399226785E-1
2.208587500E-1,-6.821721196E-1,-5.182067156E-1,-1.446375996E-1
2.308867500E-1,-6.955741644E-1,-5.651587844E-1,-1.435638219E-1
2.409157500E-1,-7.014039159E-1,-6.407600045E-1,-1.323952079E-1
2.509437500E-1,-6.765089631E-1,-7.166864872E-1,-1.152369902E-1
2.609727500E-1,-6.296547651E-1,-7.752296329E-1,-9.659863263E-2
2.710007500E-1,-5.745617151E-1,-7.965940237E-1,-9.905060381E-2
2.810287500E-1,-5.662887692E-1,-7.551052570E-1,-1.439342052E-1
2.910577500E-1,-5.932764411E-1,-6.908583641E-1,-1.862041652E-1
3.010857500E-1,-6.253646612E-1,-6.065835357E-1,-2.089630365E-1
3.111147500E-1,-6.633645296E-1,-5.316262245E-1,-2.333256453E-1
3.211427500E-1,-7.369963527E-1,-4.946343899E-1,-2.677482367E-1
3.311707500E-1,-8.375421166E-1,-5.339131355E-1,-2.762945592E-1
