beta,acc_thresh,gyro_thresh,score,zupt_ratio
0.05,0.1,0.0349065850398866,695.434324612471,0
0.05,0.1,0.0523598775598299,695.434324612471,0
0.05,0.1,0.0698131700797732,695.434324612471,0
0.05,0.15,0.0349065850398866,695.434324612471,0
0.05,0.15,0.0523598775598299,695.434324612471,0
0.05,0.15,0.0698131700797732,695.434324612471,0
0.05,0.2,0.0349065850398866,695.434324612471,0
0.05,0.2,0.0523598775598299,695.434324612471,0
0.05,0.2,0.0698131700797732,695.434324612471,0
0.1,0.1,0.0349065850398866,269.964954661579,0
0.1,0.1,0.0523598775598299,269.964954661579,0
0.1,0.1,0.0698131700797732,269.964954661579,0
0.1,0.15,0.0349065850398866,269.964954661579,0
0.1,0.15,0.0523598775598299,269.964954661579,0
0.1,0.15,0.0698131700797732,269.964954661579,0
0.1,0.2,0.0349065850398866,269.964954661579,0
0.1,0.2,0.0523598775598299,269.964954661579,0
0.1,0.2,0.0698131700797732,269.964954661579,0
0.2,0.1,0.0349065850398866,576.813059499678,0
0.2,0.1,0.0523598775598299,576.813059499678,0
0.2,0.1,0.0698131700797732,576.813059499678,0
0.2,0.15,0.0349065850398866,576.813059499678,0
0.2,0.15,0.0523598775598299,576.813059499678,0
0.2,0.15,0.0698131700797732,576.813059499678,0
0.2,0.2,0.0349065850398866,576.813059499678,0
0.2,0.2,0.0523598775598299,576.813059499678,0
0.2,0.2,0.0698131700797732,576.813059499678,0
0.3,0.1,0.0349065850398866,269.970941605364,0
0.3,0.1,0.0523598775598299,269.970941605364,0
0.3,0.1,0.0698131700797732,269.970941605364,0
0.3,0.15,0.0349065850398866,269.970941605364,0
0.3,0.15,0.0523598775598299,269.970941605364,0
0.3,0.15,0.0698131700797732,269.970941605364,0
0.3,0.2,0.0349065850398866,269.970941605364,0
0.3,0.2,0.0523598775598299,269.970941605364,0
0.3,0.2,0.0698131700797732,269.970941605364,0
