id,Route10,distance,angle,Z_1
,Run10,0,21.4895987985452,165.199005126953
,Run10,1,21.4895987985452,165.169006347656
,Run10,2,21.4895987985452,165.138000488281
,Run10,3,21.4895987985452,165.089004516602
,Run10,4,21.4895987985452,165.089004516602
,Run10,5,21.4895987985452,165.073013305664
,Run10,6,21.4895987985452,165.042007446289
,Run10,7,21.4895987985452,165.012008666992
,Run10,8,21.4895987985452,165.009002685547
,Run10,9,21.4895987985452,164.968002319336
,Run10,10,21.4895987985452,164.971008300781
,Run10,11,21.4895987985452,164.949005126953
,Run10,12,21.4895987985452,164.910003662109
,Run10,13,21.4895987985452,164.850006103516
,Run10,14,21.4895987985452,164.846008300781
,Run10,15,21.4895987985452,164.837005615234
,Run10,16,21.4895987985452,164.774002075195
,Run10,17,21.4895987985452,164.778015136719
,Run10,18,21.4895987985452,164.739013671875
,Run10,19,21.4895987985452,164.737014770508
,Run10,20,21.4895987985452,164.717010498047
,Run10,21,21.4895987985452,164.679000854492
,Run10,22,21.4895987985452,164.669006347656
,Run10,23,21.4895987985452,164.660003662109
,Run10,24,21.4895987985452,164.625015258789
,Run10,25,21.4895987985452,164.618011474609
,Run10,26,21.4895987985452,164.579010009766
,Run10,27,21.4895987985452,164.549011230469
,Run10,28,21.4895987985452,164.530014038086
,Run10,29,21.4895987985452,164.497009277344
,Run10,30,21.4895987985452,164.490005493164
,Run10,31,21.4895987985452,164.443008422852
,Run10,32,21.4895987985452,164.419006347656
,Run10,33,21.4895987985452,164.428009033203
,Run10,34,21.4895987985452,164.408004760742
,Run10,35,21.4895987985452,164.372009277344
,Run10,36,21.4895987985452,164.356002807617
,Run10,37,21.4895987985452,164.322006225586
,Run10,38,21.4895987985452,164.321014404297
,Run10,39,21.4895987985452,164.279006958008
,Run10,40,21.4895987985452,164.25700378418
,Run10,41,21.4895987985452,164.22900390625
,Run10,42,21.4895987985452,164.199005126953
,Run10,43,21.4895987985452,164.174011230469
,Run10,44,21.4895987985452,164.173004150391
,Run10,45,21.4895987985452,164.129013061523
,Run10,46,21.4895987985452,164.112014770508
,Run10,47,21.4895987985452,164.133010864258
,Run10,48,21.4895987985452,164.09001159668
,Run10,49,21.4895987985452,164.039001464844
,Run10,50,21.4895987985452,164.031005859375
,Run10,51,21.4895987985452,164.023010253906
,Run10,52,21.4895987985452,163.996002197266
,Run10,53,21.4895987985452,163.952011108398
,Run10,54,21.4895987985452,163.941009521484
,Run10,55,21.4895987985452,163.917007446289
,Run10,56,21.4895987985452,163.859008789062
,Run10,57,21.4895987985452,163.875015258789
,Run10,58,21.4895987985452,163.832000732422
,Run10,59,21.4895987985452,163.808013916016
,Run10,60,21.4895987985452,163.773010253906
,Run10,61,21.4895987985452,163.751007080078
,Run10,62,21.4895987985452,163.751007080078
,Run10,63,21.4895987985452,163.726013183594
,Run10,64,21.4895987985452,163.655014038086
,Run10,65,21.4895987985452,163.671005249023
,Run10,66,21.4895987985452,163.660003662109
,Run10,67,21.4895987985452,163.622009277344
,Run10,68,21.4895987985452,163.61100769043
,Run10,69,21.4895987985452,163.57600402832
,Run10,70,21.4895987985452,163.558013916016
,Run10,71,21.4895987985452,163.530014038086
,Run10,72,21.4895987985452,163.503005981445
,Run10,73,21.4895987985452,163.459014892578
,Run10,74,21.4895987985452,163.471008300781
,Run10,75,21.4895987985452,163.432006835938
,Run10,76,21.4895987985452,163.432006835938
,Run10,77,21.4895987985452,163.412002563477
,Run10,78,21.4895987985452,163.381011962891
,Run10,79,21.4895987985452,163.376007080078
,Run10,80,21.4895987985452,163.345001220703
,Run10,81,21.4895987985452,163.338012695312
,Run10,82,21.4895987985452,163.321014404297
,Run10,83,21.4895987985452,163.261001586914
,Run10,84,21.4895987985452,163.240005493164
,Run10,85,21.4895987985452,163.242004394531
,Run10,86,21.4895987985452,163.185012817383
,Run10,87,21.4895987985452,163.177001953125
,Run10,88,21.4895987985452,163.130004882812
,Run10,89,21.4895987985452,163.088012695312
,Run10,90,21.4895987985452,163.106002807617
,Run10,91,21.4895987985452,163.106002807617
,Run10,92,21.4895987985452,163.065002441406
,Run10,93,21.4895987985452,163.059005737305
,Run10,94,21.4895987985452,163.015014648438
,Run10,95,21.4895987985452,163.003005981445
,Run10,96,21.4895987985452,163.014007568359
,Run10,97,21.4895987985452,162.945007324219
,Run10,98,21.4895987985452,162.933013916016
,Run10,99,21.4895987985452,162.912002563477
,Run10,100,21.4895987985452,162.896011352539
,Run10,101,21.4895987985452,162.872009277344
,Run10,102,21.4895987985452,162.817001342773
,Run10,103,21.4895987985452,162.818008422852
,Run10,104,21.4895987985452,162.795013427734
,Run10,105,21.4895987985452,162.795013427734
,Run10,106,21.4895987985452,162.745010375977
,Run10,107,21.4895987985452,162.754013061523
,Run10,108,21.4895987985452,162.723007202148
,Run10,109,21.4895987985452,162.721008300781
,Run10,110,21.4895987985452,162.679000854492
,Run10,111,21.4895987985452,162.685012817383
,Run10,112,21.4895987985452,162.607009887695
,Run10,113,21.4895987985452,162.621002197266
,Run10,114,21.4895987985452,162.688003540039
,Run10,115,21.4895987985452,162.593002319336
,Run10,116,21.4895987985452,162.642013549805
,Run10,117,21.4895987985452,162.540008544922
,Run10,118,21.4895987985452,162.566009521484
,Run10,119,21.4895987985452,162.566009521484
,Run10,120,21.4895987985452,162.518005371094
,Run10,121,21.4895987985452,162.501007080078
,Run10,122,21.4895987985452,162.550003051758
,Run10,123,21.4895987985452,162.461013793945
,Run10,124,21.4895987985452,162.487014770508
,Run10,125,21.4895987985452,162.554000854492
,Run10,126,21.4895987985452,162.403015136719
,Run10,127,21.4895987985452,162.48600769043
