"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.749429167E-2,-4.659765959E-1,-4.775992632E-1,-2.069487935E-3
3.752529167E-2,-3.807332814E-1,-4.244256616E-1,-4.346287623E-2
4.755729167E-2,-2.228416651E-1,-3.378367126E-1,-1.037200913E-1
5.758829167E-2,-4.569180310E-2,-2.427325547E-1,-1.552931815E-1
6.762029167E-2,8.295831829E-2,-1.826542914E-1,-1.759665012E-1
7.765129167E-2,1.343400329E-1,-1.507828683E-1,-1.677554548E-1
8.768329167E-2,9.628532082E-2,-1.470190138E-1,-1.149119511E-1
9.771429167E-2,-8.598665707E-3,-1.323833317E-1,-6.183072180E-2
1.077462917E-1,-1.576350182E-1,-1.086271256E-1,-6.129596010E-2
1.177772917E-1,-3.343308270E-1,-1.142367572E-1,-9.951092303E-2
1.278082917E-1,-4.991426766E-1,-1.677495092E-1,-1.388237029E-1
1.378402917E-1,-6.249763370E-1,-2.716284692E-1,-1.683583558E-1
1.478712917E-1,-6.743539572E-1,-3.709936738E-1,-1.811825335E-1
1.579032917E-1,-6.427870989E-1,-4.199605286E-1,-1.935538650E-1
1.679342917E-1,-5.637985468E-1,-4.497836530E-1,-2.356850803E-1
1.779662917E-1,-4.932745993E-1,-4.623126090E-1,-3.099348545E-1
1.879972917E-1,-4.483484030E-1,-4.467664063E-1,-3.700639606E-1
1.980282917E-1,-4.415611029E-1,-3.798475266E-1,-4.149831533E-1
2.080602917E-1,-4.968781471E-1,-2.884720862E-1,-4.772723615E-1
2.180912917E-1,-5.856269002E-1,-2.095400542E-1,-5.400240421E-1
2.281232917E-1,-6.917605400E-1,-1.684842408E-1,-5.697832704E-1
2.381542917E-1,-8.131781816E-1,-1.497276276E-1,-5.773247480E-1
2.481862917E-1,-9.216516614E-1,-1.902020872E-1,-5.665794015E-1
2.582172917E-1,-1.021913528E0,-2.638320327E-1,-5.779092312E-1
2.682492917E-1,-1.131326079E0,-4.155621529E-1,-6.167551875E-1
2.782802917E-1,-1.280519605E0,-4.866990745E-1,-6.794718504E-1
2.883112917E-1,-1.522655725E0,-4.268296063E-1,-7.551535368E-1
2.983432917E-1,-1.888930082E0,-3.833418787E-1,-8.070530295E-1
3.083742917E-1,-2.336698532E0,-4.807778895E-1,-7.888535261E-1
