"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.717400551E-2,5.058241955E1,8.684416846E0,1.658000000E2,NaN,NaN,3.279501400E1,3.832285492E1
3.962290287E-2,5.058242034E1,8.684416724E0,1.657236298E2,NaN,NaN,3.596797992E1,4.402878139E1
4.356969595E-1,5.058248451E1,8.684340769E0,1.667543088E2,NaN,NaN,2.306103705E1,3.000000000E1
2.128951192E0,5.058249467E1,8.684345879E0,1.667464469E2,1.136698008E0,NaN,1.755204182E1,3.303657789E1
3.128925204E0,5.058248704E1,8.684344827E0,1.665450654E2,1.136698008E0,NaN,1.666817879E1,7.411182641E0
4.185403585E0,5.058247877E1,8.684348657E0,1.665702778E2,6.363212466E-1,NaN,1.641156677E1,7.438162207E0
5.185385108E0,5.058248447E1,8.684340621E0,1.665922151E2,4.967880547E-1,NaN,1.461951783E1,7.381541073E0
6.185373664E0,5.058249078E1,8.684377221E0,1.666578155E2,5.983130336E-1,NaN,1.316994079E1,7.183777534E0
7.185362816E0,5.058247020E1,8.684396590E0,1.667170321E2,5.983130336E-1,NaN,1.209312780E1,7.149276952E0
8.185947418E0,5.058246652E1,8.684390584E0,1.667596919E2,5.783419013E-1,NaN,1.196327996E1,7.197804680E0
9.185546041E0,5.058246170E1,8.684379919E0,1.667549479E2,1.231893972E-1,NaN,1.028039990E1,8.668587695E0
1.018553567E1,5.058245727E1,8.684382333E0,1.667416097E2,2.824508250E-1,NaN,1.092158846E1,7.595062030E0
1.118516171E1,5.058246308E1,8.684376690E0,1.666902348E2,2.881726623E-1,NaN,1.174624909E1,7.191348338E0
1.218496239E1,5.058246058E1,8.684373262E0,1.666553901E2,2.881726623E-1,4.111467963E1,1.235637030E1,7.410102472E0
1.318495166E1,5.058245050E1,8.684377276E0,1.667063760E2,3.339556754E-1,8.345649536E1,1.217085643E1,7.007843595E0
1.418514848E1,5.058244726E1,8.684374751E0,1.667063760E2,3.339556754E-1,NaN,9.422728618E0,7.007843595E0
1.518864608E1,5.058244482E1,8.684369867E0,1.666766418E2,1.993958950E-1,NaN,8.252307438E0,9.542275835E0
1.619169843E1,5.058244575E1,8.684363995E0,1.666650864E2,4.155772030E-1,9.824735490E0,8.134326957E0,7.951092432E0
1.719410348E1,5.058244719E1,8.684360907E0,1.666746186E2,4.155772030E-1,7.677029492E0,6.981082296E0,9.169664871E0
1.819705129E1,5.058244707E1,8.684358206E0,1.666569479E2,4.141576588E-1,3.118673915E2,6.514126092E0,1.124677528E1
1.919984734E1,5.058244170E1,8.684349454E0,1.667148872E2,3.433331251E-1,3.108982510E2,6.249331581E0,1.573257855E1
2.020281565E1,5.058243762E1,8.684347464E0,1.667107552E2,5.043470860E-1,3.262127057E2,6.145687751E0,1.031030657E1
2.120478725E1,5.058242644E1,8.684338280E0,1.667308373E2,6.096034646E-1,3.032031869E2,5.558681243E0,7.037818220E0
2.220713985E1,5.058242812E1,8.684332370E0,1.666918738E2,6.096034646E-1,3.211886941E2,5.713774072E0,7.014532122E0
2.320931602E1,5.058241312E1,8.684332522E0,1.666888167E2,9.634967446E-1,3.328255902E2,8.138710273E0,7.046462632E0
2.416125858E1,5.058241982E1,8.684360110E0,1.666906311E2,9.923982620E-1,3.415021589E0,8.126884913E0,7.060655247E0
2.511308503E1,5.058242453E1,8.684386676E0,1.666964679E2,9.923982620E-1,3.145938232E1,1.168018606E1,1.010503061E1
2.606480289E1,5.058242819E1,8.684420247E0,1.667131257E2,9.923982620E-1,5.566663587E1,8.216281087E0,7.027173546E0
