Run_Name,Distance_m,Elevation_Gain,Elevation_Loss,Min_Pace,Max_Pace,Avg_Pace,GT_Dist,GT_Ele_Gain,GT_Ele_drop
Run1_ELE1,641.401821301423,5.74191173141415,4.58719217820834,0.0976491407188454,82.13938769041,6.60168585854924,NaN,13.2,13.2
Run1_ELE2,1486.9179348428,10.4724792215945,7.60785389668882,0.0690539914833696,62.8278193404994,6.06332498613638,NaN,25.8,25.8
Run2_ELE1,565.823414577136,4.16188203685456,4.48742691696927,0.0553995778041674,97.9988768763195,6.60394492415843,NaN,13.2,13.2
Run2_ELE2,1445.02229089655,5.22416751196937,8.64314181538009,0.0502769047796809,132.911773806854,8.01152577802145,NaN,25.8,25.8
Run3_ELE1,678.047303919033,6.11651761032363,4.20264970174281,0.0429513462596707,157.755321444,6.32453415646265,NaN,13.2,13.2
Run3_ELE2,1544.79614266068,6.20463841023624,7.31784404545385,0.0392810177569481,109.039540003868,5.7825321326527,NaN,25.8,25.8
Run1_Dist1200,1184.16408571957,2.65964788492428,2.57874892761376,0.188103748073869,73.4980778712661,5.93949218537519,1200,NaN,NaN
Run1_Dist1600,1616.79805623703,6.71691430764395,7.72026671834911,0.0954286078755674,25.039751312636,7.05272578065349,1600,NaN,NaN
Run1_Dist800,816.12194034846,3.97224444618183,3.88523771259744,0.0748550864288473,27.381581294494,6.58459608503953,800,NaN,NaN
Run2_Dist1200,1184.16408571957,2.65964788492428,2.57874892761376,0.188103748073869,73.4980778712661,5.93949218537519,1200,NaN,NaN
Run2_Dist800,834.424244897346,1.73702811742299,3.88069143249558,0.199014253710377,166.615771503611,5.48741645671698,800,NaN,NaN
Run2_Dist1600,1637.10883408778,4.8468001717884,4.12855371416114,0.237845798054389,166.439082424718,5.08151921654951,1600,NaN,NaN
