"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.380258333E-2,-9.463050216E-2,-1.541402459E0,4.915730655E-2
2.383058333E-2,-3.335480094E-1,-1.432341933E0,2.692829967E-1
3.385958333E-2,-5.746971965E-1,-1.184122324E0,4.148736596E-1
4.388758333E-2,-7.352697849E-1,-8.838120699E-1,4.460648894E-1
5.391558333E-2,-8.354204297E-1,-5.041603446E-1,4.009555578E-1
6.394458333E-2,-8.994625211E-1,-2.142387480E-1,3.705901802E-1
7.397258333E-2,-8.996233940E-1,-1.941098087E-2,3.609866798E-1
8.400158333E-2,-8.179950714E-1,1.012880057E-1,3.112593293E-1
9.402958333E-2,-6.683396101E-1,1.534646302E-1,1.914294362E-1
1.040575833E-1,-4.663079679E-1,1.778037846E-1,4.412813857E-2
1.140865833E-1,-2.594527602E-1,2.122638524E-1,-6.218937784E-2
1.241145833E-1,-9.836187214E-2,2.551418245E-1,-9.882435203E-2
1.341425833E-1,-2.111385018E-2,2.888351679E-1,-7.366003841E-2
1.441715833E-1,-2.985168062E-2,2.907678187E-1,-1.502362266E-2
1.541995833E-1,-9.283321351E-2,2.749387026E-1,3.470843658E-2
1.642285833E-1,-1.657316536E-1,2.595810592E-1,6.660404801E-2
1.742565833E-1,-2.322665602E-1,2.472802401E-1,7.762607187E-2
1.842845833E-1,-2.754856646E-1,2.456924617E-1,7.398899645E-2
1.943135833E-1,-2.861345112E-1,2.691309154E-1,7.049935311E-2
2.043415833E-1,-2.769817710E-1,2.950575650E-1,6.608888507E-2
2.143695833E-1,-2.630343139E-1,3.245169222E-1,5.922507495E-2
2.243985833E-1,-2.553108931E-1,3.389405906E-1,6.176918745E-2
2.344265833E-1,-2.571160495E-1,3.249957263E-1,7.318998873E-2
2.444545833E-1,-2.683433890E-1,2.944407463E-1,9.495733678E-2
2.544835833E-1,-2.788485885E-1,2.295476496E-1,1.178685948E-1
2.645115833E-1,-2.717680335E-1,1.438117027E-1,1.451252401E-1
2.745405833E-1,-2.498577535E-1,8.122202009E-2,1.704510599E-1
2.845685833E-1,-2.153764814E-1,4.450022429E-2,1.901706904E-1
2.945965833E-1,-1.735154688E-1,1.417256705E-2,2.037441432E-1
3.046255833E-1,-1.262448877E-1,-2.707606927E-2,2.194458693E-1
3.146535833E-1,-8.720900118E-2,-7.026189566E-2,2.226333916E-1
3.246815833E-1,-8.679568022E-2,-1.011606902E-1,2.213657200E-1
3.347105833E-1,-1.368558109E-1,-1.213457584E-1,2.041993588E-1
3.447385833E-1,-2.206417918E-1,-1.276374757E-1,1.743445247E-1
3.547675833E-1,-3.074538112E-1,-1.137736589E-1,1.457613409E-1
3.647955833E-1,-3.930704594E-1,-9.387612343E-2,1.158979908E-1
3.748235833E-1,-4.803506732E-1,-7.812588662E-2,1.006360874E-1
3.848525833E-1,-5.487499237E-1,-7.830031961E-2,1.111172214E-1
3.948805833E-1,-5.778011084E-1,-1.172854304E-1,1.362176538E-1
4.049085833E-1,-5.724263191E-1,-1.741305888E-1,1.629166454E-1
4.149375833E-1,-6.805847883E-1,-4.325295389E-1,1.470236778E-1
