"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-2.750916668E-3,3.003354492E0,4.322860565E0,8.306676178E0
7.276083328E-3,3.093167725E0,4.331991577E0,8.104746094E0
1.730308332E-2,3.003055115E0,4.367018738E0,8.158035278E0
2.733008334E-2,2.837649078E0,4.393663330E0,8.229885864E0
3.735808333E-2,2.711311798E0,4.363575897E0,8.221952362E0
4.738508334E-2,2.669548645E0,4.315376129E0,8.233927460E0
5.741208333E-2,2.748584290E0,4.254602509E0,8.289911041E0
6.743908333E-2,2.782563629E0,4.211043091E0,8.346493378E0
7.746708333E-2,2.746338959E0,4.218677216E0,8.382418671E0
8.749408333E-2,2.711461487E0,4.144581299E0,8.424780579E0
9.752108333E-2,2.651136932E0,4.094136200E0,8.463549957E0
1.075480833E-1,2.530338135E0,4.066144409E0,8.508007507E0
1.175760833E-1,2.400707703E0,4.063150635E0,8.537047119E0
1.276030833E-1,2.354753265E0,4.045187988E0,8.560847626E0
1.376300833E-1,2.343227234E0,3.984264679E0,8.622070312E0
1.476570833E-1,2.370470581E0,3.926634521E0,8.716074829E0
1.576850833E-1,2.384541321E0,3.900438995E0,8.847052460E0
1.677120833E-1,2.401755524E0,3.870950317E0,9.002429352E0
1.777390833E-1,2.412832489E0,3.874393158E0,9.147777100E0
1.877660833E-1,2.379302216E0,3.903881836E0,9.146878967E0
1.977940833E-1,2.328857117E0,3.851341095E0,9.020092621E0
2.078210833E-1,2.265538788E0,3.799698486E0,8.938212891E0
2.178480833E-1,2.231110382E0,3.839515686E0,9.085955658E0
2.278760833E-1,2.206860809E0,3.962410126E0,9.432934113E0
2.379030833E-1,2.246977386E0,4.116589508E0,9.919572144E0
2.479300833E-1,2.236948242E0,4.240232391E0,1.033899994E1
2.579570833E-1,2.165995789E0,4.280498657E0,1.053763687E1
2.679850833E-1,2.077679443E0,4.275109863E0,1.054512131E1
2.780120833E-1,1.968406677E0,4.252806244E0,1.024649231E1
2.880390833E-1,1.770967255E0,4.301155701E0,9.887089691E0
2.980660833E-1,1.517993317E0,4.408183136E0,9.674681396E0
3.080940833E-1,1.348096619E0,4.550088043E0,9.424850922E0
3.181210833E-1,1.282383270E0,4.645739136E0,9.038204956E0
3.281480833E-1,1.184636536E0,4.744833069E0,8.538094940E0
3.381750833E-1,9.120533752E-1,4.941524048E0,8.053253174E0
3.482030833E-1,4.538562012E-1,5.027145996E0,7.690856781E0
3.582300833E-1,-6.152206421E-2,4.931644592E0,7.455546112E0
3.682570833E-1,-5.992039490E-1,4.635410614E0,7.454198914E0
3.782840833E-1,-1.067430267E0,4.224814453E0,7.450606384E0
3.883120833E-1,-1.337768097E0,3.766168213E0,7.357799377E0
3.983390833E-1,-8.551716614E-1,2.899919586E0,7.234306183E0
4.083660833E-1,-1.642085266E0,3.007096710E0,7.095395050E0
4.183930833E-1,-2.663112030E0,3.259172516E0,7.008874969E0
4.284210833E-1,-3.161874847E0,3.086132355E0,7.379354553E0
4.384480833E-1,-3.850442963E0,2.725532227E0,7.565267944E0
4.484750833E-1,-4.501439209E0,2.321821747E0,7.797584839E0
4.585030833E-1,-4.866679688E0,2.021695862E0,8.059091034E0
4.685300833E-1,-4.997058563E0,1.830842743E0,8.072413330E0
4.785570833E-1,-4.829107819E0,1.742227020E0,7.911048889E0
4.885840833E-1,-4.441563721E0,1.788181458E0,7.597151642E0
4.986113333E-1,-4.312981110E0,1.922901306E0,7.530540161E0
