beta,acc_thresh,gyro_thresh,score,zupt_ratio
0.05,0.1,0.0349065850398866,2204.67495658713,0
0.05,0.1,0.0523598775598299,2204.67495658713,0
0.05,0.1,0.0698131700797732,2204.67495658713,0
0.05,0.15,0.0349065850398866,2204.67495658713,0
0.05,0.15,0.0523598775598299,2204.67495658713,0
0.05,0.15,0.0698131700797732,2204.67495658713,0
0.05,0.2,0.0349065850398866,2204.67495658713,0
0.05,0.2,0.0523598775598299,2204.67495658713,0
0.05,0.2,0.0698131700797732,2204.67495658713,0
0.1,0.1,0.0349065850398866,1645.57130027431,0
0.1,0.1,0.0523598775598299,1645.57130027431,0
0.1,0.1,0.0698131700797732,1645.57130027431,0
0.1,0.15,0.0349065850398866,1645.57130027431,0
0.1,0.15,0.0523598775598299,1645.57130027431,0
0.1,0.15,0.0698131700797732,1645.57130027431,0
0.1,0.2,0.0349065850398866,1645.57130027431,0
0.1,0.2,0.0523598775598299,1645.57130027431,0
0.1,0.2,0.0698131700797732,1645.57130027431,0
0.2,0.1,0.0349065850398866,1612.27350716773,0
0.2,0.1,0.0523598775598299,1612.27350716773,0
0.2,0.1,0.0698131700797732,1612.27350716773,0
0.2,0.15,0.0349065850398866,1612.27350716773,0
0.2,0.15,0.0523598775598299,1612.27350716773,0
0.2,0.15,0.0698131700797732,1612.27350716773,0
0.2,0.2,0.0349065850398866,1612.27350716773,0
0.2,0.2,0.0523598775598299,1612.27350716773,0
0.2,0.2,0.0698131700797732,1612.27350716773,0
0.3,0.1,0.0349065850398866,1942.82667117678,0
0.3,0.1,0.0523598775598299,1942.82667117678,0
0.3,0.1,0.0698131700797732,1942.82667117678,0
0.3,0.15,0.0349065850398866,1942.82667117678,0
0.3,0.15,0.0523598775598299,1942.82667117678,0
0.3,0.15,0.0698131700797732,1942.82667117678,0
0.3,0.2,0.0349065850398866,1942.82667117678,0
0.3,0.2,0.0523598775598299,1942.82667117678,0
0.3,0.2,0.0698131700797732,1942.82667117678,0
