"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.262083333E-3,1.435453072E-2,2.838720940E-2,-3.631035611E-2
1.228908333E-2,-6.524016708E-2,6.434974074E-2,-5.659272522E-2
2.231708333E-2,-1.420130879E-1,1.215532124E-1,-6.402759254E-2
3.234408333E-2,-2.148745060E-1,1.715756357E-1,-6.833951175E-2
4.237108333E-2,-2.808680832E-1,2.158413231E-1,-7.308079302E-2
5.239808332E-2,-3.286712766E-1,2.663481832E-1,-8.161862195E-2
6.242608333E-2,-3.672761917E-1,3.276961446E-1,-9.382650256E-2
7.245308332E-2,-3.927458823E-1,3.851051033E-1,-1.016737744E-1
8.248008334E-2,-4.119002521E-1,4.101813436E-1,-1.081484705E-1
9.250708333E-2,-4.222141504E-1,4.071080387E-1,-1.138793305E-1
1.025350833E-1,-4.230747521E-1,4.050793052E-1,-1.168690920E-1
1.125620833E-1,-4.183724225E-1,4.009689689E-1,-1.162682772E-1
1.225890833E-1,-4.097540081E-1,3.844611049E-1,-1.172734350E-1
1.326170833E-1,-4.034966528E-1,3.684949279E-1,-1.261833012E-1
1.426440833E-1,-3.981133699E-1,3.642945886E-1,-1.399887204E-1
1.526710833E-1,-3.876980245E-1,3.893517256E-1,-1.526222229E-1
1.626980833E-1,-3.709011972E-1,4.458887875E-1,-1.606796235E-1
1.727260833E-1,-3.474065065E-1,5.117660761E-1,-1.654501408E-1
1.827530833E-1,-3.195008636E-1,6.046469808E-1,-1.717450470E-1
1.927800833E-1,-2.984874547E-1,6.924253106E-1,-1.800501198E-1
2.028070833E-1,-2.925946414E-1,7.263870835E-1,-1.978227496E-1
2.128350833E-1,-2.904702127E-1,7.347105145E-1,-2.139095664E-1
2.228620833E-1,-2.777284682E-1,7.953225970E-1,-2.209929228E-1
2.328890833E-1,-2.454989105E-1,9.797483683E-1,-2.359114140E-1
2.429160833E-1,-1.681271493E-1,1.270387769E0,-2.620111406E-1
2.529440833E-1,-6.571929157E-2,1.649812102E0,-3.051221371E-1
2.629710833E-1,5.745578185E-2,2.037207365E0,-3.562671542E-1
2.729980833E-1,1.749254167E-1,2.437609911E0,-3.984947801E-1
2.830250833E-1,2.844007909E-1,2.782288790E0,-4.425726831E-1
2.930530833E-1,3.796434104E-1,3.067788124E0,-4.961858392E-1
3.030800833E-1,4.449201524E-1,3.307288170E0,-5.761210918E-1
3.131070833E-1,4.585611224E-1,3.423273802E0,-7.039624453E-1
3.231340833E-1,3.898066878E-1,3.426834345E0,-9.074435234E-1
3.331620833E-1,2.481789738E-1,3.328800678E0,-1.152034044E0
3.431890833E-1,5.776741356E-2,3.204176188E0,-1.386390328E0
3.532160833E-1,-1.305731982E-1,3.057480812E0,-1.571071267E0
3.632440833E-1,-2.576819658E-1,2.867554188E0,-1.697289109E0
3.732710833E-1,-3.220452368E-1,2.736602068E0,-1.778943777E0
3.832980833E-1,-3.366090655E-1,2.690186739E0,-1.863811851E0
3.933250833E-1,-3.222058713E-1,2.491300821E0,-2.066100121E0
4.033530833E-1,-2.394549996E-1,2.061181068E0,-2.229981422E0
4.133800833E-1,-1.131082475E-1,1.869183302E0,-2.269491911E0
4.234070833E-1,3.513137251E-2,1.604887843E0,-2.213162422E0
4.334340833E-1,2.040130645E-1,1.183708668E0,-2.084758043E0
4.434620833E-1,3.847841918E-1,7.477092743E-1,-1.863497734E0
4.534890833E-1,5.894377828E-1,4.067613184E-1,-1.564983726E0
4.635160833E-1,7.885675430E-1,2.009510249E-1,-1.230997682E0
4.735430833E-1,9.605944157E-1,3.981032968E-2,-9.070654511E-1
4.835710833E-1,1.071116686E0,-1.388338506E-1,-6.489880085E-1
4.935973333E-1,1.118946552E0,-3.600450754E-1,-4.990765452E-1
5.036243333E-1,1.134226441E0,-6.277449131E-1,-3.994338512E-1
5.136513333E-1,1.131915331E0,-8.492797017E-1,-2.726072073E-1
5.236793333E-1,1.123381019E0,-8.853153586E-1,-2.778773382E-2
5.337063333E-1,1.131603837E0,-6.428782344E-1,2.701457143E-1
5.437333333E-1,1.171648383E0,-2.236688286E-1,4.890580475E-1
5.537613333E-1,1.236430764E0,1.896574944E-1,5.503837466E-1
5.637883333E-1,1.303500175E0,5.636273623E-1,4.591682553E-1
5.738153333E-1,1.230886698E0,7.596674562E-1,2.141563743E-1
5.838423333E-1,8.468908668E-1,5.675852895E-1,-8.461124450E-2
5.938703333E-1,3.334605396E-1,3.161727488E-1,-2.883917987E-1
6.038973333E-1,-9.919831902E-2,2.085694671E-1,-3.044072390E-1
6.139243333E-1,-4.303304255E-1,-7.094522007E-4,-2.125311345E-1
6.239513333E-1,-6.532822847E-1,-3.345130086E-1,-8.396820724E-2
6.339793333E-1,-8.158842325E-1,-6.141169667E-1,2.693141066E-2
6.440063333E-1,-9.254686236E-1,-8.478785157E-1,1.024606973E-1
6.540333333E-1,-9.960509539E-1,-1.035680413E0,1.749745756E-1
6.640603333E-1,-1.053887963E0,-9.086752534E-1,2.019017041E-1
6.740883333E-1,-9.798145890E-1,-6.685268283E-1,1.919577271E-1
6.841153333E-1,-8.322221041E-1,-3.845539689E-1,1.506340504E-1
6.941423333E-1,-6.989396811E-1,-2.733787298E-1,7.155948132E-2
7.041693333E-1,-6.252611876E-1,-4.457635880E-1,2.335868031E-2
7.141973333E-1,-6.345604062E-1,-8.315858245E-1,2.577816322E-2
7.242243333E-1,-7.153869271E-1,-1.215382338E0,4.891178757E-2
7.342513333E-1,-8.413869739E-1,-1.520054340E0,7.648535818E-2
7.442793333E-1,-1.001001596E0,-1.807572961E0,1.056640670E-1
7.543063333E-1,-1.265888453E0,-1.925497770E0,1.164546609E-1
7.643333333E-1,-1.420291424E0,-2.024125099E0,1.622689664E-1
7.743603333E-1,-1.474618316E0,-2.056805849E0,2.499269098E-1
7.843883333E-1,-1.439503789E0,-2.082155943E0,3.366648555E-1
7.944153333E-1,-1.308626533E0,-2.118079901E0,4.027155340E-1
8.044423333E-1,-1.052260637E0,-2.096757650E0,4.829237759E-1
8.144693333E-1,-6.908505559E-1,-1.579849958E0,5.113575459E-1
8.244973333E-1,-3.010749817E-1,-9.603145123E-1,4.767210484E-1
8.345243333E-1,8.573906869E-2,-3.903714120E-1,4.641386569E-1
8.445513333E-1,3.924926221E-1,-2.505645156E-2,4.257315695E-1
8.545783333E-1,4.406321943E-1,4.029672220E-2,2.615095973E-1
8.646063333E-1,3.506664634E-1,-1.937838942E-1,8.870711178E-2
8.746333333E-1,3.443798125E-1,-4.856136143E-1,4.235346243E-2
8.846603333E-1,3.256640136E-1,-8.330848217E-1,3.641403094E-2
8.946873333E-1,2.430655509E-1,-1.194528461E0,-3.034307621E-3
9.047153333E-1,1.287072897E-1,-1.476185441E0,-8.921504766E-2
9.147423333E-1,-1.536041126E-2,-1.517532587E0,-2.000933737E-1
9.247693333E-1,-1.434309781E-1,-1.294310212E0,-2.622448206E-1
9.347963333E-1,-2.157568336E-1,-9.871127009E-1,-2.287012488E-1
9.448243333E-1,-2.334245294E-1,-8.230109811E-1,-1.307317615E-1
9.548513333E-1,-2.373444438E-1,-8.988423347E-1,-6.787396967E-2
9.648783333E-1,-3.000106215E-1,-1.140259743E0,-7.066160440E-2
9.749063333E-1,-4.028765559E-1,-1.299400091E0,5.444571376E-2
9.849333333E-1,-5.572158098E-1,-1.540770054E0,1.445911974E-1
9.949603333E-1,-6.422215104E-1,-1.859612226E0,8.523493260E-2
1.004987333E0,-6.605569124E-1,-2.104023457E0,-3.100592270E-2
1.015015333E0,-5.875040293E-1,-2.355114937E0,-1.055043936E-1
1.025042333E0,-4.442756772E-1,-2.598010302E0,-1.256157905E-1
1.035069333E0,-2.510513365E-1,-2.787327528E0,-1.093670353E-1
1.045096333E0,-9.782265127E-2,-2.794016838E0,-1.274805367E-1
1.055124333E0,-1.679671258E-1,-2.545957565E0,-2.072208971E-1
1.065151333E0,-4.179709852E-1,-2.211621046E0,-3.217663765E-1
1.075178333E0,-7.335784435E-1,-2.000276089E0,-4.043565989E-1
1.085205333E0,-1.001756430E0,-1.861801505E0,-3.978342116E-1
1.095233333E0,-1.113016367E0,-1.780447960E0,-3.196217120E-1
1.105260333E0,-1.059870958E0,-1.719711304E0,-2.051714361E-1
1.115287333E0,-9.372133017E-1,-1.705901742E0,-1.065878868E-1
1.125314333E0,-8.289870024E-1,-1.751279116E0,-5.829344317E-2
1.135342333E0,-8.051045537E-1,-1.819371104E0,-7.939606905E-2
1.145369333E0,-8.748482466E-1,-1.949640393E0,-1.475694180E-1
1.155396333E0,-9.320819378E-1,-2.055836678E0,-2.287665308E-1
1.165424333E0,-9.022973776E-1,-2.207978249E0,-2.804914713E-1
1.175451333E0,-8.040520549E-1,-2.491998434E0,-2.701935470E-1
1.185478333E0,-6.965256333E-1,-2.842079878E0,-1.467799842E-1
1.195505333E0,-6.944621801E-1,-2.836167097E0,4.953867197E-2
1.205533333E0,-8.741226196E-1,-2.484617472E0,2.048766911E-1
1.215560333E0,-1.234281063E0,-1.982572675E0,2.439109087E-1
1.225587333E0,-1.656747937E0,-1.497448564E0,1.486641914E-1
1.235614333E0,-1.961255670E0,-1.255836010E0,6.494878978E-2
1.245642333E0,-2.030381203E0,-1.392600298E0,8.158113062E-2
1.255669333E0,-1.832303405E0,-1.867307663E0,1.833785921E-1
1.265696333E0,-1.372418404E0,-2.495438576E0,3.117444217E-1
1.275723333E0,-7.753714323E-1,-2.865824938E0,3.542127907E-1
1.285751333E0,-1.715095043E-1,-2.817566633E0,2.678582072E-1
1.295778333E0,3.239235580E-1,-2.516596794E0,1.646028608E-1
1.305805333E0,6.874081492E-1,-2.209081888E0,9.842570871E-2
1.315833333E0,8.941751719E-1,-2.311351776E0,1.242011189E-1
1.325860333E0,1.000868678E0,-2.897500992E0,2.348033786E-1
1.335887333E0,1.115126371E0,-3.164219141E0,4.261869490E-1
1.345914333E0,1.361728668E0,-3.202876568E0,5.856279731E-1
1.355942333E0,1.841869950E0,-2.830393553E0,6.212520003E-1
1.365969333E0,2.416637659E0,-2.094145775E0,4.170792103E-1
1.375996333E0,2.836380482E0,-1.328713298E0,3.500374779E-2
1.386023333E0,2.980328083E0,-7.475464940E-1,-2.957391441E-1
1.396051333E0,2.930382252E0,-3.999858499E-1,-4.563205838E-1
1.406078333E0,2.844581127E0,-3.175852597E-1,-5.371658802E-1
1.416105333E0,2.859600306E0,-4.366165698E-1,-5.834668279E-1
1.426132333E0,3.027343750E0,-6.691114306E-1,-5.840685964E-1
1.436160333E0,3.328916788E0,-9.260126948E-1,-5.679870844E-1
1.446187333E0,3.674507380E0,-1.142144799E0,-5.601788163E-1
1.456214333E0,3.859895945E0,-1.084774256E0,-5.921047926E-1
1.466242333E0,3.876148224E0,-7.035517693E-1,-6.125491858E-1
1.476269333E0,3.785730600E0,-1.372492015E-1,-6.429137588E-1
1.486296333E0,3.712323904E0,3.467761874E-1,-7.006421685E-1
1.496323583E0,3.810270548E0,3.348766267E-1,-7.402636409E-1
1.506351583E0,4.140119553E0,-2.004046589E-1,-7.566286922E-1
1.516378583E0,4.635126591E0,-9.995545745E-1,-7.615664601E-1
1.526405583E0,5.141526222E0,-1.671853423E0,-7.514125109E-1
1.536432583E0,5.421351910E0,-2.149514675E0,-7.416206002E-1
1.546460583E0,5.390888691E0,-2.388338566E0,-7.419991493E-1
1.556487583E0,5.096405029E0,-2.451260567E0,-7.506216764E-1
1.566514583E0,4.680632591E0,-2.333485365E0,-7.837011814E-1
1.576542583E0,4.262286663E0,-2.171077967E0,-8.569543958E-1
1.586569583E0,3.900557518E0,-2.078894615E0,-9.624875784E-1
1.596596583E0,3.610808134E0,-2.168670416E0,-1.057843924E0
1.606623583E0,3.377966404E0,-2.396045685E0,-1.116935015E0
1.616651583E0,3.138600826E0,-2.732009649E0,-1.014017463E0
1.626678583E0,2.833228588E0,-2.832495689E0,-7.439790368E-1
1.636705583E0,2.501733780E0,-2.621755838E0,-3.808448315E-1
1.646732583E0,2.182761669E0,-2.158629417E0,3.999620304E-2
1.656760583E0,1.887421012E0,-1.760073781E0,3.854774535E-1
1.666787583E0,1.558959603E0,-1.333109498E0,6.356683969E-1
1.676814583E0,1.244839191E0,-9.432749152E-1,7.434430122E-1
1.686841583E0,1.026679277E0,-6.266832352E-1,7.527210116E-1
1.696869583E0,9.351256490E-1,-4.783574045E-1,7.437850237E-1
1.706896583E0,9.522019625E-1,-4.915304780E-1,7.866121531E-1
1.716923583E0,9.965651631E-1,-5.823978186E-1,8.849832416E-1
1.726951583E0,9.577430487E-1,-6.949135065E-1,1.001350403E0
1.736978583E0,7.581878901E-1,-8.130372167E-1,1.143324018E0
1.747005583E0,3.707022369E-1,-8.951938748E-1,1.310945034E0
1.757032583E0,-1.495817304E-1,-8.345260024E-1,1.463197351E0
1.767060583E0,-7.294314504E-1,-6.239676476E-1,1.560477614E0
1.777087583E0,-1.331552505E0,-2.799122632E-1,1.635981679E0
1.787114583E0,-1.915387988E0,5.051868036E-2,1.770372033E0
1.797141583E0,-2.437499762E0,3.213959932E-1,1.995396852E0
1.807169583E0,-2.862025023E0,3.762750328E-1,2.336353540E0
1.817196583E0,-3.077064514E0,1.608849764E-1,2.727350712E0
1.827223583E0,-3.024138212E0,-2.674075365E-1,3.093060970E0
1.837251583E0,-2.747963667E0,-8.191491961E-1,3.361110687E0
1.847278583E0,-2.335520029E0,-1.300765276E0,3.468642235E0
1.857305583E0,-1.957889795E0,-1.636095881E0,3.371061563E0
1.867332583E0,-1.716623783E0,-1.921062350E0,3.104573011E0
