"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
9.120234251E-1,5.058421113E1,8.700968754E0,1.778280573E2,0.000000000E0,2.384294407E2,4.746058846E0,3.361467308E0
1.912010908E0,5.058421401E1,8.700972584E0,1.774874134E2,1.232929997E-1,2.384294437E2,4.744694848E0,3.363392310E0
2.911998391E0,5.058422499E1,8.700987027E0,1.776078182E2,2.300408516E-1,2.384294547E2,4.743639281E0,3.364880890E0
3.911985874E0,5.058425463E1,8.701021553E0,1.772364566E2,1.721166556E0,2.577568939E1,4.741933383E0,3.367284488E0
4.911973000E0,5.058428177E1,8.701048595E0,1.772142129E2,2.629051674E0,3.014323118E1,4.740322052E0,3.369552474E0
5.911960840E0,5.058430946E1,8.701072806E0,1.775682380E2,3.011646498E0,2.979731447E1,4.740532201E0,3.369256815E0
6.911948442E0,5.058433531E1,8.701094481E0,1.772284939E2,3.132100916E0,2.935464570E1,4.739105441E0,3.371263361E0
7.911935210E0,5.058435830E1,8.701107220E0,1.775220251E2,3.012247369E0,2.408949456E1,4.737717537E0,3.373213538E0
8.911923885E0,5.058438669E1,8.701111652E0,1.770416355E2,3.041309299E0,1.420821294E1,4.736287446E0,3.375221217E0
9.911911488E0,5.058441520E1,8.701114800E0,1.777362918E2,3.115751889E0,9.413127194E0,4.737389741E0,3.373673883E0
1.091189897E1,5.058444399E1,8.701115014E0,1.770685611E2,3.125377946E0,5.142481469E0,4.736943667E0,3.374300183E0
1.191188633E1,5.058446968E1,8.701111329E0,1.776361294E2,2.942240295E0,3.941019544E-1,4.736111802E0,3.375467677E0
1.291187394E1,5.058449701E1,8.701105653E0,1.770017371E2,3.030787186E0,3.556165308E2,4.734386307E0,3.377887406E0
1.391186106E1,5.058452124E1,8.701093827E0,1.775800063E2,2.869080889E0,3.500339734E2,4.733686846E0,3.378867543E0
1.491184855E1,5.058454492E1,8.701083389E0,1.771796138E2,2.789050360E0,3.464150130E2,4.735173645E0,3.376783615E0
1.591183662E1,5.058457317E1,8.701071148E0,1.772514450E2,2.947133639E0,3.451160074E2,4.730792842E0,3.382918285E0
