beta,acc_thresh,gyro_thresh,score,zupt_ratio
0.05,0.1,0.0349065850398866,1695.30219592723,0
0.05,0.1,0.0523598775598299,1695.30219592723,0
0.05,0.1,0.0698131700797732,1695.30219592723,0
0.05,0.15,0.0349065850398866,1695.30219592723,0
0.05,0.15,0.0523598775598299,1695.30219592723,0
0.05,0.15,0.0698131700797732,1695.30219592723,0
0.05,0.2,0.0349065850398866,1695.30219592723,0
0.05,0.2,0.0523598775598299,1695.30219592723,0
0.05,0.2,0.0698131700797732,1695.30219592723,0
0.1,0.1,0.0349065850398866,1809.24620000609,0
0.1,0.1,0.0523598775598299,1809.24620000609,0
0.1,0.1,0.0698131700797732,1809.24620000609,0
0.1,0.15,0.0349065850398866,1809.24620000609,0
0.1,0.15,0.0523598775598299,1809.24620000609,0
0.1,0.15,0.0698131700797732,1809.24620000609,0
0.1,0.2,0.0349065850398866,1809.24620000609,0
0.1,0.2,0.0523598775598299,1809.24620000609,0
0.1,0.2,0.0698131700797732,1809.24620000609,0
0.2,0.1,0.0349065850398866,1088.50744494174,0
0.2,0.1,0.0523598775598299,1088.50744494174,0
0.2,0.1,0.0698131700797732,1088.50744494174,0
0.2,0.15,0.0349065850398866,1088.50744494174,0
0.2,0.15,0.0523598775598299,1088.50744494174,0
0.2,0.15,0.0698131700797732,1088.50744494174,0
0.2,0.2,0.0349065850398866,1088.50744494174,0
0.2,0.2,0.0523598775598299,1088.50744494174,0
0.2,0.2,0.0698131700797732,1088.50744494174,0
0.3,0.1,0.0349065850398866,1465.38265681449,0
0.3,0.1,0.0523598775598299,1465.38265681449,0
0.3,0.1,0.0698131700797732,1465.38265681449,0
0.3,0.15,0.0349065850398866,1465.38265681449,0
0.3,0.15,0.0523598775598299,1465.38265681449,0
0.3,0.15,0.0698131700797732,1465.38265681449,0
0.3,0.2,0.0349065850398866,1465.38265681449,0
0.3,0.2,0.0523598775598299,1465.38265681449,0
0.3,0.2,0.0698131700797732,1465.38265681449,0
