"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.913166657E-3,-6.617888031E0,4.734205170E0,4.962480469E0
1.793716662E-2,-6.368356934E0,4.648283844E0,5.325026550E0
2.796216658E-2,-6.140381012E0,4.640200653E0,5.657934265E0
3.798616654E-2,-6.023623810E0,4.651127930E0,5.881419525E0
4.801016650E-2,-6.029910736E0,4.629273376E0,5.939349060E0
5.803516647E-2,-6.074517975E0,4.497547302E0,5.960754547E0
6.805916666E-2,-6.106701050E0,4.417314148E0,5.877677307E0
7.808416663E-2,-6.090834045E0,4.308191071E0,5.823939056E0
8.810816659E-2,-6.045478363E0,4.194876709E0,5.909411316E0
9.813316655E-2,-6.021528168E0,4.122726746E0,6.006259918E0
1.081571665E-1,-5.956114197E0,4.026776276E0,6.249653778E0
1.181821665E-1,-5.835914154E0,3.964356079E0,6.575675812E0
1.282061667E-1,-5.795647888E0,3.919748840E0,6.729855194E0
1.382301666E-1,-5.860163727E0,3.911815338E0,6.769373016E0
1.482551666E-1,-5.914650421E0,3.955524445E0,6.737189941E0
1.582791666E-1,-5.834566956E0,3.977678375E0,6.659800873E0
1.683041665E-1,-5.767656097E0,4.023333435E0,6.664890289E0
1.783281665E-1,-5.763315125E0,4.052672424E0,6.700665894E0
1.883531664E-1,-5.737269287E0,4.024381256E0,6.745722198E0
1.983771666E-1,-5.750741272E0,3.951183472E0,6.831643524E0
2.084011666E-1,-5.772146759E0,3.892804871E0,6.864275665E0
2.184261666E-1,-5.707181854E0,3.883075104E0,6.859036560E0
2.284501665E-1,-5.579647064E0,3.907474365E0,6.937623138E0
2.384751665E-1,-5.468428345E0,3.974235535E0,7.002288666E0
2.484991665E-1,-5.362299042E0,4.040996704E0,7.053332520E0
2.585241667E-1,-5.308560791E0,4.033212891E0,7.182813263E0
2.685481666E-1,-5.306465149E0,4.009262695E0,7.269033966E0
2.785731666E-1,-5.333409119E0,4.002227325E0,7.229366455E0
2.885971665E-1,-5.382956085E0,4.004472656E0,7.049290924E0
2.986211665E-1,-5.434598694E0,4.027824097E0,6.852599945E0
3.086461665E-1,-5.310806122E0,3.991898804E0,6.780300293E0
3.186701667E-1,-5.055437164E0,3.862118683E0,7.004234619E0
3.286951666E-1,-4.758754120E0,3.766467590E0,7.372917938E0
3.387191666E-1,-4.503983917E0,3.729943542E0,7.649243317E0
3.487441665E-1,-4.342619476E0,3.625610504E0,7.782915344E0
3.587681665E-1,-4.303999786E0,3.523223419E0,7.823480988E0
3.687931665E-1,-4.335135040E0,3.459456024E0,7.779322815E0
3.788171667E-1,-4.283342743E0,3.272195435E0,7.935148773E0
3.888411666E-1,-4.075125732E0,2.957250366E0,8.276289368E0
3.988661666E-1,-3.887266388E0,2.938838654E0,8.256530457E0
4.088901666E-1,-3.772904205E0,2.942281494E0,8.575068054E0
4.189151665E-1,-3.649261322E0,2.910697174E0,8.653804321E0
4.289391665E-1,-3.457360382E0,2.943179626E0,9.028924255E0
4.389641664E-1,-3.351979523E0,2.657423859E0,9.111851807E0
4.489881666E-1,-3.370989990E0,2.199376373E0,8.902736664E0
4.590131666E-1,-3.532055054E0,1.976489868E0,8.667425995E0
4.690371666E-1,-3.705544281E0,1.907034302E0,8.502169647E0
4.790611665E-1,-3.699257355E0,1.887874146E0,8.664731598E0
4.890861665E-1,-3.552562408E0,1.914069672E0,8.987310791E0
4.991101664E-1,-3.290756836E0,2.006577301E0,9.473948822E0
5.091351666E-1,-2.998564453E0,2.031126251E0,9.978998566E0
5.191591666E-1,-2.808908844E0,2.044598236E0,1.028960266E1
5.291841666E-1,-2.692900085E0,1.911824341E0,1.018601807E1
5.392081665E-1,-2.714455261E0,1.690734100E0,9.799521790E0
5.492331665E-1,-2.895728302E0,1.579365692E0,9.386380920E0
5.592571665E-1,-3.332819366E0,1.803000641E0,9.084159393E0
5.692821667E-1,-3.627706146E0,1.955533447E0,8.901838531E0
5.793061666E-1,-3.484004974E0,2.010169830E0,8.814719696E0
5.893301666E-1,-3.257076874E0,2.164349213E0,8.846304016E0
5.993551665E-1,-3.028951263E0,2.296823730E0,8.864566040E0
6.093791665E-1,-2.796185303E0,2.350561981E0,8.906329193E0
6.194041665E-1,-2.611319733E0,2.355352020E0,9.062304840E0
6.294281667E-1,-2.613265686E0,2.164498901E0,9.282496948E0
6.394531666E-1,-2.815944214E0,1.829645233E0,9.638157349E0
