"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.921666648E-4,-7.712820172E-2,-7.186777592E-1,-6.573617458E-2
1.041716663E-2,-1.512029618E-1,-7.968604565E-1,-7.733264565E-2
2.044116659E-2,-1.984029412E-1,-8.184896708E-1,-9.465921670E-2
3.046616656E-2,-2.224006802E-1,-8.019613028E-1,-1.224104166E-1
4.049016652E-2,-2.413733304E-1,-7.695275545E-1,-1.559403092E-1
5.051516648E-2,-2.548681200E-1,-7.505661249E-1,-1.781372279E-1
6.053916644E-2,-2.739180028E-1,-7.422109842E-1,-1.910672784E-1
7.056416664E-2,-3.054692745E-1,-7.679921985E-1,-2.021822482E-1
8.058816660E-2,-3.436701298E-1,-8.112721443E-1,-2.078541517E-1
9.061216656E-2,-3.776371479E-1,-8.378960490E-1,-2.049132288E-1
1.006371665E-1,-3.943046033E-1,-8.537784219E-1,-1.914193630E-1
1.106611665E-1,-3.764902055E-1,-8.390433788E-1,-1.809251755E-1
1.206861665E-1,-3.355478346E-1,-7.872757316E-1,-1.811501533E-1
1.307101666E-1,-2.919793129E-1,-7.200785875E-1,-1.780486405E-1
1.407351666E-1,-2.657200396E-1,-6.725450754E-1,-1.651090980E-1
1.507591666E-1,-2.545835078E-1,-6.448961496E-1,-1.514710486E-1
1.607831665E-1,-2.569420040E-1,-6.313344240E-1,-1.471010894E-1
1.708081665E-1,-2.647038102E-1,-6.244078279E-1,-1.486800760E-1
1.808321665E-1,-2.731876671E-1,-6.304690242E-1,-1.616880894E-1
1.908571667E-1,-2.824261785E-1,-6.313265562E-1,-1.694946140E-1
2.008811666E-1,-2.883476019E-1,-6.301369071E-1,-1.592477411E-1
2.109061666E-1,-3.000971973E-1,-6.484118104E-1,-1.399395615E-1
2.209301665E-1,-3.137306273E-1,-6.794720888E-1,-1.328216344E-1
2.309551665E-1,-3.230682015E-1,-7.095479965E-1,-1.403045803E-1
2.409791665E-1,-3.365500569E-1,-7.498083115E-1,-1.701034755E-1
2.510031667E-1,-3.463686109E-1,-7.922372818E-1,-2.061402947E-1
2.610281666E-1,-3.583691716E-1,-8.466416001E-1,-2.374910265E-1
2.710521666E-1,-3.710593879E-1,-9.007421136E-1,-2.591182888E-1
2.810771666E-1,-3.970805407E-1,-9.843571782E-1,-2.717713714E-1
2.911011665E-1,-4.333802164E-1,-1.111521006E0,-2.802250385E-1
3.011261665E-1,-4.755046964E-1,-1.281780243E0,-2.941677570E-1
3.111501667E-1,-5.106664300E-1,-1.457409859E0,-3.198603392E-1
3.211751666E-1,-5.240474343E-1,-1.592594385E0,-3.559461832E-1
3.311991666E-1,-5.291713476E-1,-1.679692030E0,-4.025499225E-1
3.412231666E-1,-5.333913565E-1,-1.728455186E0,-4.609715939E-1
3.512481665E-1,-5.456797481E-1,-1.762166977E0,-5.044125915E-1
3.612721665E-1,-5.621464252E-1,-1.828609109E0,-5.278273821E-1
3.712971664E-1,-5.892502069E-1,-1.875292182E0,-5.372816324E-1
3.813211666E-1,-6.828167439E-1,-1.707935095E0,-5.339852571E-1
3.913461666E-1,-6.734197736E-1,-1.581897020E0,-5.325937867E-1
4.013701666E-1,-6.865301728E-1,-1.545902848E0,-5.332161188E-1
4.113951665E-1,-7.294642925E-1,-1.481101751E0,-5.495926738E-1
4.214191665E-1,-7.395016551E-1,-1.366787553E0,-5.902628303E-1
4.314431665E-1,-7.498522997E-1,-1.202020645E0,-6.285159588E-1
4.414681667E-1,-7.470825315E-1,-1.060873628E0,-6.232247949E-1
4.514921666E-1,-7.457429171E-1,-9.843268394E-1,-5.679993629E-1
4.615171666E-1,-7.499551773E-1,-9.717234373E-1,-4.659232795E-1
4.715411665E-1,-7.536830902E-1,-1.012010932E0,-3.490387201E-1
4.815661665E-1,-7.386852503E-1,-1.052699447E0,-2.543520033E-1
4.915901665E-1,-6.936559677E-1,-1.049857140E0,-2.034238130E-1
5.016151667E-1,-6.108955741E-1,-1.022635818E0,-2.074351311E-1
5.116391666E-1,-4.978294969E-1,-9.231340289E-1,-2.503642142E-1
5.216641666E-1,-3.963055313E-1,-7.934066653E-1,-2.915057838E-1
5.316881665E-1,-3.315015137E-1,-6.896086335E-1,-2.812584639E-1
5.417121665E-1,-3.104718626E-1,-5.984914899E-1,-2.073962539E-1
5.517371665E-1,-3.313225508E-1,-4.634868503E-1,-6.933025271E-2
5.617611667E-1,-3.969563842E-1,-3.447874486E-1,1.207128838E-1
5.717861666E-1,-5.122904778E-1,-3.917405903E-1,2.790929377E-1
5.818101666E-1,-6.386228800E-1,-4.382649064E-1,3.714754581E-1
5.918351666E-1,-7.727985382E-1,-4.078902304E-1,4.085464180E-1
6.018591665E-1,-9.265288115E-1,-3.571419418E-1,4.052512944E-1
6.118841665E-1,-1.094502926E0,-2.933179736E-1,3.886392713E-1
6.219081664E-1,-1.234057188E0,-2.128788978E-1,4.002727866E-1
6.319321666E-1,-1.319995165E0,-9.849265218E-2,4.884063900E-1
6.419571666E-1,-1.323150992E0,-1.059159823E-2,6.572477221E-1
6.519811666E-1,-1.244249821E0,3.380889073E-2,8.600937724E-1
6.620066667E-1,-1.089364052E0,7.445110939E-3,1.036725283E0
6.720306666E-1,-8.511214256E-1,-1.338640228E-2,1.123934269E0
6.820556666E-1,-5.795565844E-1,1.098245457E-1,1.111606598E0
6.920796665E-1,-3.342927694E-1,3.891387582E-1,1.076363087E0
7.021046665E-1,-1.433807462E-1,6.473757625E-1,1.050177097E0
7.121286665E-1,3.790068906E-3,7.442266345E-1,1.016256690E0
7.221536667E-1,1.377932131E-1,6.512370706E-1,9.807667136E-1
7.321776666E-1,2.932019532E-1,4.174634814E-1,9.635594487E-1
7.422016666E-1,5.057904720E-1,1.692311764E-1,9.400738478E-1
7.522266665E-1,7.657525539E-1,1.350283436E-2,9.063894153E-1
7.622506665E-1,1.048359990E0,-1.805094257E-2,8.511332273E-1
7.722756665E-1,1.314566970E0,-4.216153175E-4,7.410911322E-1
7.822996667E-1,1.442837596E0,-3.880364448E-2,5.058270097E-1
7.923246666E-1,1.380329728E0,-1.940973699E-1,2.097399533E-1
8.023486666E-1,1.197533965E0,-3.815488517E-1,-1.474690391E-3
8.123736666E-1,1.002543688E0,-4.713365436E-1,-6.489200890E-2
8.223976665E-1,8.442693949E-1,-4.939650297E-1,-3.599638864E-2
8.324226665E-1,7.174919844E-1,-4.298321009E-1,1.277540997E-2
8.424466664E-1,5.943683982E-1,-3.768874109E-1,4.084680974E-2
8.524716666E-1,4.859465957E-1,-3.539975584E-1,3.182747960E-2
8.624956666E-1,4.138014615E-1,-3.240089417E-1,4.058969207E-3
8.725196666E-1,3.923023045E-1,-3.028538525E-1,-2.241737768E-2
8.825446665E-1,4.192850292E-1,-3.047434390E-1,-5.193913728E-2
8.925686665E-1,4.826972783E-1,-2.924340367E-1,-1.129923686E-1
9.025936665E-1,5.423928499E-1,-3.842045367E-1,-1.690833718E-1
9.126176666E-1,5.508912802E-1,-4.921749532E-1,-2.165869772E-1
9.226426666E-1,5.094051957E-1,-3.524929583E-1,-1.825135350E-1
9.326666666E-1,4.606666863E-1,-2.466493249E-1,-1.514443010E-1
9.426916665E-1,4.760180712E-1,-1.570466459E-1,-7.896729559E-2
9.527156665E-1,4.818956852E-1,9.790097177E-2,-5.025921389E-2
9.627406665E-1,4.702350795E-1,2.855266929E-1,-4.496743903E-2
