Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°),DGM_Height_m
0.0107960701,50.58446367,8.699741718,179.78574,,,70.295014,220.05152,161.8350067138672
0.03941404819,50.58446415,8.699746241,179.7097627,,,71.46053315,228.4143163,161.8350067138672
0.4350560904,50.58389557,8.699522612,177.1123046,,,43.59539045,32.47584,163.43701171875
1.578605175,50.58387889,8.699509598,176.4981406,,,42.59490027,87.86103671,163.65501403808594
2.130435109,50.58387069,8.699511045,177.1123084,,,42.26122897,30.990336,163.906005859375
2.5786134,50.58395293,8.699554365,177.0699551,0.4828546047,,32.54250782,16.02528995,163.23800659179688
2.888087874,50.5839425,8.699550226,177.1123084,0.4828546047,,33.78583683,30.3961344,163.20201110839844
4.960656291,50.58400741,8.699405462,177.2656032,0.7170897126,,30.46743054,24.24928852,163.41500854492188
5.91066361,50.58387605,8.699362593,177.4180819,0.8726593256,,25.33020552,14.4503129,163.9650115966797
6.860670811,50.58393611,8.699375262,177.5112977,0.8632774353,,21.12779281,9.295797214,163.91600036621094
7.810676938,50.58399625,8.6994027,177.6089609,0.8726593256,219.8011282,18.1921819,8.419359537,163.43101501464844
8.760684496,50.58402162,8.699409065,177.6775836,2.173190355,223.0874658,15.57169209,13.0175526,163.2370147705078
9.716690904,50.58402433,8.699409772,177.7334895,3.289422035,226.9099547,15.73383077,15.29886139,163.2370147705078
10.71708501,50.58406209,8.699441594,177.7482602,3.898201466,226.549034,12.46740529,10.30199968,163.15301513671875
11.7169689,50.58406699,8.699444536,177.7565771,3.898201466,222.9908369,11.46042818,10.10542218,162.98800659179688
12.71697593,50.58407879,8.699446293,177.7649385,4.131556511,223.8423424,9.526646707,12.95530704,162.97500610351562
13.71684445,50.5840651,8.699420307,177.7595158,4.218139648,220.8989393,9.747905947,10.13859051,163.1580047607422
14.71716488,50.5840444,8.699389033,177.7665899,4.218139648,226.2240452,10.22844645,10.71500694,163.39601135253906
15.71717203,50.58401846,8.699350308,177.8705666,4.165949821,222.9353704,10.46890915,7.072834369,163.59901428222656
16.71706057,50.58393948,8.699238581,177.9907862,4.165949821,219.4927669,23.28310961,16.12553601,164.4180145263672
17.71674729,50.58397071,8.699279872,177.9905427,4.165949821,219.492738,14.0654847,13.03087029,164.07501220703125
18.71675397,50.58397558,8.699279743,178.1083103,4.01539135,221.4988858,7.993050329,8.997586653,163.99501037597656
19.71747697,50.58396495,8.699267041,178.2128955,4.407936096,218.2977901,6.175462574,6.772635859,164.14300537109375
20.71751702,50.58393797,8.699231092,178.2313602,4.407936096,216.8714858,8.22114714,9.707618772,164.57400512695312
21.71752358,50.583902,8.699220526,178.2011904,4.370471954,202.400276,7.585685893,9.239899659,164.74900817871094
22.71720625,50.58387491,8.699202124,178.1615325,4.162342548,205.4959003,6.158859045,7.683751878,165.11900329589844
23.71760655,50.58384831,8.699203732,178.0488796,3.949076653,199.7720734,6.243634254,7.578125054,165.1680145263672
24.71761394,50.58381653,8.699201741,177.9712483,3.949076653,195.7334785,7.628952717,9.227372944,165.7930145263672
25.71762193,50.58378752,8.699202628,177.7012694,3.795589447,190.3046711,10.20073294,12.23693964,167.1510009765625
26.71762884,50.58375839,8.699220517,177.5892686,3.736640453,174.9340036,13.42564756,15.98701591,169.3190155029297
27.71763552,50.5837271,8.699239632,177.5667333,3.817687988,172.7956236,10.48536016,12.47462059,171.79000854492188
28.71764339,50.58368988,8.69926538,177.5726134,4.04140234,164.3333741,7.072158569,8.190779416,172.94000244140625
29.71765078,50.583658,8.699283065,177.4516074,3.817687988,162.5992063,11.83252045,14.53651008,173.60301208496094
30.71765721,50.58363497,8.699317582,177.5413653,3.633800745,152.5635129,9.283169192,10.64305695,173.51400756835938
31.71766461,50.58360687,8.699354766,177.4308089,3.486363173,145.6133961,12.37695617,14.02130839,173.5380096435547
32.71767176,50.58358546,8.69939067,177.3673646,3.486363173,143.0731635,10.94154002,12.45434617,173.53001403808594
33.71767963,50.58356764,8.699435971,176.8422027,3.486363173,132.8991949,6.773139147,7.762899861,173.5810089111328
34.71768606,50.58355613,8.699495779,177.0215147,3.612894773,115.8136816,5.381093591,6.603182283,173.51400756835938
35.71769417,50.58353274,8.699552216,177.0783051,3.946940899,121.4299483,5.508871685,6.324216799,173.239013671875
36.71770073,50.583532,8.699612395,177.2375664,3.946940899,104.0752056,5.505254057,6.259214128,173.1580047607422
37.717708,50.58352406,8.69970233,176.5455471,4.275606124,99.53697706,3.83936802,3.0,172.24200439453125
38.71771503,50.5835239,8.699752111,176.3265825,3.752524401,98.61988786,3.755181416,3.0,170.9650115966797
39.71772266,50.58353336,8.699817292,176.4302368,3.855468103,86.18579054,3.888885612,3.0,167.8990020751953
40.71772969,50.58355662,8.69988305,176.6725898,3.887928772,75.91439522,3.581012278,3.0,164.89601135253906
41.71773697,50.58355977,8.699934694,176.296987,3.632381413,77.98408894,3.662830348,3.0,163.70901489257812
42.71774459,50.5835777,8.699980899,176.4536755,3.409215843,68.03907312,3.66469035,3.0,163.17100524902344
43.71775199,50.58359508,8.70003422,175.919637,3.485681266,64.02054853,3.634511729,3.0,163.4870147705078
44.71775842,50.5836207,8.700079897,175.8868759,3.638831901,54.48870914,3.552452835,3.0,163.27000427246094
45.71776569,50.58364068,8.70012462,175.6821773,3.568500712,51.55369701,3.571572369,3.0,163.11801147460938
46.71777344,50.58367164,8.700168101,176.0123931,3.752588158,44.54250415,3.572551835,3.0,163.01600646972656
47.71778072,50.58370105,8.700208567,176.0584402,3.760678473,42.77383278,3.505420568,3.0,162.92001342773438
