"Time (s)","X (hPa)"
-5.280570000E-1,9.720668030E2
4.996600000E-1,9.720770264E2
1.527385000E0,9.720871735E2
2.555135000E0,9.721065521E2
3.582866000E0,9.721065521E2
3.782047000E0,9.721065521E2
4.842959000E0,9.721114349E2
5.903878000E0,9.721157074E2
6.964760000E0,9.721206665E2
8.025655000E0,9.721443176E2
9.086536000E0,9.721683502E2
1.014745200E1,9.721701050E2
1.120837800E1,9.721715546E2
1.226929900E1,9.721715546E2
1.333017100E1,9.721656036E2
1.439095900E1,9.721656036E2
1.545183500E1,9.721929932E2
1.651270100E1,9.722097778E2
1.757357000E1,9.722263336E2
1.863445900E1,9.722335052E2
1.969535800E1,9.722427368E2
2.075617600E1,9.722456360E2
2.181709100E1,9.722523499E2
2.287801200E1,9.722637177E2
2.393891600E1,9.722708130E2
2.499976800E1,9.722778320E2
2.606065000E1,9.722859955E2
2.712157000E1,9.722971344E2
2.818239000E1,9.723052979E2
2.924329800E1,9.723176575E2
3.030423500E1,9.723333740E2
3.136518000E1,9.723429871E2
3.242608500E1,9.723580933E2
3.348697000E1,9.723664856E2
3.454785700E1,9.723845673E2
3.560872700E1,9.723938751E2
3.666957900E1,9.724023438E2
3.773049600E1,9.724176025E2
3.879137700E1,9.724314117E2
3.985223500E1,9.724360657E2
4.091309500E1,9.724578094E2
4.197397900E1,9.724804688E2
4.303480700E1,9.725068665E2
4.409564500E1,9.725068665E2
4.515649800E1,9.725207520E2
4.621735300E1,9.725375366E2
4.727825200E1,9.725550079E2
4.833910300E1,9.725716400E2
4.939995000E1,9.725928497E2
5.046077000E1,9.726126862E2
5.152162900E1,9.726247406E2
5.258248500E1,9.726432800E2
5.364332900E1,9.726609039E2
5.470424900E1,9.726770782E2
5.576521000E1,9.726943970E2
5.682617700E1,9.727092743E2
5.788709300E1,9.727244568E2
5.894797700E1,9.727397156E2
6.000895700E1,9.727546692E2
6.106985600E1,9.727663422E2
6.213075100E1,9.727857208E2
6.319166500E1,9.728024292E2
6.425265000E1,9.728176880E2
6.531353100E1,9.728356934E2
6.637446800E1,9.728599548E2
6.743542300E1,9.728769684E2
6.849631000E1,9.728964233E2
6.955719000E1,9.729181671E2
7.061812300E1,9.729386139E2
7.167905400E1,9.729493713E2
7.273999000E1,9.729653168E2
7.380095200E1,9.729801941E2
7.486189300E1,9.729973602E2
7.592285000E1,9.730201721E2
7.698379500E1,9.730411530E2
7.804469400E1,9.730642700E2
7.910557900E1,9.730833435E2
8.016651500E1,9.731040192E2
8.122742900E1,9.731190491E2
8.228832900E1,9.731393433E2
8.334919200E1,9.731594849E2
8.441006000E1,9.731807709E2
8.547096800E1,9.731997681E2
8.653182200E1,9.732218933E2
8.759262600E1,9.732398987E2
8.865344500E1,9.732541656E2
8.971424400E1,9.732764435E2
9.077506600E1,9.732946014E2
9.183590700E1,9.733139038E2
9.289677400E1,9.733335114E2
9.395757900E1,9.733563232E2
9.501842100E1,9.733698273E2
9.607928800E1,9.733840942E2
9.714013800E1,9.733954620E2
9.820100900E1,9.734122467E2
9.926186000E1,9.734265137E2
1.003226880E2,9.734419250E2
1.013835680E2,9.734609222E2
1.024444570E2,9.734794617E2
1.035053490E2,9.734922028E2
1.045662340E2,9.735052490E2
1.056271450E2,9.735134125E2
1.066880370E2,9.735279846E2
1.077489170E2,9.735473633E2
1.088097970E2,9.735646820E2
1.098706340E2,9.735814667E2
1.109315330E2,9.735935211E2
1.119924380E2,9.736075592E2
1.130533500E2,9.736190033E2
1.141142200E2,9.736325836E2
1.151750430E2,9.736490631E2
1.162358820E2,9.736598969E2
1.172968010E2,9.736728668E2
1.183577340E2,9.736833191E2
1.194185230E2,9.736984253E2
1.204794160E2,9.737113190E2
1.215403360E2,9.737300873E2
1.226012330E2,9.737470245E2
1.236621760E2,9.737602997E2
1.247231810E2,9.737619781E2
1.257841650E2,9.737627411E2
1.268451640E2,9.737672424E2
1.279061300E2,9.737689972E2
1.289669550E2,9.737693787E2
1.300277660E2,9.737731934E2
1.310886380E2,9.737731934E2
1.321495540E2,9.737648010E2
1.332104680E2,9.737643433E2
1.342713180E2,9.737543488E2
1.353321970E2,9.737410736E2
1.363930470E2,9.737208557E2
1.374539040E2,9.737035370E2
1.385147820E2,9.736837006E2
1.395755920E2,9.736668396E2
1.406364660E2,9.736517334E2
1.416973140E2,9.736430359E2
1.427581910E2,9.736296844E2
1.438190910E2,9.736215973E2
1.448799950E2,9.736080933E2
1.459408960E2,9.735948944E2
1.470018400E2,9.735834503E2
1.480627130E2,9.735731506E2
1.491236020E2,9.735633850E2
1.501845360E2,9.735532379E2
1.512454110E2,9.735407257E2
1.523063140E2,9.735279846E2
1.533672340E2,9.735063934E2
1.544281660E2,9.734908295E2
1.554891020E2,9.734739685E2
1.565499550E2,9.734646606E2
1.576108420E2,9.734541321E2
1.586717090E2,9.734411621E2
1.597325810E2,9.734262085E2
1.607934180E2,9.734098816E2
1.618542650E2,9.733931732E2
1.629151350E2,9.733768463E2
1.639760290E2,9.733676910E2
1.650368470E2,9.733545685E2
1.660976950E2,9.733406830E2
1.671585470E2,9.733220673E2
1.682194030E2,9.733061981E2
1.692803040E2,9.732889557E2
1.703411930E2,9.732759857E2
1.714020210E2,9.732646942E2
1.724628460E2,9.732490540E2
1.735236930E2,9.732288361E2
1.745845370E2,9.732138824E2
1.756454210E2,9.731964874E2
1.767063310E2,9.731822205E2
1.777671690E2,9.731697845E2
1.788279720E2,9.731539917E2
1.798888940E2,9.731391907E2
1.809497020E2,9.731229401E2
1.820104350E2,9.731085205E2
1.830711950E2,9.730910492E2
1.841320710E2,9.730729675E2
1.851928940E2,9.730558014E2
1.862536890E2,9.730458069E2
1.873145510E2,9.730297852E2
1.883753680E2,9.730162048E2
1.894362300E2,9.730030060E2
1.904970510E2,9.729850769E2
1.915578800E2,9.729643250E2
1.926187310E2,9.729476929E2
1.936795270E2,9.729347229E2
1.947402750E2,9.729182434E2
1.958010810E2,9.728997040E2
1.968619630E2,9.728847504E2
1.979227700E2,9.728677368E2
1.989836000E2,9.728546906E2
2.000445420E2,9.728349304E2
2.011054780E2,9.728178406E2
2.021663870E2,9.727989960E2
2.032273020E2,9.727819061E2
2.042881510E2,9.727616119E2
2.053489920E2,9.727405548E2
2.064099200E2,9.727189636E2
2.074708140E2,9.727036285E2
2.085316690E2,9.726953888E2
2.095925450E2,9.726860046E2
2.106534300E2,9.726715088E2
2.117143490E2,9.726587677E2
2.127752580E2,9.726417542E2
2.138361850E2,9.726251221E2
2.148970970E2,9.726041412E2
2.159578890E2,9.725946045E2
2.170186860E2,9.725829315E2
2.180794910E2,9.725661469E2
2.191403480E2,9.725456238E2
2.202012350E2,9.725296783E2
2.212620660E2,9.725112915E2
2.223229490E2,9.724919128E2
2.233838190E2,9.724771881E2
2.244446710E2,9.724656677E2
2.255054900E2,9.724483490E2
2.265663710E2,9.724324036E2
2.276272290E2,9.724139404E2
2.286880470E2,9.724010468E2
2.297488640E2,9.723845673E2
2.308097400E2,9.723773956E2
2.318705250E2,9.723667908E2
2.329312840E2,9.723562622E2
2.339921030E2,9.723390961E2
2.350528960E2,9.723165131E2
2.361137770E2,9.722998810E2
2.371746190E2,9.722814178E2
2.382354820E2,9.722728729E2
2.392963620E2,9.722600555E2
2.403572070E2,9.722492981E2
2.414180790E2,9.722384644E2
2.424789230E2,9.722260284E2
2.435397810E2,9.722177124E2
2.446006950E2,9.722148132E2
2.456615640E2,9.722057343E2
2.467224290E2,9.721942902E2
2.477833060E2,9.721710968E2
2.488441500E2,9.721583557E2
2.499049190E2,9.721522522E2
2.509657710E2,9.721441650E2
2.520266110E2,9.721400452E2
2.530874540E2,9.721340179E2
