"Time (s)","X (hPa)"
-5.694318750E-1,9.988191223E2
4.310691250E-1,9.988235474E2
1.431586125E0,9.988267517E2
2.432099125E0,9.988279724E2
3.432602125E0,9.988267517E2
3.790136125E0,9.988316345E2
4.857323125E0,9.988315582E2
5.924485125E0,9.988316345E2
6.991670125E0,9.988334656E2
8.058909125E0,9.988346100E2
9.126168125E0,9.988375854E2
1.019347012E1,9.988395691E2
1.126076312E1,9.988375854E2
1.232801212E1,9.988378143E2
1.339527812E1,9.988375854E2
1.446252212E1,9.988349152E2
1.552979112E1,9.988334656E2
1.659710512E1,9.988333130E2
1.766438212E1,9.988307190E2
1.873158712E1,9.988298035E2
1.979880312E1,9.988296509E2
2.086607312E1,9.988282776E2
2.193338412E1,9.988221741E2
2.300064112E1,9.988188934E2
2.406790712E1,9.988140869E2
2.513515512E1,9.988046265E2
2.620240912E1,9.987992859E2
2.726963012E1,9.987964630E2
2.833685912E1,9.987854767E2
2.940413812E1,9.987762451E2
3.047139412E1,9.987708282E2
3.153866612E1,9.987672424E2
3.260587612E1,9.987672424E2
3.367309312E1,9.987687683E2
3.474031812E1,9.987734222E2
3.580760812E1,9.987809753E2
3.687487812E1,9.987850189E2
3.794212812E1,9.987911987E2
3.900936512E1,9.987937927E2
4.007657612E1,9.987937927E2
4.114381212E1,9.987911987E2
4.221109912E1,9.987888336E2
4.327835312E1,9.987734985E2
4.434559912E1,9.987641144E2
4.541278712E1,9.987518311E2
4.647995212E1,9.987436676E2
4.754717412E1,9.987518311E2
4.861435812E1,9.987557220E2
4.968156312E1,9.987568665E2
5.074881912E1,9.987798309E2
5.181606312E1,9.987804413E2
5.288334512E1,9.988025665E2
5.395058712E1,9.988026428E2
5.501780812E1,9.988175201E2
5.608497712E1,9.988200378E2
5.715221012E1,9.988211823E2
5.821944912E1,9.988279724E2
5.928664212E1,9.988249969E2
6.035380012E1,9.988278198E2
6.142096812E1,9.988249969E2
6.248812012E1,9.988191223E2
6.355532912E1,9.988172913E2
6.462254512E1,9.988011932E2
6.568972712E1,9.987969208E2
6.675688412E1,9.987887573E2
6.782412512E1,9.987864685E2
6.889135512E1,9.987887573E2
6.995855212E1,9.987916565E2
7.102572212E1,9.987925720E2
7.209289312E1,9.987947845E2
7.316006312E1,9.987962341E2
7.422723712E1,9.987960052E2
7.529442712E1,9.987962341E2
7.636152012E1,9.988047028E2
7.742863712E1,9.988050079E2
7.849577712E1,9.988109589E2
7.956294712E1,9.988127899E2
8.063007712E1,9.988137817E2
8.169720012E1,9.988169861E2
8.276433912E1,9.988137817E2
8.383155312E1,9.988161469E2
8.489873012E1,9.988127136E2
8.596591212E1,9.988161469E2
8.703303712E1,9.988147736E2
8.810014912E1,9.988176727E2
8.916728312E1,9.988187408E2
9.023441512E1,9.988200378E2
9.130154112E1,9.988225555E2
9.236869312E1,9.988241577E2
9.343588712E1,9.988263702E2
9.450305112E1,9.988275909E2
9.557020012E1,9.988263702E2
9.663740312E1,9.988275909E2
9.770459412E1,9.988259125E2
9.877181412E1,9.988269043E2
9.983909512E1,9.988269043E2
1.009063021E2,9.988278198E2
1.019734471E2,9.988293457E2
1.030406211E2,9.988301849E2
1.041077651E2,9.988310242E2
1.051749241E2,9.988327026E2
1.062420031E2,9.988328552E2
1.073090671E2,9.988327026E2
1.083761671E2,9.988308716E2
1.094433561E2,9.988308716E2
1.105105501E2,9.988308716E2
1.115776781E2,9.988292694E2
1.126448331E2,9.988311768E2
1.137119921E2,9.988292694E2
1.147791221E2,9.988320923E2
1.158462271E2,9.988288879E2
1.169132771E2,9.988311005E2
1.179804031E2,9.988288879E2
1.190475131E2,9.988308716E2
1.201147021E2,9.988268280E2
1.211818151E2,9.988291931E2
1.222489331E2,9.988266754E2
1.233160301E2,9.988286591E2
1.243832421E2,9.988258362E2
1.254503701E2,9.988285065E2
1.265174831E2,9.988265991E2
1.275845971E2,9.988285065E2
1.286517331E2,9.988294220E2
1.297188421E2,9.988294983E2
1.307859611E2,9.988326263E2
1.318530431E2,9.988326263E2
1.329201481E2,9.988326263E2
1.339871901E2,9.988318634E2
1.350542501E2,9.988313293E2
1.361213971E2,9.988298798E2
1.371885051E2,9.988284302E2
1.382555811E2,9.988282776E2
1.393226571E2,9.988284302E2
1.403898581E2,9.988275146E2
1.414570051E2,9.988269043E2
1.425241611E2,9.988259125E2
1.435913011E2,9.988269043E2
1.446584451E2,9.988251495E2
1.457256101E2,9.988244629E2
1.467927401E2,9.988238525E2
1.478598721E2,9.988217163E2
1.489270441E2,9.988195038E2
1.499941851E2,9.988207245E2
1.510613401E2,9.988172913E2
1.521285241E2,9.988205719E2
1.531956891E2,9.988162231E2
1.542628461E2,9.988134003E2
1.553300191E2,9.988124084E2
1.563971121E2,9.988124084E2
1.574642131E2,9.988130951E2
1.585312831E2,9.988162994E2
1.595983261E2,9.988195038E2
1.606653531E2,9.988270569E2
1.617323841E2,9.988272095E2
1.627994361E2,9.988294983E2
1.638664281E2,9.988311768E2
1.649334421E2,9.988302612E2
1.660003701E2,9.988313293E2
1.670673721E2,9.988308716E2
1.681343811E2,9.988317871E2
1.692013111E2,9.988325500E2
1.702682801E2,9.988325500E2
1.713352941E2,9.988327026E2
1.724023281E2,9.988327026E2
1.734693261E2,9.988317108E2
