"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.991367340E-1,5.058420887E1,8.700960360E0,1.785356319E2,6.806267502E-3,2.346875646E1,4.711717169E0,3.409436662E0
1.199122190E0,5.058420951E1,8.700961126E0,1.785850634E2,1.507204211E-1,2.346875704E1,4.713870997E0,3.406458169E0
2.199109674E0,5.058420562E1,8.700981433E0,1.780146985E2,9.218871212E-1,7.462711739E1,4.713777072E0,3.406588138E0
3.199095488E0,5.058422773E1,8.701006993E0,1.777096754E2,1.722500430E0,4.903153179E1,4.710394237E0,3.411264159E0
4.199082136E0,5.058425186E1,8.701034105E0,1.782527644E2,2.372736898E0,4.232448596E1,4.713053869E0,3.407588629E0
5.199068785E0,5.058427216E1,8.701053159E0,1.779324286E2,2.428986304E0,3.643706530E1,4.712949503E0,3.407732973E0
6.199054837E0,5.058429067E1,8.701068426E0,1.778585559E2,2.301562879E0,3.339161167E1,4.715689614E0,3.403940143E0
7.199041486E0,5.058431534E1,8.701083975E0,1.783147101E2,2.485574606E0,2.758649788E1,4.721155107E0,3.396355619E0
8.199028373E0,5.058433843E1,8.701096371E0,1.766591684E2,2.508018164E0,2.278322749E1,4.713201187E0,3.407384863E0
9.199014783E0,5.058436339E1,8.701107584E0,1.770720950E2,2.602523207E0,1.926520823E1,4.712726885E0,3.408040837E0
1.019900167E1,5.058438749E1,8.701109479E0,1.773430419E2,2.602455628E0,1.154712871E1,4.712882129E0,3.407826151E0
1.119898736E1,5.058441549E1,8.701113340E0,1.774726600E2,2.740266371E0,8.565295695E0,4.713882517E0,3.406442227E0
1.219897425E1,5.058444250E1,8.701114493E0,1.772797127E2,2.872287590E0,5.565285730E0,4.712671471E0,3.408117463E0
1.319896030E1,5.058447248E1,8.701112104E0,1.775664721E2,3.005898749E0,3.095441317E-1,4.713531256E0,3.406928254E0
1.419894755E1,5.058449654E1,8.701110818E0,1.774335910E2,2.785601371E0,3.587393973E2,4.713694577E0,3.406702286E0
1.519893408E1,5.058452115E1,8.701093157E0,1.774410375E2,2.744823767E0,3.467568722E2,4.711257997E0,3.410071132E0
1.619892073E1,5.058455174E1,8.701082387E0,1.780323397E2,3.067434868E0,3.469741036E2,4.711817309E0,3.409298267E0
1.719890654E1,5.058457324E1,8.701061324E0,1.782111442E2,2.965359403E0,3.393740296E2,4.712401110E0,3.408491281E0
1.819889414E1,5.058459869E1,8.701042927E0,1.787852682E2,2.925434817E0,3.364320860E2,4.712033330E0,3.408999697E0
1.919888031E1,5.058462182E1,8.701023910E0,1.785118727E2,2.904307311E0,3.348916165E2,4.714509722E0,3.405574124E0
2.019886649E1,5.058463940E1,8.700999524E0,1.785083641E2,2.701027702E0,3.269192072E2,4.716434082E0,3.402908548E0
2.119885361E1,5.058466234E1,8.700973701E0,1.785037209E2,2.884300346E0,3.256493153E2,4.717615008E0,3.401271184E0
2.219884014E1,5.058467792E1,8.700938578E0,1.791383826E2,2.877170448E0,3.161082135E2,4.718260594E0,3.400375567E0
2.319882703E1,5.058469435E1,8.700906982E0,1.795064348E2,2.846630129E0,3.121210905E2,4.719283705E0,3.398955478E0
2.419881344E1,5.058471074E1,8.700868038E0,1.791692178E2,3.038356895E0,3.074246410E2,4.720180620E0,3.397709809E0
2.519880009E1,5.058472251E1,8.700831845E0,1.792357665E2,2.872803913E0,3.023088523E2,4.720685928E0,3.397007713E0
2.619878626E1,5.058473865E1,8.700791332E0,1.792837357E2,3.061969334E0,3.018326081E2,4.721384641E0,3.396036529E0
2.719877362E1,5.058474731E1,8.700749227E0,1.798439468E2,3.061024475E0,2.957096865E2,4.719047543E0,3.399283354E0
2.819875991E1,5.058475303E1,8.700714012E0,1.797037763E2,2.820083350E0,2.903492376E2,4.715936657E0,3.403597873E0
2.919874620E1,5.058475891E1,8.700667634E0,1.798937109E2,2.998959151E0,2.857557190E2,4.719411477E0,3.398778067E0
3.019873273E1,5.058475845E1,8.700625879E0,1.805410938E2,2.919172185E0,2.767983203E2,4.721484130E0,3.395898208E0
3.119871986E1,5.058475803E1,8.700581130E0,1.810633794E2,2.989213441E0,2.715332261E2,4.720522394E0,3.397234958E0
3.219870663E1,5.058476531E1,8.700531601E0,1.834272399E2,3.202983247E0,2.784032024E2,4.715923953E0,3.403615476E0
3.319869244E1,5.058476900E1,8.700482247E0,1.829338471E2,3.305473306E0,2.792303218E2,4.717819365E0,3.400987720E0
3.419867909E1,5.058475723E1,8.700438221E0,1.822356391E2,3.212977220E0,2.668349241E2,4.729651223E0,3.384514196E0
3.519866610E1,5.058474769E1,8.700404789E0,1.817976676E2,2.811552886E0,2.579867175E2,4.730103170E0,3.383882538E0
3.619865263E1,5.058473913E1,8.700363375E0,1.814983361E2,2.881161501E0,2.552313712E2,4.721611395E0,3.395721258E0
3.719863963E1,5.058472472E1,8.700325788E0,1.813705951E2,2.881905880E0,2.477458456E2,4.719659033E0,3.398434293E0
3.819862664E1,5.058471148E1,8.700291336E0,1.820509135E2,2.797501277E0,2.452912291E2,4.719160115E0,3.399127070E0
3.919861269E1,5.058469510E1,8.700254082E0,1.817718681E2,2.927216288E0,2.401137327E2,4.721237677E0,3.396240837E0
4.019859946E1,5.058467250E1,8.700222169E0,1.828162711E2,2.954451234E0,2.305744607E2,4.719916189E0,3.398077132E0
4.119858932E1,5.058465780E1,8.700187489E0,1.840094834E2,2.828384258E0,2.329836791E2,4.722649112E0,3.394277890E0
