"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.521041661E-3,1.647324371E0,2.984194336E0,9.541159058E0
1.554804167E-2,1.673070831E0,3.029400330E0,9.232650604E0
2.557404166E-2,1.681004333E0,3.097658386E0,9.025481415E0
3.560104167E-2,1.637594604E0,3.191363525E0,8.880133667E0
4.562704166E-2,1.584006042E0,3.262914734E0,8.823251953E0
5.565312500E-2,1.531764679E0,3.338208160E0,8.811127167E0
6.567912501E-2,1.566941528E0,3.410058746E0,8.859476624E0
7.570612500E-2,1.640438690E0,3.416495361E0,8.956624603E0
8.573212499E-2,1.689386902E0,3.429967346E0,9.153315582E0
9.575912500E-2,1.774559784E0,3.530707855E0,9.399852905E0
1.057851250E-1,1.614991608E0,3.344644775E0,9.549990692E0
1.158121250E-1,1.128652954E0,2.991529083E0,9.724228363E0
1.258381250E-1,1.167422333E0,3.151396637E0,9.994865570E0
1.358651250E-1,1.275946655E0,3.309318237E0,1.006896149E1
1.458911250E-1,1.354982300E0,3.502716064E0,9.980345764E0
1.559181250E-1,1.423090668E0,3.691772919E0,9.870923309E0
1.659441250E-1,1.416803741E0,3.817661133E0,9.735305328E0
1.759711250E-1,1.416953430E0,3.934268646E0,9.590406647E0
1.859971250E-1,1.398990784E0,4.020489349E0,9.563762054E0
1.960241250E-1,1.336271210E0,4.129462738E0,9.587712250E0
2.060501250E-1,1.220112762E0,4.259691925E0,9.745334473E0
2.160771250E-1,1.092877350E0,4.327800293E0,9.863738251E0
2.261031250E-1,9.125024414E-1,4.320465546E0,9.880353699E0
2.361301250E-1,7.047344971E-1,4.170178070E0,9.760303345E0
2.461561250E-1,6.253994751E-1,3.746259613E0,9.507778473E0
2.561831250E-1,2.784210205E-1,3.572171631E0,9.297016754E0
2.662091250E-1,-2.065704346E-1,4.134851532E0,9.345515900E0
2.762361250E-1,-4.412823486E-1,4.537065125E0,9.413624268E0
2.862631250E-1,-6.990463257E-1,4.630021820E0,9.444011078E0
2.962891250E-1,-7.322772217E-1,4.743485870E0,9.516759796E0
3.063161250E-1,-6.969506836E-1,4.708009644E0,9.466913452E0
3.163421250E-1,-7.203021240E-1,4.588857422E0,9.338480530E0
3.263691250E-1,-7.119195557E-1,4.599036255E0,9.050329742E0
3.363951250E-1,-6.987469482E-1,4.754113770E0,8.608748016E0
3.464221250E-1,-8.554710388E-1,4.921914825E0,7.968978424E0
3.564481250E-1,-1.174607391E0,5.100044403E0,7.149282990E0
3.664751250E-1,-1.384620667E0,5.384602661E0,5.866750031E0
3.765011250E-1,-1.578467560E0,5.729934540E0,4.546944580E0
3.865281250E-1,-1.619931335E0,5.770500183E0,4.261338501E0
3.965541250E-1,-2.563718719E0,5.334307251E0,4.638554077E0
4.065811250E-1,-3.781137085E0,4.749323730E0,4.604724426E0
4.166071250E-1,-4.033063202E0,5.381758575E0,4.848717041E0
4.266341250E-1,-3.719016266E0,5.846392365E0,4.823719025E0
4.366601250E-1,-3.313210144E0,6.076164551E0,4.906197510E0
4.466871250E-1,-2.999911652E0,6.232439575E0,5.633684692E0
4.567131250E-1,-2.748883667E0,6.018983459E0,6.609355774E0
4.667401250E-1,-2.669249268E0,5.529800720E0,7.282356262E0
4.767661250E-1,-2.780467987E0,5.085973663E0,7.224426727E0
4.867931250E-1,-2.680924988E0,4.682562561E0,6.266718292E0
4.968191250E-1,-2.385888519E0,4.113595734E0,5.300178223E0
5.068461250E-1,-2.283501434E0,3.569776611E0,5.475613403E0
5.168721250E-1,-2.328108673E0,2.983445892E0,5.836812286E0
5.268991250E-1,-2.409988403E0,3.161425781E0,6.614894257E0
5.369251250E-1,-2.463576965E0,3.567381592E0,7.129973145E0
5.469521250E-1,-2.421364746E0,3.680546265E0,7.089856567E0
5.569781250E-1,-2.412233734E0,4.008065186E0,7.177873535E0
5.670051250E-1,-2.439028015E0,4.345014496E0,7.316634979E0
5.770311250E-1,-2.381996613E0,4.499942322E0,7.145540771E0
5.870581250E-1,-2.333048401E0,4.715194702E0,7.083270264E0
5.970841250E-1,-2.212099915E0,4.848567352E0,6.938371582E0
6.071111250E-1,-2.134411469E0,4.365821228E0,6.627617798E0
6.171371250E-1,-2.042652283E0,3.757186890E0,6.645131378E0
6.271641250E-1,-1.831890564E0,3.197201385E0,6.738237762E0
6.371911250E-1,-1.663790131E0,2.839295654E0,6.983278198E0
6.472171250E-1,-1.470991058E0,2.932252350E0,7.379504242E0
6.572441250E-1,-1.203647003E0,3.278332672E0,7.820636902E0
6.672701250E-1,-1.112187195E0,3.752995605E0,8.080795898E0
6.772971250E-1,-8.617579651E-1,4.069437561E0,7.978558502E0
6.873231250E-1,-6.896159363E-1,3.870052185E0,7.895181885E0
6.973501250E-1,-6.045927429E-1,3.405119019E0,8.051456909E0
7.073761250E-1,-7.213499451E-1,3.029100952E0,8.158634033E0
7.174031250E-1,-9.758207703E-1,2.943479004E0,8.085885315E0
7.274291250E-1,-1.012195129E0,3.010389862E0,8.066126404E0
7.374561250E-1,-1.009051666E0,2.955903168E0,8.186326447E0
7.474821250E-1,-1.237027588E0,2.794987793E0,8.253237305E0
7.575091250E-1,-1.382824402E0,2.546504517E0,8.366701355E0
7.675351250E-1,-1.393003235E0,2.476899261E0,8.741821289E0
