"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.270041667E-3,4.651730657E-1,7.337865978E-2,4.318096861E-2
1.429604167E-2,4.206729829E-1,3.282111138E-2,2.214945480E-2
2.432304167E-2,3.381433487E-1,1.443578396E-2,1.827621134E-3
3.434904167E-2,2.262580842E-1,4.105195031E-2,-1.106340997E-2
4.437604167E-2,1.096531823E-1,9.455664456E-2,-1.516785379E-2
5.440112500E-2,3.509700764E-3,1.535307467E-1,-1.208045147E-2
6.442812500E-2,-7.004254311E-2,2.193485051E-1,-5.484302528E-3
7.445412500E-2,-1.032830551E-1,2.871350050E-1,-7.974054897E-4
8.448112500E-2,-9.851933271E-2,3.720781803E-1,3.795438679E-3
9.450712500E-2,-5.310817063E-2,4.651508629E-1,-9.676251793E-4
1.045341250E-1,5.713950098E-2,5.041382909E-1,8.795715868E-2
1.145601250E-1,2.011129111E-1,6.493389010E-1,1.968721896E-1
1.245871250E-1,3.318482935E-1,8.576986194E-1,2.576210499E-1
1.346141250E-1,4.348582923E-1,1.063818455E0,2.814845741E-1
1.446401250E-1,5.046724081E-1,1.252065420E0,2.742639780E-1
1.546671250E-1,5.578067303E-1,1.408555984E0,2.409257144E-1
1.646931250E-1,6.012575626E-1,1.564553499E0,1.773856580E-1
1.747201250E-1,6.340445280E-1,1.681984782E0,9.308727831E-2
1.847461250E-1,6.695712209E-1,1.759955525E0,8.161433972E-3
1.947731250E-1,7.116566300E-1,1.813176632E0,-7.714041322E-2
2.047991250E-1,7.736324072E-1,1.877271533E0,-1.554296166E-1
2.148261250E-1,8.466759920E-1,1.983322024E0,-2.340916693E-1
2.248521250E-1,9.282183647E-1,2.058066368E0,-3.134131134E-1
2.348791250E-1,1.012024522E0,2.027530193E0,-3.735100031E-1
2.449051250E-1,1.076289177E0,1.900401711E0,-4.112473130E-1
2.549321250E-1,1.142467022E0,1.725245595E0,-4.585173726E-1
2.649581250E-1,1.217040777E0,1.610657573E0,-5.193013549E-1
2.749851250E-1,1.314935923E0,1.428815007E0,-5.838579535E-1
2.850111250E-1,1.452200174E0,1.290377259E0,-6.401036382E-1
2.950381250E-1,1.618496776E0,1.274465680E0,-6.880373359E-1
3.050641250E-1,1.792453408E0,1.296123028E0,-7.329957485E-1
3.150911250E-1,1.953669786E0,1.346258521E0,-7.718664408E-1
3.251171250E-1,2.082939386E0,1.482643247E0,-8.157601357E-1
3.351441250E-1,2.161983013E0,1.741091609E0,-8.689346313E-1
3.451701250E-1,2.156784296E0,1.982300878E0,-9.164636135E-1
3.551971250E-1,1.990396500E0,1.999315262E0,-9.718179703E-1
3.652231250E-1,1.544127107E0,1.724055409E0,-1.078974485E0
3.752501250E-1,8.794324398E-1,1.453208447E0,-1.226938367E0
3.852761250E-1,2.398505956E-1,1.410534501E0,-1.330154538E0
3.953031250E-1,-1.965277791E-1,1.381299615E0,-1.254197240E0
4.053291250E-1,-4.796255529E-1,1.035188198E0,-1.074427724E0
4.153561250E-1,-7.146257758E-1,7.819030285E-1,-9.402375817E-1
4.253821250E-1,-9.238216281E-1,6.581710577E-1,-8.598509431E-1
4.354091250E-1,-1.094363809E0,4.680458307E-1,-8.560228944E-1
4.454351250E-1,-1.142342687E0,2.393691391E-1,-9.287367463E-1
4.554621250E-1,-1.012622237E0,3.385906108E-3,-1.054208159E0
4.654881250E-1,-7.590970993E-1,-2.413698882E-1,-1.158425927E0
4.755151250E-1,-5.351532102E-1,-6.367611885E-1,-1.213609338E0
4.855421250E-1,-6.457207799E-1,-1.757328153E0,-1.092902541E0
4.955681250E-1,-7.071636319E-1,-2.146521568E0,-9.471407533E-1
5.055951250E-1,-7.191342115E-1,-2.203402758E0,-8.902798891E-1
5.156211250E-1,-7.135983109E-1,-2.178552389E0,-8.051913381E-1
5.256481250E-1,-7.144672275E-1,-2.002823353E0,-7.408595085E-1
5.356741250E-1,-7.336686254E-1,-1.754032254E0,-6.899452209E-1
5.457011250E-1,-7.779992223E-1,-1.386270881E0,-6.493615508E-1
5.557271250E-1,-8.241733313E-1,-9.628029466E-1,-6.092093587E-1
5.657541250E-1,-8.645734191E-1,-5.954777002E-1,-5.773227215E-1
5.757801250E-1,-9.009445310E-1,-3.207920790E-1,-5.601264238E-1
5.858071250E-1,-9.194624424E-1,-9.318795055E-2,-5.682459474E-1
5.958331250E-1,-9.215074778E-1,-1.135646738E-2,-5.760865211E-1
6.058601250E-1,-9.230173230E-1,-1.741438657E-1,-5.243769884E-1
6.158861250E-1,-9.161098599E-1,-4.762717485E-1,-4.204538167E-1
6.259131250E-1,-9.049037099E-1,-8.529161811E-1,-2.825097740E-1
