Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°),DGM_Height_m
0.199136734,50.58420887,8.70096036,178.5356319,0.006806267502,23.46875646,4.711717169,3.409436662,161.77500915527344
1.19912219,50.58420951,8.700961126,178.5850634,0.1507204211,23.46875704,4.713870997,3.406458169,161.77500915527344
2.199109674,50.58420562,8.700981433,178.0146985,0.9218871212,74.62711739,4.713777072,3.406588138,161.85000610351562
3.199095488,50.58422773,8.701006993,177.7096754,1.72250043,49.03153179,4.710394237,3.411264159,161.8470001220703
4.199082136,50.58425186,8.701034105,178.2527644,2.372736898,42.32448596,4.713053869,3.407588629,161.75601196289062
5.199068785,50.58427216,8.701053159,177.9324286,2.428986304,36.4370653,4.712949503,3.407732973,161.77301025390625
6.199054837,50.58429067,8.701068426,177.8585559,2.301562879,33.39161167,4.715689614,3.403940143,161.81100463867188
7.199041486,50.58431534,8.701083975,178.3147101,2.485574606,27.58649788,4.721155107,3.396355619,161.81300354003906
8.199028373,50.58433843,8.701096371,176.6591684,2.508018164,22.78322749,4.713201187,3.407384863,161.7580108642578
9.199014783,50.58436339,8.701107584,177.072095,2.602523207,19.26520823,4.712726885,3.408040837,161.71400451660156
10.19900167,50.58438749,8.701109479,177.3430419,2.602455628,11.54712871,4.712882129,3.407826151,161.7480010986328
11.19898736,50.58441549,8.70111334,177.47266,2.740266371,8.565295695,4.713882517,3.406442227,161.78500366210938
12.19897425,50.5844425,8.701114493,177.2797127,2.87228759,5.56528573,4.712671471,3.408117463,161.78700256347656
13.1989603,50.58447248,8.701112104,177.5664721,3.005898749,0.3095441317,4.713531256,3.406928254,161.79800415039062
14.19894755,50.58449654,8.701110818,177.433591,2.785601371,358.7393973,4.713694577,3.406702286,161.8310089111328
15.19893408,50.58452115,8.701093157,177.4410375,2.744823767,346.7568722,4.711257997,3.410071132,161.81800842285156
16.19892073,50.58455174,8.701082387,178.0323397,3.067434868,346.9741036,4.711817309,3.409298267,161.8660125732422
17.19890654,50.58457324,8.701061324,178.2111442,2.965359403,339.3740296,4.71240111,3.408491281,161.77500915527344
18.19889414,50.58459869,8.701042927,178.7852682,2.925434817,336.432086,4.71203333,3.408999697,161.74200439453125
19.19888031,50.58462182,8.70102391,178.5118727,2.904307311,334.8916165,4.714509722,3.405574124,161.69801330566406
20.19886649,50.5846394,8.700999524,178.5083641,2.701027702,326.9192072,4.716434082,3.402908548,161.781005859375
21.19885361,50.58466234,8.700973701,178.5037209,2.884300346,325.6493153,4.717615008,3.401271184,161.60800170898438
22.19884014,50.58467792,8.700938578,179.1383826,2.877170448,316.1082135,4.718260594,3.400375567,161.7370147705078
23.19882703,50.58469435,8.700906982,179.5064348,2.846630129,312.1210905,4.719283705,3.398955478,161.2220001220703
24.19881344,50.58471074,8.700868038,179.1692178,3.038356895,307.424641,4.72018062,3.397709809,161.77801513671875
25.19880009,50.58472251,8.700831845,179.2357665,2.872803913,302.3088523,4.720685928,3.397007713,161.69000244140625
26.19878626,50.58473865,8.700791332,179.2837357,3.061969334,301.8326081,4.721384641,3.396036529,161.72900390625
27.19877362,50.58474731,8.700749227,179.8439468,3.061024475,295.7096865,4.719047543,3.399283354,161.68101501464844
28.19875991,50.58475303,8.700714012,179.7037763,2.82008335,290.3492376,4.715936657,3.403597873,161.71400451660156
29.1987462,50.58475891,8.700667634,179.8937109,2.998959151,285.755719,4.719411477,3.398778067,161.71200561523438
30.19873273,50.58475845,8.700625879,180.5410938,2.919172185,276.7983203,4.72148413,3.395898208,161.70201110839844
31.19871986,50.58475803,8.70058113,181.0633794,2.989213441,271.5332261,4.720522394,3.397234958,161.6400146484375
32.19870663,50.58476531,8.700531601,183.4272399,3.202983247,278.4032024,4.715923953,3.403615476,161.60301208496094
33.19869244,50.584769,8.700482247,182.9338471,3.305473306,279.2303218,4.717819365,3.40098772,161.45700073242188
34.19867909,50.58475723,8.700438221,182.2356391,3.21297722,266.8349241,4.729651223,3.384514196,161.39100646972656
35.1986661,50.58474769,8.700404789,181.7976676,2.811552886,257.9867175,4.73010317,3.383882538,161.4530029296875
36.19865263,50.58473913,8.700363375,181.4983361,2.881161501,255.2313712,4.721611395,3.395721258,161.38600158691406
37.19863963,50.58472472,8.700325788,181.3705951,2.88190588,247.7458456,4.719659033,3.398434293,161.32501220703125
38.19862664,50.58471148,8.700291336,182.0509135,2.797501277,245.2912291,4.719160115,3.39912707,161.4250030517578
39.19861269,50.5846951,8.700254082,181.7718681,2.927216288,240.1137327,4.721237677,3.396240837,161.31900024414062
40.19859946,50.5846725,8.700222169,182.8162711,2.954451234,230.5744607,4.719916189,3.398077132,161.2670135498047
41.19858932,50.5846578,8.700187489,184.0094834,2.828384258,232.9836791,4.722649112,3.39427789,161.40701293945312
42.19857299,50.58463402,8.700158243,183.4853992,3.069543016,227.7312899,4.717063866,3.402035497,161.42201232910156
43.1985594,50.58461242,8.700132195,183.4777969,2.952861594,223.8060266,4.720517527,3.39724172,161.34500122070312
44.19854653,50.58459508,8.700104941,183.0961624,2.884566042,225.9364936,4.721712799,3.395580256,161.22100830078125
45.19853294,50.58457343,8.700078003,183.2138048,2.883727864,224.3317063,4.71838198,3.40020713,161.2930145263672
46.19851851,50.58454786,8.700048295,184.6150479,3.152711569,222.0108211,4.720030463,3.397918401,161.32101440429688
47.198506,50.58452973,8.70002125,184.7877421,3.001056173,222.5766758,4.717193244,3.401856101,161.3380126953125
48.19849217,50.58451118,8.699991624,184.8641801,2.957048726,225.4696302,4.718185234,3.400480133,161.35000610351562
49.19847929,50.58449384,8.699961595,184.8467068,2.917315692,228.737594,4.720409792,3.397391416,160.8900146484375
50.19846642,50.58447744,8.699938637,184.9393199,2.736894438,227.2497606,4.722838052,3.394014992,160.87200927734375
51.19845295,50.58445122,8.699919703,184.1783694,2.943334038,215.7578525,4.724589592,3.391576362,161.3280029296875
52.19843888,50.58443622,8.699888748,185.7020709,2.834686253,220.5363708,4.71930064,3.398931965,161.5330047607422
53.19842577,50.58442086,8.699857869,185.1963524,2.828897152,225.8332064,4.715923834,3.40361564,161.83200073242188
54.19841194,50.58440697,8.699833049,184.8535225,2.622173431,228.3451631,4.713964687,3.406328516,161.94601440429688
55.19839859,50.58438238,8.699805022,185.2855128,2.981846277,222.5140589,4.717659991,3.401208791,161.99600219726562
56.198385,50.58436836,8.699779041,185.0734387,2.695103104,226.5511989,4.718966022,3.399396523,162.1490020751953
57.19837213,50.58435052,8.699746699,185.5569309,2.924576022,228.7877204,4.720882643,3.396734329,162.09901428222656
58.19835949,50.58433381,8.699720578,184.6888082,2.773779658,228.1718187,4.721787488,3.395476396,162.1400146484375
59.19834483,50.58431444,8.699697656,184.8673625,2.741841076,224.8120075,4.721423661,3.39598228,162.24200439453125
60.19833529,50.5842937,8.699674493,183.4863909,2.775793913,220.2756398,4.722896011,3.393934339,162.35501098632812
61.19989491,50.58427658,8.699645158,183.469107,2.812918902,224.1615682,4.720084141,3.397843836,162.45901489257812
62.19991219,50.58425964,8.699620262,182.7004669,2.740906741,222.323734,4.716694264,3.402547906,162.4980010986328
63.19990206,50.58424027,8.699588313,183.25425,2.930396807,224.2070053,4.714015832,3.406257736,162.56900024414062
64.19990861,50.58421988,8.699563969,183.2176494,2.945769628,221.1378365,4.712792006,3.407950784,162.70401000976562
65.19991922,50.58420222,8.699523676,183.2105748,3.028172739,227.2785463,4.713091673,3.407536341,163.0260009765625
66.19990683,50.58418016,8.699509724,184.3319806,2.944750029,218.7297635,4.715313666,3.404460907,163.14401245117188
67.19991362,50.58415902,8.699485097,183.6407339,2.990780339,217.4962373,4.716466178,3.402864062,163.1580047607422
68.19992089,50.58414606,8.69945436,184.1922119,2.772527052,224.2583701,4.71224149,3.408711952,163.1540069580078
