"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.036095619E-2,5.058437150E1,8.699813916E0,1.773342467E2,1.011104658E-1,2.496871661E2,1.169501400E1,8.581346480E0
1.197795868E-1,5.058437926E1,8.699844017E0,1.773204251E2,2.736406960E-2,9.344545425E0,1.400000000E1,1.157557669E1
1.069701195E0,5.058437926E1,8.699844017E0,1.773204251E2,2.736406960E-2,NaN,1.004216456E1,1.157557669E1
2.019707799E0,5.058438405E1,8.699851071E0,1.773045655E2,5.119805783E-2,NaN,5.617482449E0,6.515067048E0
2.969863057E0,5.058438564E1,8.699854221E0,1.772854838E2,1.625254303E-1,NaN,5.910557624E0,6.914521786E0
3.919869900E0,5.058438564E1,8.699854221E0,1.772854838E2,0.000000000E0,NaN,9.668785514E0,1.172027902E1
4.870627046E0,5.058440246E1,8.699855862E0,1.772765484E2,1.184345484E-1,NaN,9.035432827E0,1.103430360E1
5.822442055E0,5.058440326E1,8.699861014E0,1.772824272E2,6.521856785E-2,NaN,5.899338898E0,7.079201902E0
6.822449565E0,5.058440604E1,8.699860906E0,1.772862390E2,1.642070264E-1,NaN,9.633517121E0,1.127979222E1
7.822966695E0,5.058440780E1,8.699860256E0,1.772820645E2,2.241896689E-1,NaN,6.760407987E0,7.758202321E0
8.822973132E0,5.058438699E1,8.699816511E0,1.772872995E2,1.478810906E0,2.302097456E2,6.644704275E0,7.264650990E0
9.822981000E0,5.058435282E1,8.699762995E0,1.773029504E2,2.898001432E0,2.240992076E2,9.525332736E0,1.038358759E1
1.082298839E1,5.058433563E1,8.699721963E0,1.773210854E2,2.898001432E0,2.305639308E2,1.125828317E1,1.200607857E1
1.182299519E1,5.058430683E1,8.699674874E0,1.773404652E2,3.385670900E0,2.270733010E2,6.370588554E0,6.779572038E0
1.282300246E1,5.058426571E1,8.699622556E0,1.773648837E2,4.545202255E0,2.197978915E2,6.370286388E0,7.329308888E0
1.382300949E1,5.058423517E1,8.699574024E0,1.773843859E2,4.553153515E0,2.230435429E2,6.137773701E0,7.417998054E0
1.482301652E1,5.058420062E1,8.699523578E0,1.775115935E2,4.545202255E0,2.217571909E2,7.491231640E0,9.535558236E0
1.582302380E1,5.058417079E1,8.699470809E0,1.774856854E2,4.553153515E0,2.269807698E2,6.433793335E0,8.517989465E0
1.682303095E1,5.058414434E1,8.699436562E0,1.776049243E2,3.775612593E0,2.267502708E2,6.650835691E0,9.074731083E0
1.782303834E1,5.058410912E1,8.699390482E0,1.775785795E2,4.452090263E0,2.222615665E2,5.148531456E0,6.647801459E0
1.882304561E1,5.058408332E1,8.699350950E0,1.777558752E2,3.907154083E0,2.245156356E2,5.089864426E0,7.008859492E0
1.982305324E1,5.058405460E1,8.699304500E0,1.779322450E2,3.953705549E0,2.240041742E2,5.113832838E0,6.618876979E0
2.082306027E1,5.058401780E1,8.699256370E0,1.781912066E2,4.303631273E0,2.184091407E2,3.858287716E0,3.000000000E0
2.182306719E1,5.058398889E1,8.699229331E0,1.781919521E2,3.797855994E0,2.141132120E2,4.768753817E0,3.000000000E0
2.282307470E1,5.058395388E1,8.699216822E0,1.781433580E2,3.683991477E0,2.030646302E2,3.789180862E0,3.000000000E0
2.382308233E1,5.058391471E1,8.699205856E0,1.781436806E2,3.804547815E0,1.963773661E2,3.677150080E0,3.000000000E0
2.482308877E1,5.058388173E1,8.699205224E0,1.782651783E2,3.364929553E0,1.863931453E2,3.758503165E0,3.000000000E0
2.582309616E1,5.058384735E1,8.699213181E0,1.780471609E2,3.227779024E0,1.758869209E2,3.794353961E0,3.000000000E0
2.682310343E1,5.058380981E1,8.699222273E0,1.779299833E2,3.386139744E0,1.745556108E2,4.218954579E0,3.000000000E0
2.782311058E1,5.058376988E1,8.699238458E0,1.777170063E2,3.612172279E0,1.675418443E2,4.594082307E0,3.000000000E0
2.882311797E1,5.058373861E1,8.699263748E0,1.775831143E2,3.392318450E0,1.586894761E2,4.745564742E0,3.000000000E0
