id,Route9,distance,angle,Z_1
,Run9,0,235.713123023435,156.459014892578
,Run9,1,235.713123023435,156.4580078125
,Run9,2,235.713123023435,156.460006713867
,Run9,3,235.713123023435,156.476013183594
,Run9,4,235.713123023435,156.475006103516
,Run9,5,235.713123023435,156.47200012207
,Run9,6,235.713123023435,156.471008300781
,Run9,7,235.713123023435,156.454010009766
,Run9,8,235.713123023435,156.452011108398
,Run9,9,235.713123023435,156.452011108398
,Run9,10,235.713123023435,156.444000244141
,Run9,11,235.713123023435,156.448013305664
,Run9,12,235.713123023435,156.424011230469
,Run9,13,235.713123023435,156.428009033203
,Run9,14,235.713123023435,156.428009033203
,Run9,15,235.713123023435,156.441009521484
,Run9,16,235.713123023435,156.415008544922
,Run9,17,235.713123023435,156.428009033203
,Run9,18,235.713123023435,156.410003662109
,Run9,19,235.713123023435,156.421005249023
,Run9,20,235.713123023435,156.434005737305
,Run9,21,235.713123023435,156.421005249023
,Run9,22,235.713123023435,156.425003051758
,Run9,23,235.713123023435,156.401000976562
,Run9,24,235.713123023435,156.415008544922
,Run9,25,235.713123023435,156.417007446289
,Run9,26,235.713123023435,156.427001953125
,Run9,27,235.713123023435,156.442001342773
,Run9,28,235.713123023435,156.410003662109
,Run9,29,235.713123023435,156.406005859375
,Run9,30,235.713123023435,156.422012329102
,Run9,31,235.713123023435,156.421005249023
,Run9,32,260.311213439147,156.421005249023
,Run9,33,260.311213439147,156.412002563477
,Run9,34,260.311213439147,156.401000976562
,Run9,35,260.311213439147,156.439010620117
,Run9,36,260.311213439147,156.407012939453
,Run9,37,260.311213439147,156.405014038086
,Run9,38,260.311213439147,156.411010742188
,Run9,39,260.311213439147,156.410003662109
,Run9,40,260.311213439147,156.422012329102
,Run9,41,260.311213439147,156.388000488281
,Run9,42,260.311213439147,156.40901184082
,Run9,43,260.311213439147,156.424011230469
,Run9,44,260.311213439147,156.432006835938
,Run9,45,260.311213439147,156.453002929688
,Run9,46,260.311213439147,156.476013183594
,Run9,47,260.311213439147,156.416000366211
,Run9,48,260.311213439147,156.424011230469
,Run9,49,260.311213439147,156.434005737305
,Run9,50,260.311213439147,156.43000793457
,Run9,51,260.311213439147,156.43000793457
,Run9,52,260.311213439147,156.400009155273
,Run9,53,260.311213439147,156.402008056641
,Run9,54,260.311213439147,156.404006958008
,Run9,55,260.311213439147,156.408004760742
,Run9,56,260.311213439147,156.414001464844
,Run9,57,260.311213439147,156.385009765625
,Run9,58,260.311213439147,156.407012939453
,Run9,59,260.311213439147,156.369003295898
,Run9,60,260.311213439147,156.368011474609
,Run9,61,260.311213439147,156.359008789062
,Run9,62,260.311213439147,156.349014282227
,Run9,63,260.311213439147,156.355010986328
,Run9,64,260.311213439147,156.349014282227
,Run9,65,260.311213439147,156.350006103516
,Run9,66,260.311213439147,156.348007202148
