"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.509483333E-2,-3.362008667E0,5.215005341E0,6.356980591E0
2.512483334E-2,-3.315305786E0,5.236111450E0,6.544989624E0
3.515583335E-2,-3.205883331E0,5.300627289E0,6.920558624E0
4.518683333E-2,-3.143463135E0,5.060975647E0,7.135811005E0
5.521783335E-2,-3.208877106E0,4.829706573E0,7.253466339E0
6.524783335E-2,-3.081941071E0,4.864733734E0,7.693700867E0
7.527883333E-2,-3.100502472E0,4.869074707E0,7.949518890E0
8.530983335E-2,-3.094365234E0,4.931494904E0,7.859555969E0
9.533983335E-2,-3.064726868E0,4.915328522E0,7.649842072E0
1.053708333E-1,-3.097957764E0,4.838687897E0,7.401957550E0
1.154018333E-1,-3.224893799E0,4.897066498E0,7.297325134E0
1.254318334E-1,-3.287763062E0,4.999004517E0,7.351811829E0
1.354628333E-1,-3.281625824E0,4.996459808E0,7.529941406E0
1.454938333E-1,-3.344644775E0,4.918172607E0,7.577841797E0
1.555248333E-1,-3.409160614E0,4.911286926E0,7.525899811E0
1.655548333E-1,-3.400179291E0,4.932243347E0,7.538323975E0
1.755858333E-1,-3.331023102E0,4.978946228E0,7.752378845E0
1.856168333E-1,-3.312312012E0,4.951852570E0,8.021818542E0
1.956468333E-1,-3.260220337E0,4.785249023E0,8.169112244E0
2.056778333E-1,-3.327131195E0,4.718787231E0,8.245004425E0
2.157088333E-1,-3.510948944E0,4.840933228E0,8.436755676E0
2.257388333E-1,-3.497327271E0,4.852309570E0,8.568032684E0
2.357698334E-1,-3.366050262E0,4.800966339E0,8.456215210E0
2.458008333E-1,-3.315904541E0,4.820126495E0,8.229736176E0
2.558318333E-1,-3.243604889E0,4.817282410E0,7.895630951E0
2.658618334E-1,-3.194057922E0,4.723277893E0,7.558681641E0
2.758928333E-1,-3.235372009E0,4.713398438E0,7.366930389E0
2.859238333E-1,-3.287463684E0,4.725223846E0,7.368127899E0
2.959538334E-1,-3.203338623E0,4.746180267E0,7.535030823E0
3.059848333E-1,-3.092119904E0,4.816084900E0,7.890840912E0
3.160158333E-1,-2.909799042E0,4.791535950E0,8.177195435E0
3.260458334E-1,-2.722837830E0,4.697830811E0,8.296347656E0
3.360768333E-1,-2.735860748E0,4.709207153E0,8.324788513E0
3.461078333E-1,-2.827619934E0,4.676125946E0,8.223449249E0
3.561388333E-1,-2.798730011E0,4.726421356E0,7.930209045E0
3.661688333E-1,-2.823578339E0,4.804259491E0,7.736212463E0
3.761998334E-1,-2.657723236E0,4.881049805E0,7.597001953E0
3.862308333E-1,-2.481389923E0,4.868326263E0,7.552843781E0
3.962608333E-1,-3.140469360E0,4.412075043E0,8.010292511E0
4.062924583E-1,-3.245251465E0,4.265529785E0,7.777077484E0
4.163234583E-1,-3.081641693E0,4.318220215E0,7.865992584E0
4.263544584E-1,-2.809657288E0,4.443958740E0,7.798033905E0
4.363844583E-1,-2.570754089E0,4.553530884E0,7.673043823E0
4.464154583E-1,-2.651585999E0,4.670587463E0,7.599696350E0
4.564464584E-1,-2.779869232E0,4.765190735E0,7.957901459E0
4.664764583E-1,-2.663112030E0,4.523593140E0,7.805967407E0
4.765074583E-1,-2.635269928E0,4.364923096E0,7.748786316E0
4.865384584E-1,-2.518363037E0,4.235592041E0,7.766748962E0
4.965694583E-1,-2.413730621E0,4.180356903E0,7.643106079E0
5.065994583E-1,-2.373464355E0,4.397555237E0,7.646698608E0
5.166304584E-1,-2.535726929E0,4.499044189E0,8.058192902E0
5.266614583E-1,-2.599045258E0,4.276756439E0,8.408913574E0
5.366914583E-1,-2.822530518E0,4.027225342E0,8.835376740E0
5.467224583E-1,-3.173700256E0,3.957320709E0,9.129215698E0
5.567534583E-1,-3.030448151E0,3.860771484E0,9.263935547E0
5.667844584E-1,-3.349734192E0,3.842359772E0,9.469907227E0
5.768144583E-1,-3.704197083E0,3.807931366E0,9.388027496E0
5.868454583E-1,-3.372187500E0,3.370540924E0,9.277856598E0
5.968764584E-1,-4.579576721E0,2.924618225E0,8.894354095E0
6.069074583E-1,-5.625002747E0,2.700683899E0,7.746540985E0
6.169374583E-1,-6.115832062E0,2.395618286E0,6.803052979E0
6.269684584E-1,-6.455026703E0,1.929637299E0,6.143374786E0
6.369994583E-1,-6.886878662E0,1.512305145E0,4.758305054E0
6.470294583E-1,-7.326813812E0,1.354832611E0,3.239712982E0
6.570604584E-1,-5.702391815E0,1.396446075E0,3.310366058E0
6.670914583E-1,-5.710325317E0,2.105521545E0,5.264552307E0
6.771224583E-1,-7.038213959E0,2.646047516E0,5.538931732E0
6.871524584E-1,-6.982380066E0,2.985840912E0,6.250402222E0
6.971834583E-1,-6.984924774E0,2.516566772E0,6.322103119E0
7.072144584E-1,-7.356003113E0,2.124981079E0,5.770350494E0
7.172454583E-1,-7.771089935E0,1.806593170E0,5.517226868E0
7.272754583E-1,-7.825576630E0,1.206640778E0,4.452341309E0
7.373064584E-1,-8.244854736E0,7.217990112E-1,-6.328839111E-1
7.473374583E-1,-9.202114105E0,5.598358154E-2,-3.599265289E0
7.573674583E-1,-1.029184799E1,-6.628216553E-1,-1.120569763E0
7.673984584E-1,-1.002989273E1,-3.704795837E-1,3.173101501E0
7.774294583E-1,-9.144034882E0,-5.505551147E-1,5.606291656E0
7.874604583E-1,-8.191565552E0,-7.696994019E-1,6.004014587E0
7.974904584E-1,-9.150321808E0,4.520599365E-2,5.003944244E0
8.075214583E-1,-9.358239441E0,-8.397537231E-2,4.089346161E0
8.175524583E-1,-9.535171509E0,-6.869215393E-1,3.538491669E0
8.275834583E-1,-9.925110626E0,-1.044827271E0,3.108585663E0
8.376134583E-1,-9.470805359E0,-1.003513184E0,3.097059631E0
8.476444584E-1,-8.065078583E0,-8.921447754E-2,3.811224518E0
8.576754583E-1,-6.313271484E0,1.110390930E0,5.478158112E0
8.677064583E-1,-5.024451599E0,1.874252472E0,6.392905884E0
8.777364584E-1,-5.700146484E0,1.945055237E0,5.653144226E0
8.877674583E-1,-6.318360901E0,3.713777161E-1,4.308939514E0
8.977984583E-1,-5.130880280E0,-3.356021118E-1,2.219284973E0
9.078294583E-1,-4.996459808E0,6.128256226E-1,8.297245789E-1
9.178594583E-1,-4.979245605E0,7.352709961E-1,1.577868805E0
9.278904583E-1,-4.881798248E0,1.225651245E0,1.934577026E0
9.379214583E-1,-4.538412323E0,1.221459961E0,1.586101685E0
9.479524583E-1,-3.055745544E0,5.213658142E-1,9.168434143E-1
9.579824583E-1,-5.128335571E-1,-1.666035461E-1,1.345701599E-1
9.680134583E-1,4.191284180E-1,1.784289551E-1,5.403762817E-1
9.780444583E-1,-2.700384521E-1,6.857240295E-1,2.148931274E0
9.880744583E-1,-2.418370972E0,-7.189549255E-1,5.012027435E0
9.981054583E-1,-2.681673431E0,-1.730551300E0,4.892875214E0
1.008136458E0,-1.870659943E0,-1.237027588E0,3.122806091E0
1.018167458E0,-1.915267181E0,-1.624272308E0,1.942959595E0
1.028197458E0,-2.736758881E0,-2.809657288E0,3.183879089E-1
