"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.698754166E-2,-4.746732116E-1,-5.984980464E-1,1.318349838E-1
5.701754167E-2,-4.055731297E-1,-6.928907037E-1,1.151687056E-1
6.704654166E-2,-3.709991872E-1,-6.935684681E-1,1.568149477E-1
7.707654167E-2,-3.483633697E-1,-6.727068424E-1,2.535771132E-1
8.710654166E-2,-3.393725455E-1,-7.267649770E-1,3.626345992E-1
9.713554167E-2,-3.531128168E-1,-8.490564823E-1,4.631086290E-1
1.071655417E-1,-3.875512183E-1,-1.060310960E0,4.980620742E-1
1.171945417E-1,-4.385586679E-1,-1.219126463E0,4.776087105E-1
1.272245417E-1,-4.869089127E-1,-1.252071619E0,3.946810663E-1
1.372535417E-1,-5.249390006E-1,-1.229272842E0,2.621701360E-1
1.472835417E-1,-5.483646989E-1,-1.140909910E0,1.049320549E-1
1.573125417E-1,-5.269198418E-1,-9.781878591E-1,-1.927796192E-2
1.673425417E-1,-4.530853033E-1,-6.240260601E-1,-8.785702288E-2
1.773725417E-1,-3.409239352E-1,-1.930493563E-1,-9.700069577E-2
1.874015417E-1,-2.275161445E-1,2.009663880E-1,-5.709030107E-2
1.974315417E-1,-1.134400219E-1,4.293164611E-1,5.216041207E-2
2.074605417E-1,-1.098608598E-2,4.626637697E-1,1.796685755E-1
2.174905417E-1,6.283284724E-2,2.864530683E-1,2.281678021E-1
2.275195417E-1,1.195352748E-1,2.198838443E-2,2.222936600E-1
2.375495417E-1,1.696440727E-1,-2.329214364E-1,1.706445664E-1
2.475785417E-1,2.677029967E-1,-4.234434366E-1,7.805869728E-2
2.576085417E-1,4.064785838E-1,-3.365370333E-1,-3.949424252E-2
2.676385417E-1,5.373582840E-1,-1.703131646E-1,-1.331751943E-1
2.776675417E-1,5.882364511E-1,-4.608222842E-2,-1.451390535E-1
2.876975417E-1,5.314842463E-1,6.416225433E-2,-9.013465047E-2
2.977265417E-1,3.924573660E-1,8.850435168E-2,-2.696827054E-2
3.077565417E-1,2.418446839E-1,8.011938632E-2,1.587852836E-2
3.177855417E-1,1.341258287E-1,6.216650363E-3,-3.849153407E-3
3.278155417E-1,9.281328321E-2,-9.381194413E-2,-5.674831942E-2
3.378445417E-1,9.418834746E-2,-1.331866384E-1,-1.191053018E-1
3.478745417E-1,6.677509844E-2,-2.421754450E-1,-2.289961129E-1
3.579045417E-1,-6.505267322E-2,-5.167605281E-1,-3.642259240E-1
3.679330000E-1,-3.011829257E-1,-8.829361200E-1,-4.630515575E-1
3.779630000E-1,-5.980365276E-1,-1.216410398E0,-5.441529155E-1
3.879920000E-1,-9.026869535E-1,-1.451812029E0,-6.142017841E-1
3.980220000E-1,-1.161148429E0,-1.621032715E0,-6.135240197E-1
4.080510000E-1,-1.306128025E0,-1.620579243E0,-5.276490450E-1
