"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.373600960E-2,5.058515920E1,8.699124576E0,1.803711085E2,NaN,NaN,3.457300444E1,3.000000000E1
1.406002045E-2,5.058527465E1,8.699211299E0,1.804474826E2,NaN,NaN,3.409501400E1,3.196504296E1
1.682102680E-2,5.058534101E1,8.699334308E0,1.910232864E2,NaN,NaN,4.083185427E1,3.000000000E1
3.975498676E-2,5.058534087E1,8.699335923E0,1.910240227E2,NaN,NaN,4.082510253E1,3.000005850E1
1.587084532E0,5.058536841E1,8.699399586E0,1.904503852E2,1.237216368E-1,NaN,3.271868747E1,2.702597967E1
2.587093115E0,5.058530898E1,8.699419021E0,1.828378319E2,2.680571377E-1,NaN,2.435214936E1,6.870299514E0
3.587099791E0,5.058527297E1,8.699447472E0,1.823931529E2,2.128748596E-1,NaN,1.808977382E1,6.768209125E0
4.587106586E0,5.058526124E1,8.699474065E0,1.821878149E2,7.024979591E-2,NaN,1.236023336E1,6.726740141E0
5.537113905E0,5.058524470E1,8.699477046E0,1.820598851E2,1.690243334E-1,NaN,1.277348598E1,6.699252945E0
6.487120509E0,5.058526147E1,8.699508242E0,1.819660554E2,6.011405587E-2,NaN,1.245569656E1,7.565594271E0
7.436926961E0,5.058525092E1,8.699502180E0,1.818989150E2,6.380443275E-2,NaN,1.237254955E1,6.799263280E0
8.386603355E0,5.058523050E1,8.699515100E0,1.818522796E2,1.543161422E-1,NaN,1.311881995E1,6.849099683E0
9.336610317E0,5.058522872E1,8.699516551E0,1.818084581E2,2.210336626E-1,NaN,1.302476749E1,8.366862337E0
1.028709650E1,5.058522917E1,8.699514307E0,1.817737408E2,1.172133759E-1,NaN,1.327380308E1,6.889128819E0
1.123760164E1,5.058521962E1,8.699524982E0,1.817534156E2,1.635546386E-1,4.227246915E1,1.346018137E1,7.214450939E0
1.218760836E1,5.058520736E1,8.699531931E0,1.817228951E2,1.324845105E-1,1.295215165E2,9.999321105E0,1.164461907E1
1.313727736E1,5.058521004E1,8.699513736E0,1.808725384E2,2.059374154E-1,5.207869965E1,9.676646867E0,3.000000000E1
1.408676469E1,5.058519384E1,8.699543117E0,1.816931918E2,2.059374154E-1,NaN,1.346921751E1,1.087640200E1
1.503677106E1,5.058519291E1,8.699542425E0,1.816761215E2,7.088673115E-2,NaN,1.403836584E1,1.209152743E1
1.598798990E1,5.058518987E1,8.699542709E0,1.816439536E2,1.377628446E-1,NaN,1.585071109E1,1.412687324E1
1.693799639E1,5.058518728E1,8.699546362E0,1.816549198E2,1.009996012E-1,NaN,1.496219750E1,1.329487448E1
1.788693786E1,5.058520042E1,8.699553086E0,1.816314302E2,3.817494810E-1,4.243865798E1,7.582666808E0,7.291626326E0
1.883741403E1,5.058520872E1,8.699546334E0,1.815990347E2,1.887319088E-1,NaN,8.772699714E0,8.715435691E0
1.978742063E1,5.058521463E1,8.699533897E0,1.815922521E2,2.615942955E-1,2.577538817E2,9.854257273E0,9.896448316E0
2.073745990E1,5.058521752E1,8.699528100E0,1.815983935E2,2.615942955E-1,2.747111435E2,8.684866111E0,8.650219109E0
2.173246646E1,5.058521886E1,8.699505496E0,1.816204986E2,8.471690416E-1,2.598872351E2,1.011879477E1,1.000944419E1
2.273247421E1,5.058521881E1,8.699496025E0,1.816444203E2,8.539717197E-1,2.374471343E2,1.318556865E1,1.304947598E1
2.373248124E1,5.058521692E1,8.699494296E0,1.816338821E2,8.471690416E-1,2.172472155E2,9.667716241E0,9.542656563E0
2.473248827E1,5.058521325E1,8.699474869E0,1.816728227E2,8.539717197E-1,2.328911195E2,9.378574326E0,9.327795926E0
2.573249567E1,5.058520195E1,8.699451094E0,1.817062395E2,1.297419071E0,2.266030839E2,9.352596543E0,9.181381772E0
2.673250258E1,5.058519024E1,8.699417021E0,1.817339580E2,1.956822395E0,2.329066309E2,8.930654617E0,8.631405465E0
