"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.523250001E-3,-4.559668121E0,4.169729004E0,8.578660583E0
1.155125000E-2,-4.461921387E0,3.802392883E0,8.560997314E0
2.157925000E-2,-4.324806519E0,3.531605988E0,8.458610229E0
3.160725000E-2,-4.136198730E0,3.349135437E0,8.425978088E0
4.163525000E-2,-3.777245178E0,3.155887299E0,8.428073730E0
5.166325000E-2,-3.732488251E0,3.387904816E0,8.562344513E0
6.169225000E-2,-3.453767853E0,3.518583069E0,8.720715179E0
7.172025000E-2,-3.272644501E0,3.310815125E0,8.845705261E0
8.174825000E-2,-3.096460876E0,3.109034729E0,8.887468414E0
9.177625000E-2,-2.718347168E0,3.050207062E0,8.843010864E0
1.018042500E-1,-2.610421600E0,3.082539825E0,8.710686035E0
1.118318333E-1,-2.799777832E0,3.145858154E0,8.528514862E0
1.218608333E-1,-3.022364960E0,3.281027069E0,8.365653534E0
1.318888333E-1,-3.228636017E0,3.451223145E0,8.184829559E0
1.419168333E-1,-3.459605713E0,3.597319336E0,8.121810608E0
1.519448333E-1,-3.495531006E0,3.705693970E0,8.134833527E0
1.619728333E-1,-3.418141937E0,3.754642181E0,8.151299286E0
1.720008333E-1,-3.414699097E0,3.755690002E0,8.175099792E0
1.820298333E-1,-3.429069214E0,3.754642181E0,8.249944153E0
1.920578333E-1,-3.531605988E0,3.753893738E0,8.298892365E0
2.020858333E-1,-3.540287933E0,3.737427979E0,8.461154938E0
2.121138333E-1,-3.379073181E0,3.695964203E0,8.516390076E0
2.221418333E-1,-3.244802399E0,3.622916107E0,8.490044861E0
2.321698333E-1,-3.209475861E0,3.600013733E0,8.566386108E0
2.421988333E-1,-3.253334656E0,3.664978638E0,8.660240936E0
2.522268333E-1,-3.326981506E0,3.694018250E0,8.740025024E0
2.622548333E-1,-3.205733643E0,3.658542023E0,8.770112457E0
2.722828333E-1,-2.989583130E0,3.418591003E0,8.756341095E0
2.823108333E-1,-2.811154175E0,3.090772705E0,8.844657440E0
2.923388333E-1,-2.739453278E0,2.925516357E0,8.818461914E0
