"Time (s)","X (hPa)"
-5.935899167E-1,9.932701874E2
4.069890833E-1,9.932722473E2
1.407567083E0,9.932742310E2
2.408141083E0,9.932751465E2
3.408783083E0,9.932777405E2
4.409289083E0,9.932795715E2
4.960601083E0,9.932833099E2
5.960820083E0,9.932838440E2
6.961398083E0,9.932915497E2
7.961972083E0,9.932970428E2
8.962551083E0,9.932988739E2
9.963126083E0,9.932988739E2
1.096370708E1,9.932951355E2
1.196427908E1,9.932859039E2
1.296485308E1,9.932798004E2
1.396543108E1,9.932752991E2
1.496648008E1,9.932736969E2
1.596659008E1,9.932736206E2
1.696716208E1,9.932727814E2
1.796773808E1,9.932697296E2
1.896831308E1,9.932633972E2
1.996888908E1,9.932626343E2
2.096946608E1,9.932590485E2
2.197004408E1,9.932582855E2
2.297062308E1,9.932582855E2
2.397119808E1,9.932629395E2
2.497177308E1,9.932629395E2
2.597235008E1,9.932626343E2
2.697293008E1,9.932608032E2
2.797350108E1,9.932607269E2
2.897407908E1,9.932601929E2
2.997465508E1,9.932561493E2
3.097523308E1,9.932556152E2
3.197580808E1,9.932484436E2
3.297671808E1,9.932450867E2
3.397695908E1,9.932359314E2
3.497754108E1,9.932273865E2
3.597811408E1,9.932125092E2
3.697869408E1,9.931941986E2
3.797927108E1,9.931761169E2
3.897984508E1,9.931521606E2
3.998042108E1,9.931296539E2
4.098099308E1,9.931083679E2
4.198157408E1,9.930905151E2
4.298233908E1,9.930736542E2
4.398272608E1,9.930618286E2
4.498330608E1,9.930522156E2
4.598387908E1,9.930490112E2
4.698445408E1,9.930445862E2
4.798502908E1,9.930396271E2
4.898560908E1,9.930381775E2
4.998618308E1,9.930312347E2
5.098676308E1,9.930266571E2
5.198733708E1,9.930223846E2
5.298791008E1,9.930168915E2
5.398848608E1,9.930100250E2
5.498906708E1,9.930075073E2
5.598964208E1,9.930049896E2
5.699021308E1,9.930025482E2
5.799079108E1,9.930025482E2
5.899137308E1,9.930019379E2
5.999194608E1,9.930010986E2
6.099254708E1,9.929973602E2
6.199309608E1,9.929962158E2
6.299366908E1,9.929888916E2
6.399425008E1,9.929853058E2
6.499482708E1,9.929850006E2
6.599540108E1,9.929843903E2
6.699598008E1,9.929843903E2
6.799655408E1,9.929840851E2
6.899713208E1,9.929838562E2
6.999770908E1,9.929827881E2
7.099828608E1,9.929802704E2
7.199886508E1,9.929773712E2
7.299944108E1,9.929764557E2
7.400039608E1,9.929752350E2
7.500059008E1,9.929710388E2
7.600117108E1,9.929692078E2
7.700174608E1,9.929664612E2
7.800231808E1,9.929632568E2
7.900289808E1,9.929621124E2
8.000347308E1,9.929614258E2
8.100405108E1,9.929587555E2
8.200462408E1,9.929531860E2
8.300520208E1,9.929483795E2
8.400577808E1,9.929431152E2
8.500635708E1,9.929389191E2
8.600693008E1,9.929389191E2
8.700795108E1,9.929389191E2
8.800808408E1,9.929393005E2
8.900866608E1,9.929396057E2
9.000924008E1,9.929402924E2
9.100981708E1,9.929402924E2
9.201040008E1,9.929367065E2
9.301097408E1,9.929351044E2
9.401154608E1,9.929319763E2
9.501212508E1,9.929284668E2
9.601269908E1,9.929251099E2
9.701328008E1,9.929216003E2
9.801385108E1,9.929177094E2
9.901442708E1,9.929167175E2
1.000150061E2,9.929160309E2
1.010155801E2,9.929115295E2
1.020161621E2,9.929061890E2
1.030167331E2,9.929022217E2
1.040176271E2,9.928957367E2
1.050178871E2,9.928888702E2
1.060184631E2,9.928827667E2
1.070190401E2,9.928771973E2
1.080199891E2,9.928709412E2
1.090201971E2,9.928697968E2
1.100207711E2,9.928659058E2
1.110213501E2,9.928614807E2
1.120222811E2,9.928609467E2
1.130225001E2,9.928596497E2
1.140230711E2,9.928556061E2
1.150236511E2,9.928514099E2
1.160242311E2,9.928475952E2
1.170248011E2,9.928459167E2
1.180253751E2,9.928421021E2
1.190259551E2,9.928410339E2
1.200265311E2,9.928401184E2
1.210271101E2,9.928369904E2
1.220276821E2,9.928329468E2
1.230282591E2,9.928273773E2
1.240288391E2,9.928229523E2
1.250294131E2,9.928184509E2
1.260299971E2,9.928138733E2
1.270305701E2,9.928099823E2
1.280311421E2,9.928085327E2
1.290317201E2,9.928031158E2
1.300322991E2,9.927999878E2
1.310328721E2,9.927953339E2
1.320334481E2,9.927882385E2
1.330340241E2,9.927843475E2
1.340346021E2,9.927751160E2
1.350351791E2,9.927661133E2
1.360357541E2,9.927568054E2
1.370363311E2,9.927472687E2
1.380369071E2,9.927391815E2
1.390374811E2,9.927310944E2
1.400380571E2,9.927296448E2
1.410386351E2,9.927278137E2
1.420392131E2,9.927296448E2
1.430397921E2,9.927319336E2
1.440403701E2,9.927336121E2
1.450409421E2,9.927336121E2
1.460415171E2,9.927318573E2
1.470420941E2,9.927271271E2
1.480426751E2,9.927233124E2
1.490432511E2,9.927163696E2
1.500438241E2,9.927089691E2
1.510444061E2,9.927059937E2
1.520449761E2,9.926957703E2
1.530455531E2,9.926899719E2
1.540461361E2,9.926845551E2
1.550467101E2,9.926788330E2
1.560472881E2,9.926765442E2
1.570478631E2,9.926744080E2
1.580484331E2,9.926723480E2
1.590490131E2,9.926707458E2
1.600495871E2,9.926674652E2
1.610501671E2,9.926630402E2
1.620507471E2,9.926625824E2
1.630513221E2,9.926621246E2
1.640518941E2,9.926618958E2
1.650524761E2,9.926614380E2
1.660531261E2,9.926614380E2
1.670536211E2,9.926596832E2
1.680541991E2,9.926595306E2
1.690547771E2,9.926589203E2
1.700555701E2,9.926586151E2
1.710559301E2,9.926580811E2
1.720565051E2,9.926565552E2
1.730570831E2,9.926504517E2
1.740580511E2,9.926457977E2
1.750582361E2,9.926438141E2
1.760588141E2,9.926394653E2
1.770593901E2,9.926372528E2
1.780599661E2,9.926331329E2
1.790605451E2,9.926274872E2
1.800611201E2,9.926242065E2
1.810616951E2,9.926200867E2
1.820625301E2,9.926174927E2
1.830628491E2,9.926164246E2
1.840634221E2,9.926166534E2
1.850640011E2,9.926166534E2
