beta,acc_thresh,gyro_thresh,score,zupt_ratio
0.05,0.1,0.0349065850398866,1916.31602169652,0
0.05,0.1,0.0523598775598299,1916.31602169652,0
0.05,0.1,0.0698131700797732,1916.31602169652,0
0.05,0.15,0.0349065850398866,1916.31602169652,0
0.05,0.15,0.0523598775598299,1916.31602169652,0
0.05,0.15,0.0698131700797732,1916.31602169652,0
0.05,0.2,0.0349065850398866,1916.31602169652,0
0.05,0.2,0.0523598775598299,1916.31602169652,0
0.05,0.2,0.0698131700797732,1916.31602169652,0
0.1,0.1,0.0349065850398866,1712.8055584626,0
0.1,0.1,0.0523598775598299,1712.8055584626,0
0.1,0.1,0.0698131700797732,1712.8055584626,0
0.1,0.15,0.0349065850398866,1712.8055584626,0
0.1,0.15,0.0523598775598299,1712.8055584626,0
0.1,0.15,0.0698131700797732,1712.8055584626,0
0.1,0.2,0.0349065850398866,1712.8055584626,0
0.1,0.2,0.0523598775598299,1712.8055584626,0
0.1,0.2,0.0698131700797732,1712.8055584626,0
0.2,0.1,0.0349065850398866,1674.32389721144,0
0.2,0.1,0.0523598775598299,1674.32389721144,0
0.2,0.1,0.0698131700797732,1674.32389721144,0
0.2,0.15,0.0349065850398866,1674.32389721144,0
0.2,0.15,0.0523598775598299,1674.32389721144,0
0.2,0.15,0.0698131700797732,1674.32389721144,0
0.2,0.2,0.0349065850398866,1674.32389721144,0
0.2,0.2,0.0523598775598299,1674.32389721144,0
0.2,0.2,0.0698131700797732,1674.32389721144,0
0.3,0.1,0.0349065850398866,734.641767550859,0
0.3,0.1,0.0523598775598299,734.641767550859,0
0.3,0.1,0.0698131700797732,734.641767550859,0
0.3,0.15,0.0349065850398866,734.641767550859,0
0.3,0.15,0.0523598775598299,734.641767550859,0
0.3,0.15,0.0698131700797732,734.641767550859,0
0.3,0.2,0.0349065850398866,734.641767550859,0
0.3,0.2,0.0523598775598299,734.641767550859,0
0.3,0.2,0.0698131700797732,734.641767550859,0
