"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.186203957E-2,5.058429442E1,8.699665186E0,1.775600515E2,0.000000000E0,NaN,3.299501400E1,3.592116825E1
2.884602547E-2,5.058429482E1,8.699666785E0,1.774836889E2,NaN,NaN,3.493745241E1,4.479653712E1
4.334660769E-1,5.058415127E1,8.699538784E0,1.782369933E2,NaN,NaN,3.062701800E1,3.016994795E1
2.576875687E0,5.058422760E1,8.699587141E0,1.775560269E2,1.534401059E0,2.208540234E2,2.585380550E1,1.747576007E1
3.526863456E0,5.058426993E1,8.699659236E0,1.775872810E2,1.534401059E0,2.053218495E2,1.716776805E1,6.653021107E0
4.476851344E0,5.058432784E1,8.699683355E0,1.775543791E2,2.210554183E-1,7.657568035E0,1.400000000E1,6.276088710E0
5.426838994E0,5.058434453E1,8.699679264E0,1.775657952E2,2.615159154E-1,2.308516549E1,1.623469474E1,9.722209372E0
6.376826525E0,5.058435619E1,8.699680681E0,1.775836457E2,2.109008133E-1,2.998699891E2,2.079517915E1,1.383007274E1
7.326813817E0,5.058436827E1,8.699683268E0,1.776128268E2,3.239946365E-1,2.388564124E2,1.400000000E1,1.025756136E1
8.276801348E0,5.058438612E1,8.699689778E0,1.776293711E2,1.265427172E-1,NaN,1.400000000E1,1.095680723E1
9.226788759E0,5.058438764E1,8.699705763E0,1.776532064E2,2.838785946E-1,NaN,1.466516211E1,1.189142206E1
1.017677677E1,5.058438179E1,8.699722114E0,1.776575120E2,1.707002223E-1,NaN,1.400000000E1,1.130689428E1
1.112676358E1,5.058437989E1,8.699726895E0,1.776590098E2,2.838785946E-1,NaN,1.400000000E1,1.091270995E1
1.207575142E1,5.058438947E1,8.699743797E0,1.776539883E2,5.461556911E-1,9.203070502E1,1.415939432E1,1.261369191E1
1.302573943E1,5.058438950E1,8.699746775E0,1.776432166E2,5.461556911E-1,1.216021825E2,1.450531181E1,1.291577948E1
1.397572577E1,5.058438833E1,8.699739926E0,1.776297941E2,1.936317980E-1,2.247335533E2,1.535808040E1,1.362411577E1
1.492571390E1,5.058438833E1,8.699739926E0,1.776297941E2,1.936317980E-1,NaN,1.535808040E1,1.362411577E1
1.587570155E1,5.058439265E1,8.699733745E0,1.776300436E2,1.797267646E-1,NaN,1.230991214E1,1.128879388E1
1.682568944E1,5.058439795E1,8.699718310E0,1.776410492E2,1.936317980E-1,NaN,8.267955969E0,7.872729216E0
1.777567625E1,5.058441103E1,8.699693126E0,1.776597742E2,2.108897716E-1,NaN,1.009042220E1,1.044463024E1
1.872666490E1,5.058439986E1,8.699692833E0,1.777070076E2,2.864497304E-1,1.976604213E2,7.723174656E0,8.334690674E0
1.969165182E1,5.058440036E1,8.699698601E0,1.777484613E2,1.303841323E-1,NaN,1.884227543E1,2.057817015E1
2.069063807E1,5.058439035E1,8.699701241E0,1.777644166E2,2.864497304E-1,2.378494804E2,1.796994591E1,1.992006473E1
2.169062495E1,5.058437935E1,8.699710050E0,1.777299211E2,3.863514662E-1,2.205716716E2,7.933898363E0,9.487389547E0
2.269061208E1,5.058436794E1,8.699705766E0,1.777101694E2,9.452716708E-1,2.169254503E2,1.551439452E1,1.891463002E1
2.369059896E1,5.058435231E1,8.699666663E0,1.777019069E2,1.926347375E0,2.368805613E2,1.304055375E1,1.602993053E1
