"Time (s)","X (hPa)"
-5.842582083E-1,9.787883759E2
4.163177917E-1,9.787907410E2
1.416890792E0,9.787909698E2
2.417468792E0,9.787930298E2
3.418045792E0,9.787964630E2
4.418622792E0,9.787979889E2
4.969573792E0,9.788038635E2
5.970148792E0,9.788088989E2
6.970726792E0,9.788088989E2
7.971299792E0,9.788069153E2
8.971876792E0,9.788038635E2
9.972453792E0,9.788033295E2
1.097303279E1,9.787997437E2
1.197360379E1,9.787997437E2
1.297418379E1,9.788041687E2
1.397476079E1,9.788085938E2
1.497533579E1,9.788109589E2
1.597591179E1,9.788113403E2
1.697648779E1,9.788129425E2
1.797706479E1,9.788134003E2
1.897763979E1,9.788161469E2
1.997821579E1,9.788214111E2
2.097879379E1,9.788283539E2
2.197936979E1,9.788359070E2
2.297994379E1,9.788399506E2
2.398052379E1,9.788402557E2
2.498110079E1,9.788402557E2
2.598167379E1,9.788404846E2
2.698225079E1,9.788404846E2
2.798282679E1,9.788442230E2
2.898340479E1,9.788512421E2
2.998398379E1,9.788512421E2
3.098456079E1,9.788555908E2
3.198513379E1,9.788559723E2
3.298571079E1,9.788559723E2
3.398628679E1,9.788551331E2
3.498686179E1,9.788551331E2
3.598743979E1,9.788565826E2
3.698822379E1,9.788581085E2
3.798859379E1,9.788648987E2
3.898917079E1,9.788658142E2
3.998974679E1,9.788648987E2
4.099032679E1,9.788657379E2
4.199089879E1,9.788646698E2
4.299147679E1,9.788617706E2
4.399205679E1,9.788597870E2
4.499262879E1,9.788572693E2
4.599320579E1,9.788524628E2
4.699378279E1,9.788455963E2
4.799436179E1,9.788438416E2
4.899493479E1,9.788438416E2
4.999551279E1,9.788444519E2
5.099608979E1,9.788570404E2
5.199666779E1,9.788714600E2
5.299724179E1,9.788821411E2
5.399782079E1,9.788990021E2
5.499839679E1,9.789115143E2
5.599897179E1,9.789228058E2
5.699954879E1,9.789324951E2
5.800013179E1,9.789524078E2
5.900070679E1,9.789590454E2
6.000127879E1,9.789641571E2
6.100185979E1,9.789692688E2
6.200243179E1,9.789692688E2
6.300300479E1,9.789629364E2
6.400358079E1,9.789624786E2
6.500415979E1,9.789616394E2
6.600473479E1,9.789595795E2
6.700531579E1,9.789595795E2
6.800589179E1,9.789641571E2
6.900646679E1,9.789696503E2
7.000704279E1,9.789813232E2
7.100762179E1,9.789977264E2
7.200819779E1,9.790075684E2
7.300878079E1,9.790117645E2
7.400935279E1,9.790117645E2
7.500993479E1,9.790113068E2
7.601050679E1,9.790025330E2
7.701108279E1,9.790009308E2
7.801166079E1,9.790009308E2
7.901223779E1,9.790009308E2
8.001281379E1,9.789894867E2
8.101366779E1,9.789822388E2
8.201396179E1,9.789694977E2
8.301454079E1,9.789460754E2
8.401511679E1,9.789356995E2
8.501569379E1,9.789326477E2
8.601626979E1,9.789333344E2
8.701684579E1,9.789333344E2
8.801742179E1,9.789376831E2
8.901800079E1,9.789376831E2
9.001857679E1,9.789374542E2
9.101915379E1,9.789367676E2
9.201973079E1,9.789253235E2
9.302030879E1,9.789250946E2
9.402131179E1,9.789230347E2
9.502145579E1,9.789228821E2
9.602203579E1,9.789228821E2
9.702261279E1,9.789186096E2
9.802318779E1,9.789213562E2
9.902376879E1,9.789186096E2
1.000243498E2,9.789213562E2
1.010249228E2,9.789254761E2
1.020255018E2,9.789254761E2
1.030260778E2,9.789253998E2
1.040266548E2,9.789213562E2
1.050272278E2,9.789186096E2
1.060278048E2,9.789116669E2
1.070284948E2,9.789116669E2
1.080289598E2,9.789104462E2
1.090295308E2,9.789097595E2
1.100301118E2,9.788967133E2
1.110306818E2,9.788850403E2
1.120314618E2,9.788661194E2
1.130318358E2,9.788594055E2
1.140324158E2,9.788594055E2
1.150329918E2,9.788703918E2
1.160335698E2,9.788909912E2
1.170341438E2,9.789045715E2
1.180347208E2,9.789045715E2
1.190352988E2,9.788978577E2
1.200358728E2,9.788936615E2
